"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","CORRECTION COMMENTS","NA","NA.1","NA.2","NA.3","NA.4","xG","poss.number","def.number"
"503","30","D","HOU","Moros","passes.s.c","DM3L","DM3C",NA,"F","SBFC","Kai","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","30","M","HOU","Privett","passes.b.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","31","D","HOU","Brush","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","31","F","HOU","Ubogagu","ball.shield","AM3C",NA,NA,"M","SBFC","Killion","challenged","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","31","F","HOU","Ubogagu","passes.f.c","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","31","M","HOU","Andressa","take.on.won","A3C",NA,NA,"M","SBFC","Hayes","dribbled.tackles.missed","D3C",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","31","M","HOU","Andressa","passes.s.c","A3C","A3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","31","M","HOU","Heap","passes.f.c","A3C","A18","launch","M","SBFC","Lytle","pressured","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","32","F","HOU","Ubogagu","passes.f","A18",NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","32",NA,NA,NA,NA,NA,NA,"headed","D","SBFC","Rampone","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","32","M","SBFC","Lytle","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","32","M","SBFC","Lytle","lost.touch","D3L",NA,NA,"M","HOU","Heap","challenged","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","32","D","HOU","Poliana","passes.b.c","A3R","AM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","32","M","HOU","Heap","passes.s.c","AM3R","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","32","M","HOU","Andressa","passes.f","AM3C",NA,"launch","F","SBFC","Rodriguez","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","32",NA,NA,NA,NA,NA,NA,NA,"GK","SBFC","Stanley","gk.loose.balls.won","D18","caught",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","32","GK","SBFC","Stanley","passes.f","D18",NA,"gk.drop.kick",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","32","D","HOU","Chapman","passes.s.c","DM3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","32","M","HOU","Andressa","fouls.won","DM3L",NA,NA,"F","SBFC","Rodriguez","challenged","AM3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","32",NA,NA,NA,NA,NA,NA,NA,"F","SBFC","Rodriguez",NA,NA,NA,NA,NA,NA,"yellow.cards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","33","D","HOU","Moros","passes.f.c","DM3L","AM3L","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","33","M","HOU","Andressa","passes.b.c","AM3L","DM3L","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","33","D","HOU","Moros","passes.s.c","DM3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","33","D","HOU","Brush","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","33","D","HOU","Brush","passes.f.c","AM3R","A3C","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","33","F","HOU","Daly","passes.f","A3C",NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","33",NA,NA,NA,NA,NA,NA,"flick.on","D","SBFC","Rampone","clearances","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","33","M","SBFC","Killion","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","33","M","SBFC","Killion","passes.s.c","D3L","D3L","headed","M","HOU","Heap","challenged","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","33","D","SBFC","O'Hara","passes.f.c","D3L","DM3L",NA,"D","HOU","Poliana","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","33","M","SBFC","Lytle","passes.b.c","DM3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","33","D","SBFC","O'Hara","passes.f.c","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","33","F","SBFC","Kai","lost.touch","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","33","D","HOU","Poliana","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","33","D","HOU","Poliana","passes.s.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","33","D","HOU","Brush","passes.b","DM3R",NA,NA,"F","SBFC","Kai","challenged","AM3L",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","33","D","HOU","Brush","passes.s.c","DM3R","DM3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","34","D","HOU","Moros","passes.f.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","34","D","HOU","Chapman","passes.f.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","34","F","HOU","Ubogagu","ball.shield","DM3L",NA,NA,"D","SBFC","Simon","challenged","AM3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","34","D","HOU","Chapman","passes.b.c","DM3L","DM3L","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","34","D","HOU","Moros","passes.s.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","34","M","HOU","Privett","passes.f.c","DM3C","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","34","D","HOU","Poliana","take.on.won","A3R",NA,NA,"M","SBFC","Lytle","dribbled.tackles.missed","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","34","D","HOU","Poliana","passes.f","A3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","34","F","HOU","Daly","aerial.lost","A3C",NA,NA,"D","SBFC","Rampone","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","34","M","HOU","Andressa","aerial.lost","A3C",NA,NA,"M","SBFC","Hayes","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","34",NA,NA,NA,"stoppage.in.play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","35","GK","SBFC","Stanley","passes.f","D3C",NA,"gk.drop.kick","D","HOU","Brush","clearances","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","35","D","SBFC","Skroski","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","35","D","SBFC","Skroski","passes.f.c","D3L","DM3L",NA,"F","HOU","Ohai","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","35","M","SBFC","Nick","passes.s.c","DM3L","DM3L",NA,"M","HOU","Andressa","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","35","D","SBFC","O'Hara","passes.b.c","DM3L","D3L",NA,"M","HOU","Heap","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","35","D","SBFC","Skroski","passes.b.c","D3L","D18",NA,"F","HOU","Ohai","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","35","GK","SBFC","Stanley","passes.f","D18",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","35","F","SBFC","Kai","aerial.lost","AM3L",NA,NA,"D","HOU","Poliana","aerial.won","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","35","M","SBFC","Killion","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","35","M","SBFC","Killion","passes.s.c","DM3L","DM3L",NA,"M","HOU","Heap","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","35","F","SBFC","Kai","passes.s.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","35","D","SBFC","O'Hara","passes.f","AM3L",NA,NA,"D","HOU","Poliana","interceptions","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","35","D","HOU","Poliana","movement","DM3R","AM3R",NA,"D","SBFC","O'Hara","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","35","D","HOU","Poliana","dispossessed","AM3R",NA,NA,"D","SBFC","O'Hara","tackles.ball","DM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","35","D","HOU","Poliana","passes.f","AM3R",NA,"throw.in","M","SBFC","Killion","blocks","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","35","D","SBFC","Skroski","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","35","D","SBFC","Skroski","passes.b.c","D18","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","35","GK","SBFC","Stanley","passes.f.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","35","D","SBFC","Simon","movement","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","36","D","SBFC","Simon","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","36","M","SBFC","Hayes","passes.s.c","AM3R","AM3C",NA,"D","HOU","Moros","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","36",NA,NA,NA,NA,NA,NA,NA,"M","HOU","Privett","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","36","M","SBFC","Killion","passes.b.c","AM3C","AM3C",NA,"M","HOU","Heap","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","36","F","SBFC","Rodriguez","passes.b.c","AM3C","DM3C",NA,"M","HOU","Andressa","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","36","M","SBFC","Nick","passes.f.c","DM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","36","D","SBFC","O'Hara","movement","AM3L","A3L",NA,"F","HOU","Ohai","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","36","D","SBFC","O'Hara","lost.touch","A3L",NA,NA,"D","HOU","Poliana","ball.shield","DR",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","36","GK","HOU","Williams","passes.f.c","D6","D3R","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","36","D","HOU","Brush","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","36","GK","HOU","Williams","passes.f.c","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","36","D","HOU","Moros","passes.f.c","D3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","36","D","HOU","Chapman","passes.f.c","AM3L","A3L","through","D","SBFC","Simon","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","36","F","HOU","Ubogagu","passes.s.c","A3L","A6","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,"key.passes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","36","F","HOU","Daly","shots.missed","A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"big.chances.shot.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","37","GK","SBFC","Stanley","passes.f.c","D6","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","37","M","SBFC","Lytle","passes.f","DM3C",NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","37",NA,NA,NA,NA,NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","37","D","HOU","Brush","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","37","D","HOU","Brush","passes.b.c","DM3C","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","37","GK","HOU","Williams","passes.f.c","D18","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","37","D","HOU","Brush","passes.f.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","37","M","HOU","Privett","passes.b.c","D3C","D3R","lay.off","F","SBFC","Kai","pressured","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","37","D","HOU","Brush","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","37","M","HOU","Heap","passes.b.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","37","D","HOU","Brush","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","37","M","HOU","Andressa","movement","DM3R","AM3R",NA,"F","SBFC","Rodriguez","challenged","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","37","M","HOU","Andressa","passes.b.c","AM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","38","D","HOU","Brush","passes.s.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","38","M","HOU","Privett","passes.s.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","38","D","HOU","Moros","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","38","D","HOU","Moros","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","38","D","HOU","Chapman","passes.f.c","AM3L","A3L",NA,"M","SBFC","Hayes","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","38","F","HOU","Ubogagu","ball.shield","A3L",NA,NA,"D","SBFC","Simon","challenged","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","38","F","HOU","Ubogagu","passes.b.c","A3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","38","M","HOU","Privett","passes.f","AM3L",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","38","D","SBFC","Simon","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","38","D","SBFC","Simon","clearances","D18",NA,NA,"F","HOU","Ohai","blocks","A18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","38","D","SBFC","Simon","passes.f","D3R",NA,"throw.in","M","HOU","Privett","clearances","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","38","D","SBFC","Simon","clearances","D3R",NA,NA,"F","HOU","Ubogagu","challenged","A3L",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","39","GK","SBFC","Stanley","passes.f.c","D3R","AM3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","39","F","SBFC","Kai","aerial.won","AM3C",NA,NA,"M","HOU","Andressa","aerial.lost","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","39","F","SBFC","Rodriguez","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","39","F","SBFC","Rodriguez","passes.b.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","39","M","SBFC","Killion","passes.f.c","AM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","39","M","SBFC","Lytle","passes.s.c","A3L","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","39","F","SBFC","Rodriguez","passes.s.c","AM3C","AM3L",NA,"M","HOU","Privett","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","39","M","SBFC","Killion","passes.f.c","AM3L","A3L","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","39","D","SBFC","O'Hara","passes.b","A3L",NA,"lay.off","D","HOU","Poliana","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","39","D","SBFC","O'Hara","passes.f.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","39","F","SBFC","Kai","passes.b","A3L",NA,NA,"M","HOU","Privett","challenged","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","39","M","HOU","Andressa","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","39","M","HOU","Andressa","ball.shield","D3R",NA,NA,"M","SBFC","Killion","challenged","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","40","M","HOU","Andressa","movement","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","40","M","HOU","Andressa","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","40","F","HOU","Ohai","take.on.lost","DM3L",NA,NA,"D","SBFC","Simon","tackles.ball","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","40","D","SBFC","Simon","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","40","D","SBFC","Rampone","passes.f.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","40","M","SBFC","Killion","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","40","D","SBFC","Simon","passes.b.c","AM3R","DM3R",NA,"F","HOU","Ubogagu","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","40","D","SBFC","Rampone","movement","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","40","D","SBFC","Rampone","passes.f","DM3C",NA,NA,"F","HOU","Ubogagu","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","40",NA,NA,NA,NA,NA,NA,NA,"F","HOU","Daly","interceptions","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","40","F","HOU","Daly","passes.f","AM3C",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","40","F","HOU","Ubogagu","offside.calls","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","40","D","SBFC","Rampone","passes.f.c","DM3C","AM3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","40","F","SBFC","Rodriguez","take.on.won","AM3C",NA,NA,"D","HOU","Moros","dribbled.tackles.missed","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","40","F","SBFC","Rodriguez","movement","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","40","F","SBFC","Rodriguez","passes.f","A3C",NA,NA,"M","HOU","Privett","pressured","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","40",NA,NA,NA,NA,NA,NA,NA,"D","HOU","Chapman","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","40","D","HOU","Chapman","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","40","D","HOU","Chapman","passes.s.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","40","M","HOU","Heap","passes.f","DM3L",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","40",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
