"event","time","poss.position","poss.team","poss.number","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.number","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG"
877,"65","F","WNYF",NA,"Smith","aerial.lost","AM3R",NA,NA,"D","WAS",NA,"Kleiner","aerial.won","DM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
878,"65","D","WNYF",NA,"Eddy","passes.f.c","AM3R","AM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,"65","F","WNYF",NA,"Doniak","passes.b.c","AM3R","AM3R",NA,"F","WAS",20,"C. Williams","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
880,"65","D","WNYF",NA,"Eddy","passes.f.c","AM3R","A3R",NA,"M","WAS",NA,"Huster","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
880,"65",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","clearances","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
881,"65","D","WNYF",NA,"Eddy","passes.s.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"65","F","WNYF",NA,"Smith","dispossessed","A3R",NA,NA,"D","WAS",NA,"Kleiner","dispossessed","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
883,"66","D","WNYF",NA,"Dahlkemper","passes.s.c","A3R","A18","corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,"66","D","WNYF",NA,"Erceg","recoveries","A18",NA,NA,"F","WAS",NA,"Stengel","pressured","D18",NA,NA,NA,NA,NA,NA,NA
885,"66","D","WNYF",NA,"Erceg","passes.b.c","A18","A3C",NA,"F","WAS",NA,"Stengel","pressured","D18",NA,NA,NA,NA,NA,NA,NA
886,"66","F","WNYF",NA,"Smith","take.on.won","A3C",NA,NA,"F","WAS",NA,"Dunn","dribbled.out.run","D3C",NA,NA,NA,NA,NA,NA,NA
887,"66","F","WNYF",NA,"Smith","shots.missed","A3C",NA,NA,"F","WAS",NA,"Dunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
887,"66",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","blocks","D18",NA,NA,NA,NA,NA,NA,NA
888,"66","F","WAS",NA,"Stengel","recoveries","D3C",NA,NA,"D","WNYF",NA,"Hinkle","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
889,"66","F","WAS",NA,"Stengel","passes.f.c","D3C","DM3L",NA,"D","WNYF",NA,"Hinkle","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
890,"66","F","WAS",NA,"Dunn","lost.touch","DM3L",NA,NA,"D","WNYF",NA,"Dahlkemper","pressured","AM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
891,"66","D","WNYF",NA,"Eddy","passes.f","AM3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,"66","D","WAS",NA,"Kleiner","lost.touch","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
893,"66","D","WNYF",NA,"Eddy","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,"66","F","WNYF",NA,"Leon","recoveries","A3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
895,"66","F","WNYF",NA,"Leon","passes.f.c","A3R","A3R",NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
896,"67","D","WNYF",NA,"Eddy","take.on.lost","A3R",NA,NA,"D","WAS",NA,"Kleiner","tackles.ball","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
897,"67","D","WNYF",NA,"Hinkle","passes.s","A3R",NA,"corner.kick","D","WAS",NA,"Oyster","clearances","D6",NA,NA,NA,NA,NA,NA,NA
898,"67","F","WNYF",NA,"Leon","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,"67","F","WNYF",NA,"Leon","shots.blocked","A3C",NA,NA,"M","WAS",NA,"Huster","blocks","D3C",NA,NA,NA,NA,NA,NA,NA
900,"67","F","WNYF",9,"L. Williams","aerial.won","A18",NA,NA,"D","WAS",NA,"Kleiner","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA
900,"67",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Matheson","clearances","D18",NA,NA,NA,NA,NA,NA,NA
901,"67","F","WNYF",9,"L. Williams","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,"67","F","WNYF",9,"L. Williams","passes.b.c","A3R","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,"67","M","WNYF",NA,"Kennedy","passes.f.c","A3C","A3R",NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
904,"67","F","WNYF",9,"L. Williams","passes.s.c","A3R","A6","corner.crosses","D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,"key.passes",NA,NA,NA
905,"67","D","WNYF",NA,"Erceg","shots.missed","A6",NA,NA,"D","WAS",NA,"Krieger","pressured","D6",NA,NA,NA,"big.chances.shot.missed",NA,NA,NA
905,"67",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
906,"68","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,"68","F","WAS",20,"C. Williams","aerial.lost","DM3R",NA,NA,"M","WNYF",NA,"Mewis","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA
908,"68","F","WNYF",NA,"Leon","recoveries","AM3L",NA,NA,"D","WAS",NA,"Krieger","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
909,"68","F","WNYF",NA,"Leon","passes.f","AM3L",NA,NA,"M","WAS",NA,"Nairn","challenged","DM3R",NA,NA,NA,NA,NA,NA,NA
910,"68","M","WAS",NA,"Huster","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,"68","M","WAS",NA,"Huster","passes.f","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,"68","F","WNYF",NA,"Leon","recoveries","AM3L",NA,NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
913,"68","F","WNYF",NA,"Leon","movement","AM3L","AM3C",NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
914,"68","F","WNYF",NA,"Leon","passes.b.c","AM3C","AM3C",NA,"M","WAS",NA,"Huster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
915,"68","M","WNYF",NA,"Kennedy","passes.f.c","AM3C","A3R",NA,"M","WAS",NA,"Matheson","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
916,"68","D","WNYF",NA,"Eddy","passes.f.c","A3R","A18","corner.crosses","D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
917,"68","F","WNYF",9,"L. Williams","shots.missed","A18",NA,"headed","D","WAS",NA,"Oyster","pressured","D18",NA,NA,NA,NA,NA,NA,NA
917,"68",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
918,"68","GK","WAS",NA,"Labbe","passes.f.c","D6","D3R","gk.throws","F","WNYF",NA,"Leon","pressured","A6",NA,NA,NA,NA,NA,NA,NA
919,"68","D","WAS",NA,"Krieger","passes.f.c","D3R","D3R",NA,"F","WNYF",NA,"Doniak","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
920,"68","M","WAS",NA,"Nairn","passes.b.c","D3R","D3R",NA,"F","WNYF",NA,"Doniak","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
921,"68","D","WAS",NA,"Krieger","passes.f","D3R",NA,"lau","F","WNYF",NA,"Doniak","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
921,"69",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Erceg","clearances","DM3L",NA,NA,NA,NA,NA,NA,NA
922,"69","D","WNYF",NA,"Hinkle","recoveries","DM3L",NA,NA,"F","WAS",20,"C. Williams","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
923,"69","D","WNYF",NA,"Hinkle","lost.touch","DM3L",NA,NA,"F","WAS",20,"C. Williams","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
924,"69","F","WAS",20,"C. Williams","recoveries","AM3R",NA,NA,"M","WNYF",NA,"Kennedy","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
925,"69","F","WAS",20,"C. Williams","passes.b.c","AM3R","DM3C",NA,"M","WNYF",NA,"Kennedy","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
926,"69","M","WAS",NA,"Matheson","passes.b.c","DM3C","AM3L",NA,"F","WNYF",9,"L. Williams","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
927,"69","D","WAS",NA,"Kleiner","passes.f","AM3L",NA,NA,"F","WNYF",9,"L. Williams","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA
928,"69","D","WNYF",NA,"Eddy","passes.f","DM3R",NA,"throw.in","F","WAS",NA,"Dunn","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA
929,"69","M","WAS",NA,"Huster","recoveries","DM3L",NA,NA,"F","WNYF",NA,"Doniak","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
930,"69","M","WAS",NA,"Huster","passes.f.c","DM3L","AM3L","headed","F","WNYF",NA,"Doniak","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
931,"69","M","WAS",NA,"Matheson","passes.s.c","AM3L","AM3L",NA,"M","WNYF",NA,"Kennedy","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
932,"69","F","WAS",NA,"Dunn","take.on.won","AM3L",NA,NA,"D","WNYF",NA,"Eddy","dribbled.out.run","DM3R",NA,NA,NA,NA,NA,NA,NA
933,"69","F","WAS",NA,"Dunn","movement","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,"69","F","WAS",NA,"Dunn","movement","A3L","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,"69","F","WAS",NA,"Dunn","passes.f","A3C",NA,NA,"D","WNYF",NA,"Erceg","blocks","DC",NA,NA,NA,NA,NA,NA,NA
936,"69","D","WNYF",NA,"Eddy","recoveries","D3R",NA,NA,"F","WAS",NA,"Stengel","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
937,"69","D","WNYF",NA,"Eddy","passes.b.c","D3R","D18",NA,"F","WAS",NA,"Stengel","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
938,"69","GK","WNYF",NA,"D'Angelo","passes.f","D18",NA,"lau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,"69","M","WAS",NA,"Huster","recoveries","AM3C",NA,NA,"F","WNYF",NA,"Doniak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
940,"69","M","WAS",NA,"Huster","passes.f.c","AM3C","A3C","headed","F","WNYF",NA,"Doniak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
941,"69","M","WAS",NA,"Matheson","dispossessed","A3C",NA,NA,"F","WNYF",NA,"Doniak","dispossessed","D3C",NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA
942,"70","M","WAS",NA,"Nairn","passes.f.c","A3C","A18","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,"70","F","WAS",20,"C. Williams","recoveries","A18",NA,NA,"D","WNYF",NA,"Hinkle","pressured","D18",NA,NA,NA,NA,NA,NA,NA
944,"70","F","WAS",20,"C. Williams","dispossessed","A18",NA,NA,"D","WNYF",NA,"Hinkle","dispossessed","D18",NA,NA,"fouls.won",NA,"fouls.conceded","fc",NA
945,"71","M","WAS",NA,"Matheson","shots.scored","A18",NA,"penalty.kick","GK","WNYF",NA,"D'Angelo","gk.s.o.g.scored","D6",NA,"diving",NA,NA,NA,NA,NA
945,"71",NA,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,"71","D","WAS",NA,"Kleiner","passes.f",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,"71","D","WNYF",NA,"Eddy","passes.b.c","AM3R","AM3R","headed","D","WAS",NA,"Kleiner","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
948,"71","D","WNYF",NA,"Erceg","passes.f","AM3R",NA,"lau","M","WAS",NA,"Matheson","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
949,"71","F","WNYF",9,"L. Williams","offside.calls","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,"72","GK","WAS",NA,"Labbe","passes.f","D3C",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,"72","F","WAS",NA,"Stengel","aerial.lost","A3C",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","D3C",NA,NA,NA,NA,NA,NA,NA
952,"72","F","WNYF",NA,"Doniak","recoveries","DM3C",NA,NA,"M","WAS",NA,"Huster","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
953,"72","F","WNYF",NA,"Doniak","passes.b.c","DM3C","DM3C",NA,"M","WAS",NA,"Huster","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
954,"72","M","WNYF",NA,"Mewis","passes.f.c","DM3C","A3R","lau","M","WAS",NA,"Matheson","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
955,"72","F","WNYF",NA,"Smith","recoveries","A3R",NA,NA,"D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
956,"72","F","WNYF",NA,"Smith","take.on.won","A3R",NA,NA,"D","WAS",NA,"Kleiner","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA
957,"72","F","WNYF",NA,"Smith","take.on.won","A3R",NA,NA,"D","WAS",NA,"Kleiner","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA
958,"72","F","WNYF",NA,"Smith","passes.s","A3R",NA,"corner.crosses","D","WAS",NA,"Zadorsky","clearances","D6",NA,NA,NA,NA,NA,NA,NA
958,"72",NA,NA,NA,NA,NA,NA,NA,NA,"M","WAS",NA,"Huster","clearances","D18",NA,NA,NA,NA,NA,NA,NA
959,"72","F","WNYF",9,"L. Williams","recoveries","A3R",NA,NA,"M","WAS",NA,"Matheson","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
960,"72","F","WNYF",9,"L. Williams","passes.s.c","A3R","A3R",NA,"M","WAS",NA,"Matheson","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
961,"72","M","WNYF",NA,"Mewis","passes.f.c","A3R","A3C","corner.crosses","D","WAS",NA,"Kleiner","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
961,"72",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Krieger","clearances","D18",NA,NA,NA,NA,NA,NA,NA
962,"72","D","WNYF",NA,"Hinkle","recoveries","A3C",NA,NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
963,"72","D","WNYF",NA,"Hinkle","shots.missed","A3C",NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
964,"73","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,"73","F","WAS",20,"C. Williams","aerial.lost","DM3R",NA,NA,"M","WNYF",NA,"Mewis","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA
966,"73","F","WAS",NA,"Stengel","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,"73","F","WAS",20,"C. Williams","lost.touch","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,"73","M","WNYF",NA,"Kennedy","clearances","DM3L",NA,NA,"D","WAS",NA,"Krieger","clearances","DM3R",NA,NA,NA,NA,NA,NA,NA
969,"73","F","WNYF",NA,"Leon","recoveries","AM3L",NA,NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
970,"73","F","WNYF",NA,"Leon","take.on.won","AM3L",NA,NA,"M","WAS",NA,"Nairn","dribbled.turned","DM3R",NA,NA,NA,NA,NA,NA,NA
971,"73","F","WNYF",NA,"Leon","movement","AM3L","A3L",NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
972,"73","F","WNYF",NA,"Leon","passes.f.c","A3L","A3L",NA,"M","WAS",NA,"Huster","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
973,"73","F","WNYF",9,"L. Williams","passes.b.c","A3L","A3L",NA,"D","WAS",NA,"Krieger","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
974,"73","D","WNYF",NA,"Hinkle","passes.s.c","A3L","A18","corner.crosses","M","WAS",NA,"Nairn","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
975,"73","D","WNYF",NA,"Eddy","lost.touch","A18",NA,NA,"D","WAS",NA,"Kleiner","pressured","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA
976,"73","D","WNYF",NA,"Eddy","passes.b.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,"74","M","WNYF",NA,"Mewis","passes.f.c","A3R","A3R",NA,"M","WAS",NA,"Matheson","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
978,"74","F","WNYF",NA,"Doniak","passes.b.c","A3R","A3R","lay.off","D","WAS",NA,"Zadorsky","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
979,"74","M","WNYF",NA,"Mewis","shots.missed","A3R",NA,NA,"D","WAS",NA,"Zadorsky","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
979,"74",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WAS",NA,"Labbe","gk.shot.miss","D6",NA,NA,NA,NA,NA,NA,NA
980,"74","GK","WAS",NA,"Labbe","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,"74","M","WAS",NA,"Nairn","aerial.lost","DM3R",NA,NA,"M","WNYF",NA,"Kennedy","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA
982,"74","D","WAS",NA,"Oyster","passes.f","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,"74","F","WNYF",NA,"Leon","recoveries","A3L",NA,NA,"M","WAS",NA,"Huster","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
984,"74","F","WNYF",NA,"Leon","passes.f.c","A3L","A3L",NA,"M","WAS",NA,"Huster","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
985,"74","M","WNYF",NA,"Kennedy","dispossessed","A3L",NA,NA,"D","WAS",NA,"Krieger","dispossessed","D3R",NA,NA,NA,NA,NA,NA,NA
986,"74","D","WAS",NA,"Krieger","passes.b.c","D3R","D3R",NA,"F","WNYF",NA,"Leon","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
987,"74","D","WAS",NA,"Oyster","passes.f.c","D3R","D3R",NA,"F","WNYF",9,"L. Williams","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
988,"74","D","WAS",NA,"Krieger","passes.f","D3R",NA,"lau","F","WNYF",NA,"Leon","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
989,"74","M","WNYF",NA,"Mewis","recoveries","A3C",NA,NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
990,"74","M","WNYF",NA,"Mewis","passes.f.c","A3C","AM3C",NA,"M","WAS",NA,"Nairn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
990,"75",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Zadorsky","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
991,"75","D","WNYF",NA,"Dahlkemper","lost.touch","AM3C",NA,NA,"F","WAS",NA,"Stengel","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
992,"75","M","WAS",NA,"Matheson","recoveries","DM3C",NA,NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
993,"75","M","WAS",NA,"Matheson","passes.f.c","DM3C","DM3C",NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
994,"75","M","WAS",NA,"Nairn","passes.f.c","DM3C","AM3L",NA,"F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
995,"75","F","WAS",NA,"Dunn","movement","AM3L","AM3C",NA,"D","WNYF",NA,"Dahlkemper","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
996,"75","F","WAS",NA,"Dunn","movement","AM3C","A3C",NA,"D","WNYF",NA,"Erceg","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
997,"75","F","WAS",NA,"Dunn","movement","A3C","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,"75","F","WAS",NA,"Dunn","shots.stopped.by.def","A3R",NA,NA,"D","WNYF",NA,"Eddy","blocks","D18",NA,NA,NA,NA,NA,NA,NA
998,"75",NA,NA,NA,NA,NA,NA,NA,NA,"GK","WNYF",NA,"D'Angelo","gk.s.o.g.def.stop","D6",NA,NA,NA,NA,NA,NA,NA
998,"75",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Eddy","clearances","DR",NA,NA,NA,NA,NA,NA,NA
999,"75","M","WAS",NA,"Matheson","recoveries","A3L",NA,NA,"F","WNYF",NA,"Smith","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1000,"75","M","WAS",NA,"Matheson","passes.f.c","A3L","A3L","headed","F","WNYF",NA,"Smith","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1001,"75","F","WAS",NA,"Stengel","take.on.won","A3L",NA,NA,"F","WNYF",NA,"Smith","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA,NA
1002,"75","F","WAS",NA,"Stengel","passes.f.c","A3L","AMC",NA,"F","WNYF",NA,"Smith","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1002,"75",NA,NA,NA,NA,NA,NA,NA,NA,"D","WNYF",NA,"Erceg","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
1003,"75","D","WAS",NA,"Krieger","recoveries","AMC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,"75","D","WAS",NA,"Krieger","passes.s.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1005,"75","M","WAS",NA,"Matheson","passes.b.c","AM3L","AM3L",NA,"F","WNYF",NA,"Smith","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1006,"75","D","WAS",NA,"Kleiner","passes.f.c","AM3L","A3L","lay.off","F","WNYF",NA,"Smith","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1007,"75","M","WAS",NA,"Matheson","passes.b.c","A3L","A3L",NA,"M","WNYF",NA,"Mewis","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1008,"75","F","WAS",NA,"Stengel","passes.b.c","A3L","AM3C",NA,"M","WNYF",NA,"Kennedy","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
1009,"76","M","WAS",NA,"Huster","passes.b.c","AM3C","DM3C",NA,"F","WNYF",NA,"Doniak","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1010,"76","D","WAS",NA,"Oyster","passes.f.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011,"76","D","WAS",NA,"Krieger","passes.b.c","AM3R","DM3R",NA,"F","WNYF",NA,"Leon","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
1012,"76","D","WAS",NA,"Oyster","passes.b.c","DM3R","DM3C",NA,"F","WNYF",NA,"Leon","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1013,"76","D","WAS",NA,"Zadorsky","passes.f.c","DM3C","DM3C",NA,"F","WNYF",NA,"Leon","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1014,"76","M","WAS",NA,"Matheson","passes.b.c","DM3C","DM3C","lay.off","F","WNYF",NA,"Doniak","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1015,"76","D","WAS",NA,"Oyster","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,"76","M","WAS",NA,"Nairn","passes.b.c","DM3C","DM3C",NA,"M","WNYF",NA,"Kennedy","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
1017,"76","D","WAS",NA,"Oyster","passes.f.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,"76","D","WAS",NA,"Krieger","passes.b.c","DM3R","D3C",NA,"F","WNYF",9,"L. Williams","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
1019,"76","GK","WAS",NA,"Labbe","passes.f","D3C",NA,"lau","F","WNYF",NA,"Leon","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
1020,"76","F","WAS",20,"C. Williams","aerial.lost","AM3R",NA,NA,"D","WNYF",NA,"Erceg","aerial.won","DM3L",NA,NA,NA,NA,NA,NA,NA
1021,"76","M","WNYF",NA,"Kennedy","recoveries","DML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"76","M","WNYF",NA,"Kennedy","passes.f","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,"76","M","WAS",NA,"Nairn","dispossessed","DM3R",NA,NA,"F","WNYF",9,"L. Williams","dispossessed","AM3L",NA,NA,NA,NA,NA,NA,NA
1024,"76","F","WNYF",9,"L. Williams","recoveries","AM3L",NA,NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1025,"76","F","WNYF",9,"L. Williams","movement","AM3L","AM3C",NA,"M","WAS",NA,"Huster","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
1026,"76","F","WNYF",9,"L. Williams","passes.f.c","AM3C","A3C",NA,"M","WAS",NA,"Huster","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
1027,"76","F","WNYF",NA,"Leon","passes.f","A3C",NA,NA,"D","WAS",NA,"Zadorsky","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
1027,"76",NA,NA,NA,NA,NA,NA,NA,NA,"D","WAS",NA,"Kleiner","clearances","D3C",NA,NA,NA,NA,NA,NA,NA
