"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","poss.number","def.number"
44,"3","M","FCKC","Tymrak","passes.f.c",NA,NA,NA,"M","SRFC","Yanez","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"3","M","FCKC","Laddish","passes.b.c",NA,NA,NA,"M","SRFC","Winters","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"3",NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Yanez","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"3","D","FCKC","Sauerbrunn","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"3","D","FCKC","Sauerbrunn","passes.b.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"3","M","FCKC","Buczkowski","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"3","GK","FCKC","Barnhart","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"3","D","FCKC","Averbuch","passes.f",NA,NA,"launch","F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"3",NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Pickett","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"3","M","FCKC","O'Reilly","aerial.lost",NA,NA,NA,"D","SRFC","Pickett","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"3","M","FCKC","Laddish","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"3","M","FCKC","Laddish","movement",NA,NA,NA,"D","SRFC","Pickett","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"3","M","FCKC","Laddish","lost.touch",NA,NA,NA,"D","SRFC","Pickett","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
55,"4","GK","SRFC","Solo","passes.f.c",NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"4","D","SRFC","Corsie","passes.f",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"4",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"4","D","FCKC","Sauerbrunn","passes.f.c",NA,NA,NA,"F","SRFC","Melis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"4","M","FCKC","Scott","passes.b.c",NA,NA,NA,"M","SRFC","Yanez","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"4","D","FCKC","Taylor","passes.s.c",NA,NA,NA,"F","SRFC","Reed","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"4","M","FCKC","Scott","passes.b.c",NA,NA,NA,"M","SRFC","Yanez","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"4","D","FCKC","Sauerbrunn","passes.s.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"4","D","FCKC","Averbuch","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"4","D","FCKC","Taylor","passes.b.c",NA,NA,NA,"F","SRFC","Reed","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"4","D","FCKC","Averbuch","passes.b.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"4","GK","FCKC","Barnhart","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"4","D","FCKC","Averbuch","passes.f.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"4","D","FCKC","Taylor","passes.f",NA,NA,"flick.on","F","SRFC","Reed","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
68,"4","D","FCKC","Taylor","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"5","M","FCKC","O'Reilly","passes.f.c",NA,NA,"flick.on","D","SRFC","Pickett","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"5",NA,NA,NA,NA,NA,NA,"headed","D","SRFC","Barnes","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"5","M","FCKC","O'Reilly","aerial.won",NA,NA,NA,"D","SRFC","Pickett","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"5","D","SRFC","Barnes","passes.b.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"5","GK","SRFC","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"5","D","SRFC","Corsie","take.on.won",NA,NA,NA,"M","FCKC","Tymrak","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"5","D","SRFC","Corsie","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"5","D","SRFC","Corsie","passes.f.c",NA,NA,NA,"D","FCKC","Frisbie","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"5","F","SRFC","Mathias","passes.f.c",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"5","M","SRFC","Yanez","take.on.lost",NA,NA,NA,"M","FCKC","Buczkowski","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"5","M","FCKC","Scott","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"5","M","FCKC","Scott","passes.s.c",NA,NA,NA,"M","SRFC","Yanez","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"5","M","FCKC","Laddish","passes.s",NA,NA,NA,"M","SRFC","Yanez","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"5","F","SRFC","Melis","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"5","F","SRFC","Melis","lost.touch",NA,NA,NA,"D","FCKC","Sauerbrunn","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
83,"5","F","SRFC","Reed","passes.b.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"5","M","SRFC","Little","movement",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"5","M","SRFC","Little","movement",NA,NA,NA,"M","FCKC","Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"5","D","SRFC","Fletcher","passes.f.c",NA,NA,NA,"M","FCKC","Tymrak","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"5","F","SRFC","Melis","passes.f",NA,NA,NA,"D","FCKC","Frisbie","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"5","F","SRFC","Melis","passes.f",NA,NA,NA,"M","FCKC","Tymrak","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"5","D","SRFC","Fletcher","aerial.lost",NA,NA,NA,"M","FCKC","Tymrak","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"5","M","SRFC","Winters","aerial.lost",NA,NA,NA,"M","FCKC","Laddish","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"5","D","SRFC","Corsie","passes.f",NA,NA,NA,"F","FCKC","Kastor","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"5",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"6","D","FCKC","Sauerbrunn","passes.s.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"6","D","FCKC","Frisbie","passes.f.c",NA,NA,NA,"F","SRFC","Melis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"6","F","FCKC","Kastor","passes.f",NA,NA,"launch","D","SRFC","Pickett","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"6",NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"6","D","SRFC","Pickett","passes.f.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"6","D","SRFC","Barnes","passes.f.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"6","M","SRFC","Little","passes.b.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"6","D","SRFC","Pickett","passes.f.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"6","F","SRFC","Reed","passes.b.c",NA,NA,NA,"D","FCKC","Taylor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"6","D","SRFC","Pickett","passes.s.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"6","M","SRFC","Little","movement",NA,NA,NA,"M","FCKC","Laddish","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"6","M","SRFC","Little","passes.b.c",NA,NA,NA,"M","FCKC","Laddish","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"6","GK","SRFC","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"6","D","SRFC","Corsie","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"6","D","SRFC","Corsie","passes.f",NA,NA,"launch","D","FCKC","Sauerbrunn","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"6","F","SRFC","Melis","aerial.lost",NA,NA,NA,"D","FCKC","Frisbie","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"6","M","SRFC","Yanez","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"6","M","SRFC","Yanez","passes.s",NA,NA,NA,"M","FCKC","Tymrak","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"6","M","FCKC","Tymrak","take.on.lost",NA,NA,NA,"D","SRFC","Fletcher","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"6","D","SRFC","Fletcher","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"6","D","SRFC","Fletcher","passes.b.c",NA,NA,NA,"M","FCKC","Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"6","M","SRFC","Winters","passes.b.c",NA,NA,NA,"M","FCKC","Buczkowski","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"6","D","SRFC","Barnes","movement",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"6","D","SRFC","Barnes","passes.b.c",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"7","GK","SRFC","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"7","D","SRFC","Corsie","passes.b.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"7","GK","SRFC","Solo","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"7","D","SRFC","Barnes","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"7","D","SRFC","Barnes","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"7","M","SRFC","Yanez","passes.f.c",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"7","D","SRFC","Pickett","passes.s.c",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"7","M","SRFC","Yanez","passes.f.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"7","F","SRFC","Reed","passes.b.c",NA,NA,NA,"D","FCKC","Taylor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"7","D","SRFC","Pickett","passes.s.c",NA,NA,NA,"M","FCKC","O'Reilly","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"7","M","SRFC","Winters","passes.s.c",NA,NA,NA,"M","FCKC","Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"7","M","SRFC","Yanez","lost.touch",NA,NA,NA,"M","FCKC","O'Reilly","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"7",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Averbuch","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"7","GK","SRFC","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"7","D","SRFC","Barnes","passes.b.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"7","D","SRFC","Corsie","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"7","M","SRFC","Little","passes.b.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"7","D","SRFC","Corsie","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"7","F","SRFC","Melis","passes.f.c",NA,NA,"flick.on","D","FCKC","Sauerbrunn","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"7","F","SRFC","Mathias","passes.f",NA,NA,"flick.on","D","FCKC","Averbuch","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"7",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Frisbie","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"8","D","FCKC","Frisbie","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"8","D","FCKC","Frisbie","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"8","D","FCKC","Frisbie","passes.f",NA,NA,NA,"GK","SRFC","Solo","gk.loose.balls.won","collected",NA,NA,NA,NA,NA,NA,NA,NA
137,"8","GK","SRFC","Solo","passes.f.c",NA,NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"8","D","SRFC","Barnes","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"8","M","SRFC","Yanez","take.on.won",NA,NA,NA,"M","FCKC","Scott","dribbled.out.run",NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA
139,"8",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"8","M","SRFC","Little","passes.b.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"8","D","SRFC","Corsie","passes.f.c",NA,NA,NA,"F","FCKC","Kastor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"8","F","SRFC","Melis","passes.s.c",NA,NA,NA,"D","FCKC","Frisbie","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"8","D","SRFC","Fletcher","passes.f.c",NA,NA,NA,"D","FCKC","Frisbie","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"8",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"8","M","SRFC","Little","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"8","M","SRFC","Little","take.on.lost",NA,NA,NA,"M","FCKC","Buczkowski","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"8","M","FCKC","Buczkowski","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"8","M","FCKC","Buczkowski","passes.s",NA,NA,NA,"M","SRFC","Little","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"8",NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"8","M","SRFC","Winters","passes.f.c",NA,NA,NA,"M","FCKC","Buczkowski","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"8",NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Frisbie","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
149,"9","D","SRFC","Barnes","passes.s",NA,NA,"corner.kick","D","FCKC","Averbuch","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"9","D","SRFC","Corsie","passes.s",NA,NA,"corner.crosses","D","FCKC","Averbuch","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"9","D","SRFC","Corsie","passes.b.c",NA,NA,NA,"D","FCKC","Taylor","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"9","D","SRFC","Pickett","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"9","F","SRFC","Reed","passes.f.c",NA,NA,NA,"M","FCKC","Laddish","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"9","F","SRFC","Melis","lost.touch",NA,NA,NA,"D","FCKC","Frisbie","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
155,"10","F","SRFC","Reed","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"10","M","SRFC","Yanez","passes.s",NA,NA,NA,"M","FCKC","Buczkowski","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"10","D","SRFC","Corsie","aerial.won",NA,NA,NA,"F","FCKC","Kastor","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"10","M","FCKC","Laddish","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"10","M","FCKC","Laddish","passes.b.c",NA,NA,NA,"M","SRFC","Winters","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"10","D","FCKC","Averbuch","passes.f.c",NA,NA,NA,"F","SRFC","Mathias","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"10","D","FCKC","Taylor","passes.f.c",NA,NA,NA,"F","SRFC","Reed","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"10","M","FCKC","O'Reilly","passes.b.c",NA,NA,NA,"D","SRFC","Pickett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"10","M","FCKC","Scott","take.on.won",NA,NA,NA,"M","SRFC","Yanez","dribbled.out.run",NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA
