"Player","Team","GP","MP","GS","Goals","Shots","Shots.per.90","Shot.Accuracy","Shot.GK.Stop","Shot.Def.Stop","Shot.Miss","xG","Shot.Pressed","Pct.Shots.Pressed","A6.Shots","A18.Shots","A3L.Shots","A3C.Shots","A3R.Shots","Far.Shots","Assists","Key.Passes","Key.Assists","Second.Assists","Assists.per.90","Key.Passes.per.90","Big.Chances","Big.Chances.per.90","BC.Scored","BC.Conversion.Pct","BC.SOG","BC.Shot.Miss","BC.Dispossess","BC.Created","BC.Lost","Pass.Comp","Pass.Att","Pass.Att.per.90","Pass.Comp.Pct","opPass.Comp","opPass.Att","opPass.Att.per.90","opPass.Comp.Pct","opPPass.Comp","opPPass.Att","opPPass.Att.per.90","opPPass.Comp.Pct","Pct.opPass.Pressed","rFreq.Pass.Fwd","rFreq.Pass.Side","rFreq.Pass.Back","fwPass.Comp","fwPass.Att","fwPass.Att.per.90","fwPass.Comp.Pct","sPass.Comp","sPass.Att","sPass.Att.per.90","sPass.Comp.Pct","bPass.Comp","bPass.Att","bPass.Att.per.90","bPass.Comp.Pct","rFreq.A3.Passes","rFreq.M3.Passes","rFreq.D3.Passes","A3Pass.Comp","A3Pass.Att","A3Pass.Att.per.90","A3Pass.Comp.Pct","M3Pass.Comp","M3Pass.Att","M3Pass.Att.per.90","M3Pass.Comp.Pct","D3Pass.Comp","D3Pass.Att","D3Pass.Att.per.90","D3Pass.Comp.Pct","rFreq.A3.opPasses","rFreq.M3.opPasses","rFreq.D3.opPasses","A3opPass.Comp","A3opPass.Att","A3opPass.Att.per.90","A3opPass.Comp.Pct","M3opPass.Comp","M3opPass.Att","M3opPass.Att.per.90","M3opPass.Comp.Pct","D3opPass.Comp","D3opPass.Att","D3opPass.Att.per.90","D3opPass.Comp.Pct","Pass.Comp.D3toD3","Pass.Comp.D3toM3","Pass.Comp.D3toA3","Pass.Comp.M3toD3","Pass.Comp.M3toM3","Pass.Comp.M3toA3","Pass.Comp.A3toD3","Pass.Comp.A3toM3","Pass.Comp.A3toA3","rFreq.opPass.Fwd","rFreq.opPass.Side","rFreq.opPass.Back","fwopPass.Comp","fwopPass.Att","fwopPass.Att.per.90","fwopPass.Comp.Pct","sopPass.Comp","sopPass.Att","sopPass.Att.per.90","sopPass.Comp.Pct","bopPass.Comp","bopPass.Att","bopPass.Att.per.90","bopPass.Comp.Pct","Pct.Passes.Pressed","PPass.Comp","PPass.Att","PPass.Att.per.90","PPass.Comp.Pct","rFreq.PPass.Fwd","rFreq.PPass.Side","rFreq.PPass.Back","fwPPass.Comp","fwPPass.Att","fwPPass.Att.per.90","fwPPass.Comp.Pct","sPPass.Comp","sPPass.Att","sPPass.Att.per.90","sPPass.Comp.Pct","bPPass.Comp","bPPass.Att","bPPass.Att.per.90","bPPass.Comp.Pct","Cross.Comp","Cross.Att","Cross.Att.per.90","Cross.Att.per.opPass","Cross.Comp.Pct","Corner.Crosses","Deep.Crosses","Launch.Comp","Launch.Att","Launch.Att.per.90","Launch.Att.per.Pass","Launch.Comp.Pct","Through.Comp","Through.Att","Through.Att.per.90","Through.Att.per.Pass","Through.Att.per.opPass","Through.Comp.Pct","Throw.In.Comp","Throw.In.Att","Throw.In.Att.per.90","Throw.In.Att.per.Pass","Throw.In.Comp.Pct","Corner.Kicks.Completed","Corner.Kicks.Taken","CK.Comp.Pct","CK.Assist","CK.Key.Pass","FK.Pass.Comp","FK.Pass.Att","FK.Pass.Comp.Pct","FK.Assist","FK.Key.Pass","FK.Shot","FK.Scored","Free.Kicks.Taken","Take.Ons","Take.Ons.per.90","TO.Won","TO.Lost","TO.Win.Pct","Dispossessed","Lost.Touches","All.Possessions.Disrupted","Poss.Disrupted.per.90","Aerial.Duels","Aerial.Duels.per.90","AD.Won","AD.Lost","AD.Win.Pct","Tackles","Dispossesses","All.Opp.Poss.Disrupted","Opp.Poss.Disrupted.per.90","Dribbled","Dribbled.per.90","Press.Opp","Challenge.Opp","Recoveries","Recoveries.per.90","Def.Recoveries","Poss.Recoveries","Interceptions","Int.per.90","Int.per.OP.Pass","Blocks","Blocks.per.90","Clearances","Clearances.per.90","Ball.Shields","Offsides","Fouls.Won","Fouls.Conceded","Yellow.Cards","Red.Cards","Penalties.Won","Penalties.Conceded","E.to.Goals","OG","E.to.Big.Chances","BC.Stopped","Saves","Goals.Allowed","GK.SOG.Faced","GperSOG","BC.SOG.Faced","BC.Saves","BC.Goals.Allowed","GperBCSOG","High.Balls.Faced","HB.Won","HB.Lost","HB.Win.Pct","HB.Caught","HB.Punched","HB.Parried","HB.Collected","HB.Fouls.Won","Crosses.Faced","Crosses.Won","Crosses.Lost","Corner.Kicks.Faced","CKs.Won","CKs.Lost","Free.Kicks.Faced","FKs.Won","FKs.Lost","Smothers.Won","Smothers.Lost","GK.Overall.Pass.Comp","GK.Overall.Pass.Att","GK.Overall.Pass.Comp.Pct","GK.Throw.Comp","GK.Throw.Att","GK.Throw.Comp.Pct","GK.Drop.Kick.Comp","GK.Drop.Kick.Att","GK.Drop.Kick.Comp.Pct","GKFK.Comp","GKFK.Att","GKFK.Comp.Pct"
"Andressa","HOU",2,160,2,0,3,1.6875,0,0,0,3,0,2,0.666666666666667,0,0,1,2,0,0,1,0,0,0,0.5625,0,0,0,0,NA,0,0,0,0,0,89,112,63,0.794642857142857,84,96,54,0.875,48,55,30.9375,0.872727272727273,0.572916666666667,0.508928571428571,0.3125,0.178571428571429,45,57,32.0625,0.789473684210526,24,35,19.6875,0.685714285714286,20,20,11.25,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.572916666666667,0.239583333333333,0.1875,44,55,30.9375,0.8,22,23,12.9375,0.956521739130435,18,18,10.125,1,0.491071428571429,48,55,30.9375,0.872727272727273,0.581818181818182,0.181818181818182,0.236363636363636,25,32,18,0.78125,10,10,5.625,1,13,13,7.3125,1,2,3,1.6875,0.03125,0.666666666666667,1,2,5,9,5.0625,0.0803571428571429,0.555555555555556,4,7,3.9375,0.0625,0.0729166666666667,0.571428571428571,0,0,0,0,NA,3,13,0.230769230769231,0,0,2,3,0.666666666666667,0,0,0,0,3,2,1.125,2,0,1,0,2,2,1.125,7,3.9375,1,6,0.142857142857143,3,2,5,2.8125,2,1.125,37,8,12,6.75,7,5,5,2.8125,0,2,1.125,1,0.5625,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Barnes","SRFC",1,91,1,1,1,0.989010989010989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,58,68,67.2527472527473,0.852941176470588,54,63,62.3076923076923,0.857142857142857,7,12,11.8681318681319,0.583333333333333,0.19047619047619,0.514705882352941,0.323529411764706,0.161764705882353,26,35,34.6153846153846,0.742857142857143,21,22,21.7582417582418,0.954545454545455,11,11,10.8791208791209,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.53968253968254,0.301587301587302,0.158730158730159,25,34,33.6263736263736,0.735294117647059,19,19,18.7912087912088,1,10,10,9.89010989010989,1,0.176470588235294,7,12,11.8681318681319,0.583333333333333,0.75,0.0833333333333333,0.166666666666667,4,9,8.9010989010989,0.444444444444444,1,1,0.989010989010989,1,2,2,1.97802197802198,1,0,0,0,0,NA,0,0,2,10,9.89010989010989,0.147058823529412,0.2,0,0,0,0,0,NA,0,0,0,0,NA,1,2,0.5,0,0,3,3,1,0,0,1,1,4,0,0,0,0,NA,0,0,0,0,2,1.97802197802198,1,1,0.5,6,0,6,5.93406593406593,2,1.97802197802198,3,4,3,2.96703296703297,3,0,2,1.97802197802198,0,4,3.95604395604396,2,1.97802197802198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Beckie","HOU",2,104,1,1,5,4.32692307692308,0.6,2,0,2,0,0,0,0,2,1,0,1,0,1,1,1,0,0.865384615384615,0.865384615384615,2,1.73076923076923,1,0.5,1,0,0,0,0,33,44,38.0769230769231,0.75,31,42,36.3461538461538,0.738095238095238,13,17,14.7115384615385,0.764705882352941,0.404761904761905,0.340909090909091,0.363636363636364,0.295454545454545,10,15,12.9807692307692,0.666666666666667,10,16,13.8461538461538,0.625,13,13,11.25,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333333333333333,0.380952380952381,0.285714285714286,9,14,12.1153846153846,0.642857142857143,10,16,13.8461538461538,0.625,12,12,10.3846153846154,1,0.386363636363636,13,17,14.7115384615385,0.764705882352941,0.235294117647059,0.529411764705882,0.235294117647059,3,4,3.46153846153846,0.75,6,9,7.78846153846154,0.666666666666667,4,4,3.46153846153846,1,1,6,5.19230769230769,0.142857142857143,0.166666666666667,6,0,1,2,1.73076923076923,0.0454545454545455,0.5,1,3,2.59615384615385,0.0681818181818182,0.0714285714285714,0.333333333333333,2,2,1.73076923076923,0.0454545454545455,1,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,1.73076923076923,1,1,0.5,3,2,6,5.19230769230769,1,0.865384615384615,0,1,0,1,1,2,1.73076923076923,0,0,23,2,5,4.32692307692308,4,1,3,2.59615384615385,0,1,0.865384615384615,1,0.865384615384615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Beckmann","BOS",1,26,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,3.46153846153846,0,0,0,0,NA,0,0,0,0,0,6,7,24.2307692307692,0.857142857142857,5,6,20.7692307692308,0.833333333333333,5,5,17.3076923076923,1,0.833333333333333,0.428571428571429,0.428571428571429,0.142857142857143,3,3,10.3846153846154,1,2,3,10.3846153846154,0.666666666666667,1,1,3.46153846153846,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333333333333333,0.5,0.166666666666667,2,2,6.92307692307692,1,2,3,10.3846153846154,0.666666666666667,1,1,3.46153846153846,1,0.714285714285714,5,5,17.3076923076923,1,0.4,0.4,0.2,2,2,6.92307692307692,1,2,2,6.92307692307692,1,1,1,3.46153846153846,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,1,1,1,1,0,0,0,1,1,3.46153846153846,1,0,1,1,0,1,3.46153846153846,3,10.3846153846154,2,1,0.666666666666667,0,0,0,0,2,6.92307692307692,8,1,2,6.92307692307692,1,1,0,0,0,1,3.46153846153846,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Belanger","ORL",1,73,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,22,28,34.5205479452055,0.785714285714286,21,27,33.2876712328767,0.777777777777778,14,15,18.4931506849315,0.933333333333333,0.555555555555556,0.214285714285714,0.5,0.285714285714286,2,6,7.3972602739726,0.333333333333333,14,14,17.2602739726027,1,6,8,9.86301369863014,0.75,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.222222222222222,0.518518518518518,0.259259259259259,2,6,7.3972602739726,0.333333333333333,14,14,17.2602739726027,1,5,7,8.63013698630137,0.714285714285714,0.535714285714286,14,15,18.4931506849315,0.933333333333333,0.133333333333333,0.6,0.266666666666667,2,2,2.46575342465753,1,9,9,11.0958904109589,1,3,4,4.93150684931507,0.75,3,4,4.93150684931507,0.148148148148148,0.75,3,1,0,0,0,0,NA,0,1,1.23287671232877,0.0357142857142857,0.037037037037037,0,0,0,0,0,NA,0,0,NA,0,0,1,1,1,0,0,0,0,1,4,4.93150684931507,1,3,0.25,1,2,6,7.3972602739726,0,0,0,0,NA,2,0,2,2.46575342465753,2,2.46575342465753,26,3,9,11.0958904109589,5,4,2,2.46575342465753,0,1,1.23287671232877,1,1.23287671232877,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Betos","PTFC",1,95,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,19,27,25.5789473684211,0.703703703703704,14,17,16.1052631578947,0.823529411764706,1,1,0.947368421052632,1,0.0588235294117647,1,0,0,19,27,25.5789473684211,0.703703703703704,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,12,13,12.3157894736842,0.923076923076923,0,0,0,NA,0,0,0,NA,0.037037037037037,1,1,0.947368421052632,1,1,0,0,1,1,0.947368421052632,1,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,8,15,14.2105263157895,0.555555555555556,0.533333333333333,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,2,2,1,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0.947368421052632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,1,1,0,0,3,3,0,1,3,1,1,3,0,4,3,1,2,2,0,2,0,2,1,0,19,27,0.703703703703704,2,2,1,1,6,0.166666666666667,4,6,0.666666666666667
"Boureille","PTFC",1,21,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,2,8.57142857142857,0.5,1,2,8.57142857142857,0.5,0,0,0,NA,0,1,0,0,1,2,8.57142857142857,0.5,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8.57142857142857,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,1,4.28571428571429,0.5,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,8.57142857142857,1,1,0.5,0,0,1,4.28571428571429,0,0,0,0,NA,0,2,2,8.57142857142857,0,0,3,0,0,0,0,0,1,4.28571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Brian","HOU",2,163,2,0,2,1.10429447852761,0.5,1,0,1,0,1,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,105,118,65.1533742331288,0.889830508474576,102,115,63.4969325153374,0.88695652173913,48,54,29.8159509202454,0.888888888888889,0.469565217391304,0.449152542372881,0.330508474576271,0.220338983050847,45,53,29.2638036809816,0.849056603773585,36,39,21.5337423312883,0.923076923076923,24,26,14.3558282208589,0.923076923076923,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.460869565217391,0.321739130434783,0.217391304347826,45,53,29.2638036809816,0.849056603773585,34,37,20.4294478527607,0.918918918918919,23,25,13.8036809815951,0.92,0.457627118644068,48,54,29.8159509202454,0.888888888888889,0.407407407407407,0.314814814814815,0.277777777777778,19,22,12.1472392638037,0.863636363636364,15,17,9.38650306748466,0.882352941176471,14,15,8.28220858895705,0.933333333333333,0,1,0.552147239263804,0.00869565217391304,0,1,0,0,0,0,0,NA,1,1,0.552147239263804,0.00847457627118644,0.00869565217391304,1,0,0,0,0,NA,0,0,NA,0,0,3,3,1,0,0,0,0,3,3,1.65644171779141,1,2,0.333333333333333,3,0,5,2.76073619631902,6,3.31288343558282,1,5,0.166666666666667,2,1,3,1.65644171779141,1,0.552147239263804,41,5,20,11.0429447852761,11,9,8,4.41717791411043,0,3,1.65644171779141,1,0.552147239263804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Brooks","HOU",2,38,0,0,1,2.36842105263158,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,26,29,68.6842105263158,0.896551724137931,26,29,68.6842105263158,0.896551724137931,7,7,16.5789473684211,1,0.241379310344828,0.620689655172414,0.103448275862069,0.275862068965517,15,18,42.6315789473684,0.833333333333333,3,3,7.10526315789474,1,8,8,18.9473684210526,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.620689655172414,0.103448275862069,0.275862068965517,15,18,42.6315789473684,0.833333333333333,3,3,7.10526315789474,1,8,8,18.9473684210526,1,0.241379310344828,7,7,16.5789473684211,1,0.571428571428571,0.142857142857143,0.285714285714286,4,4,9.47368421052632,1,1,1,2.36842105263158,1,2,2,4.73684210526316,1,0,0,0,0,NA,0,0,1,2,4.73684210526316,0.0689655172413793,0.5,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,2.36842105263158,0,1,0,0,0,0,0,2,4.73684210526316,9,2,8,18.9473684210526,4,4,2,4.73684210526316,0,1,2.36842105263158,3,7.10526315789474,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
"Brush","HOU",2,180,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,75,80,40,0.9375,73,78,39,0.935897435897436,14,19,9.5,0.736842105263158,0.243589743589744,0.625,0.225,0.15,46,50,25,0.92,17,18,9,0.944444444444444,12,12,6,1,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.628205128205128,0.230769230769231,0.141025641025641,45,49,24.5,0.918367346938776,17,18,9,0.944444444444444,11,11,5.5,1,0.2375,14,19,9.5,0.736842105263158,0.684210526315789,0.157894736842105,0.157894736842105,9,13,6.5,0.692307692307692,2,3,1.5,0.666666666666667,3,3,1.5,1,0,0,0,0,NA,0,0,1,4,2,0.05,0.25,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,2,2,1,0,0,0,0,2,0,0,0,0,NA,0,1,1,0.5,8,4,3,5,0.375,4,2,6,3,1,0.5,9,5,11,5.5,9,2,0,0,0,5,2.5,16,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA
