"Player","Team","Number","GP","MP","GS","Goals","Shots Stopped by GK","Shots Stopped by Def","Shots Missed","Shots Blocked","All Shots","Shot Accuracy","Shots Pressed","Shots Not Pressed","Pct Shots Pressed","BC Scored","BC SOG","BC Shot Miss","BC Dispossess","BC Created","BC Lost","Big Chances","BC Conversion Pct","Assists","Key Passes","Key Assists","Second Assists","Open Play Assists","Open Play Key Passes","Open Play Key Assists","Open Play Second Assists","Pass Comp","Pass Att","Pass Comp Pct","opPass Comp","opPass Att","opPass Comp Pct","PPass Comp","PPass Att","PPass Comp Pct","Pct opPass Pressed","Cross Comp","Cross Att","Cross Comp Pct","Launch Comp","Launch Att","Launch Comp Pct","Through Comp","Through Att","Through Comp Pct","Throw In Comp","Throw In Att","Throw In Comp Pct","opCross Comp","opCross Att","opCross Comp Pct","opLaunch Comp","opLaunch Att","opLaunch Comp Pct","opThrough Comp","opThrough Att","opThrough Comp Pct","fwPass Comp","fwPass Att","fwPass Comp Pct","sPass Comp","sPass Att","sPass Comp Pct","bPass Comp","bPass Att","bPass Comp Pct","fwopPass Comp","fwopPass Att","fwopPass Comp Pct","sopPass Comp","sopPass Att","sopPass Comp Pct","bopPass Comp","bopPass Att","bopPass Comp Pct","fwPPass Comp","fwPPass Att","fwPPass Comp Pct","sPPass Comp","sPPass Att","sPPass Comp Pct","bPPass Comp","bPPass Att","bPPass Comp Pct","rFreq Pass Fwd","rFreq Pass Side","rFreq Pass Back","rFreq opPass Fwd","rFreq opPass Side","rFreq opPass Back","rFreq PPass Fwd","rFreq PPass Side","rFreq PPass Back","Corner Kicks Completed","Corner Kicks Taken","CK Comp Pct","CK Assist","CK Key Pass","FK Pass Comp","FK Pass Att","FK Pass Comp Pct","FK Assist","FK Key Pass","FK Shot","FK Scored","Free Kicks Taken","TO Won","TO Lost","Take Ons","TO Win Pct","Dispossessed by Opp","Lost Touches","All Possessions Disrupted","Recoveries","Def Recoveries","Poss Recoveries","Aerial Duels","AD Won","AD Lost","AD Win Pct","Fouls Won","Fouls Conceded","Yellow Cards","Red Cards","Penalties Won","Penalties Conceded","Dispossessed Opp","Pressured Opp","Challenged Opp","Interceptions","Blocks","Clearances","Ball Shields","Tackles","Dribbled","All Opp Poss Disrupted","Saves","Goals Allowed","GK SOG Faced","GperSOG","BC Saves","BC Goals Allowed","BC SOG Faced","GperBCSOG","HB Won","HB Lost","High Balls Faced","HB Win Pct","HB Caught","HB Punched","HB Parried","HB Collected","Crosses GK Won","Crosses GK Lost","Crosses GK Faced","CKs GK Won","CKs GK Lost","CKs GK Faced","FKs GK Won","FKs GK Lost","FKs GK Faced","HB Fouls Won","Smothers Won","Smothers Lost","GK Overall Pass Comp","GK Overall Pass Att","GK Overall Pass Comp Pct","GK Throw Comp","GK Throw Att","GK Throw Comp Pct","GK Drop Kick Comp","GK Drop Kick Att","GK Drop Kick Comp Pct","GKFK Comp","GKFK Att","GKFK Comp Pct","Goals per 90","Shots Stopped by GK per 90","Shots Stopped by Def per 90","Shots Missed per 90","Shots Blocked per 90","All Shots per 90","Shots Pressed per 90","Shots Not Pressed per 90","BC Scored per 90","BC SOG per 90","BC Shot Miss per 90","BC Dispossess per 90","BC Created per 90","BC Lost per 90","Big Chances per 90","Assists per 90","Key Passes per 90","Key Assists per 90","Second Assists per 90","Open Play Assists per 90","Open Play Key Passes per 90","Open Play Key Assists per 90","Open Play Second Assists per 90","Pass Comp per 90","Pass Att per 90","opPass Comp per 90","opPass Att per 90","PPass Comp per 90","PPass Att per 90","Cross Comp per 90","Cross Att per 90","Launch Comp per 90","Launch Att per 90","Through Comp per 90","Through Att per 90","Throw In Comp per 90","Throw In Att per 90","opCross Comp per 90","opCross Att per 90","opLaunch Comp per 90","opLaunch Att per 90","opThrough Comp per 90","opThrough Att per 90","fwPass Comp per 90","fwPass Att per 90","sPass Comp per 90","sPass Att per 90","bPass Comp per 90","bPass Att per 90","fwopPass Comp per 90","fwopPass Att per 90","sopPass Comp per 90","sopPass Att per 90","bopPass Comp per 90","bopPass Att per 90","fwPPass Comp per 90","fwPPass Att per 90","sPPass Comp per 90","sPPass Att per 90","bPPass Comp per 90","bPPass Att per 90","Corner Kicks Completed per 90","Corner Kicks Taken per 90","CK Assist per 90","CK Key Pass per 90","FK Pass Comp per 90","FK Pass Att per 90","FK Assist per 90","FK Key Pass per 90","FK Shot per 90","FK Scored per 90","Free Kicks Taken per 90","TO Won per 90","TO Lost per 90","Take Ons per 90","Dispossessed by Opp per 90","Lost Touches per 90","All Possessions Disrupted per 90","Recoveries per 90","Def Recoveries per 90","Poss Recoveries per 90","Aerial Duels per 90","AD Won per 90","AD Lost per 90","Fouls Won per 90","Fouls Conceded per 90","Yellow Cards per 90","Red Cards per 90","Penalties Won per 90","Penalties Conceded per 90","Dispossessed Opp per 90","Pressured Opp per 90","Challenged Opp per 90","Interceptions per 90","Blocks per 90","Clearances per 90","Ball Shields per 90","Tackles per 90","Dribbled per 90","All Opp Poss Disrupted per 90","Saves per 90","Goals Allowed per 90","GK SOG Faced per 90","BC Saves per 90","BC Goals Allowed per 90","BC SOG Faced per 90","HB Won per 90","HB Lost per 90","High Balls Faced per 90","HB Caught per 90","HB Punched per 90","HB Parried per 90","HB Collected per 90","Crosses GK Won per 90","Crosses GK Lost per 90","Crosses GK Faced per 90","CKs GK Won per 90","CKs GK Lost per 90","CKs GK Faced per 90","FKs GK Won per 90","FKs GK Lost per 90","FKs GK Faced per 90","HB Fouls Won per 90","Smothers Won per 90","Smothers Lost per 90","GK Overall Pass Comp per 90","GK Overall Pass Att per 90","GK Throw Comp per 90","GK Throw Att per 90","GK Drop Kick Comp per 90","GK Drop Kick Att per 90","GKFK Comp per 90","GKFK Att per 90"
"Averbuch","FCKC",0,1,98,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,32,43,0.744186046511628,29,38,0.763157894736842,11,17,0.647058823529412,0.447368421052632,0,2,0,6,11,0.545454545454545,0,0,NA,1,1,1,0,0,NA,6,11,0.545454545454545,0,0,NA,17,28,0.607142857142857,15,15,1,0,0,NA,16,25,0.64,13,13,1,0,0,NA,9,15,0.6,2,2,1,0,0,NA,0.651162790697674,0.348837209302326,0,0.657894736842105,0.342105263157895,0,0.882352941176471,0.117647058823529,0,0,0,NA,0,0,2,4,0.5,0,0,0,0,4,0,0,0,NA,0,0,0,6,5,1,5,4,1,0.8,0,1,0,0,0,0,2,5,1,1,1,6,2,1,2,3,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3877551020408,39.4897959183673,26.6326530612245,34.8979591836735,10.1020408163265,15.6122448979592,0,1.83673469387755,5.51020408163265,10.1020408163265,0,0,0.918367346938775,0.918367346938775,0,0,5.51020408163265,10.1020408163265,0,0,15.6122448979592,25.7142857142857,13.7755102040816,13.7755102040816,0,0,14.6938775510204,22.9591836734694,11.9387755102041,11.9387755102041,0,0,8.26530612244898,13.7755102040816,1.83673469387755,1.83673469387755,0,0,0,0,0,0,1.83673469387755,3.6734693877551,0,0,0,0,3.6734693877551,0,0,0,0,0,0,5.51020408163265,4.59183673469388,0.918367346938775,4.59183673469388,3.6734693877551,0.918367346938775,0,0.918367346938775,0,0,0,0,1.83673469387755,4.59183673469388,0.918367346938775,0.918367346938775,0.918367346938775,5.51020408163265,1.83673469387755,0.918367346938775,1.83673469387755,2.75510204081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banini","WAS",0,1,98,1,2,1,0,0,0,3,1,2,1,0.666666666666667,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,24,33,0.727272727272727,23,32,0.71875,20,25,0.8,0.78125,0,2,0,0,0,NA,0,0,NA,1,1,1,0,2,0,0,0,NA,0,0,NA,5,11,0.454545454545455,8,9,0.888888888888889,11,13,0.846153846153846,5,11,0.454545454545455,7,8,0.875,11,13,0.846153846153846,4,6,0.666666666666667,6,7,0.857142857142857,10,12,0.833333333333333,0.333333333333333,0.272727272727273,0.393939393939394,0.34375,0.25,0.40625,0.24,0.28,0.48,0,0,NA,0,0,0,0,NA,0,0,0,0,0,4,2,6,0.666666666666667,2,2,6,6,4,2,0,0,0,NA,5,1,0,0,0,0,1,21,3,1,0,0,0,1,2,2,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1.83673469387755,0.918367346938775,0,0,0,2.75510204081633,1.83673469387755,0.918367346938775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0408163265306,30.3061224489796,21.1224489795918,29.3877551020408,18.3673469387755,22.9591836734694,0,1.83673469387755,0,0,0,0,0.918367346938775,0.918367346938775,0,1.83673469387755,0,0,0,0,4.59183673469388,10.1020408163265,7.3469387755102,8.26530612244898,10.1020408163265,11.9387755102041,4.59183673469388,10.1020408163265,6.42857142857143,7.3469387755102,10.1020408163265,11.9387755102041,3.6734693877551,5.51020408163265,5.51020408163265,6.42857142857143,9.18367346938776,11.0204081632653,0,0,0,0,0,0,0,0,0,0,0,3.6734693877551,1.83673469387755,5.51020408163265,1.83673469387755,1.83673469387755,5.51020408163265,5.51020408163265,3.6734693877551,1.83673469387755,0,0,0,4.59183673469388,0.918367346938775,0,0,0,0,0.918367346938775,19.2857142857143,2.75510204081633,0.918367346938775,0,0,0,0.918367346938775,1.83673469387755,1.83673469387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnes","SRFC",0,1,94,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,25,31,0.806451612903226,25,29,0.862068965517241,21,23,0.91304347826087,0.793103448275862,0,2,0,3,4,0.75,0,0,NA,0,0,NA,0,0,NA,3,4,0.75,0,0,NA,11,14,0.785714285714286,6,9,0.666666666666667,8,8,1,11,14,0.785714285714286,6,7,0.857142857142857,8,8,1,10,11,0.909090909090909,4,5,0.8,7,7,1,0.451612903225806,0.290322580645161,0.258064516129032,0.482758620689655,0.241379310344828,0.275862068965517,0.478260869565217,0.217391304347826,0.304347826086957,0,2,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,1,1,2,3,12,12,0,4,3,1,0.75,0,1,0,0,0,0,0,8,4,0,4,7,0,2,1,2,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.936170212766,29.6808510638298,23.936170212766,27.7659574468085,20.1063829787234,22.0212765957447,0,1.91489361702128,2.87234042553191,3.82978723404255,0,0,0,0,0,0,2.87234042553191,3.82978723404255,0,0,10.531914893617,13.4042553191489,5.74468085106383,8.61702127659574,7.65957446808511,7.65957446808511,10.531914893617,13.4042553191489,5.74468085106383,6.70212765957447,7.65957446808511,7.65957446808511,9.57446808510638,10.531914893617,3.82978723404255,4.78723404255319,6.70212765957447,6.70212765957447,0,1.91489361702128,0,0,0,0,0,0,0,0,0,0.957446808510638,0,0.957446808510638,0.957446808510638,1.91489361702128,2.87234042553191,11.4893617021277,11.4893617021277,0,3.82978723404255,2.87234042553191,0.957446808510638,0,0.957446808510638,0,0,0,0,0,7.65957446808511,3.82978723404255,0,3.82978723404255,6.70212765957447,0,1.91489361702128,0.957446808510638,1.91489361702128,0,0,0.957446808510638,0,0,0.957446808510638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnhart","FCKC",0,1,98,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,19,25,0.76,11,13,0.846153846153846,4,6,0.666666666666667,0.461538461538462,0,0,NA,4,10,0.4,0,0,NA,0,0,NA,0,0,NA,2,4,0.5,0,0,NA,12,18,0.666666666666667,7,7,1,0,0,NA,8,10,0.8,3,3,1,0,0,NA,3,5,0.6,1,1,1,0,0,NA,0.72,0.28,0,0.769230769230769,0.230769230769231,0,0.833333333333333,0.166666666666667,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0.428571428571429,0,0,0,NA,4,1,5,0.8,3,0,0,0,4,0,4,2,0,2,1,1,2,0,0,0,19,25,0.76,3,3,1,2,2,1,3,7,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4489795918367,22.9591836734694,10.1020408163265,11.9387755102041,3.6734693877551,5.51020408163265,0,0,3.6734693877551,9.18367346938776,0,0,0,0,0,0,1.83673469387755,3.6734693877551,0,0,11.0204081632653,16.530612244898,6.42857142857143,6.42857142857143,0,0,7.3469387755102,9.18367346938776,2.75510204081633,2.75510204081633,0,0,2.75510204081633,4.59183673469388,0.918367346938775,0.918367346938775,0,0,0,0,0,0,0,0.918367346938775,0,0,0,0,0.918367346938775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6734693877551,2.75510204081633,6.42857142857143,0,0,0,3.6734693877551,0.918367346938775,4.59183673469388,2.75510204081633,0,0,0,3.6734693877551,0,3.6734693877551,1.83673469387755,0,1.83673469387755,0.918367346938775,0.918367346938775,1.83673469387755,0,0,0,17.4489795918367,22.9591836734694,2.75510204081633,2.75510204081633,1.83673469387755,1.83673469387755,2.75510204081633,6.42857142857143
"Beckmann","BOS",0,1,77,1,0,2,0,0,1,3,1,2,1,0.666666666666667,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,12,17,0.705882352941177,12,17,0.705882352941177,11,15,0.733333333333333,0.882352941176471,0,0,NA,0,0,NA,0,1,0,0,0,NA,0,0,NA,0,0,NA,0,1,0,3,4,0.75,5,7,0.714285714285714,4,6,0.666666666666667,3,4,0.75,5,7,0.714285714285714,4,6,0.666666666666667,2,3,0.666666666666667,5,7,0.714285714285714,4,5,0.8,0.235294117647059,0.411764705882353,0.352941176470588,0.235294117647059,0.411764705882353,0.352941176470588,0.2,0.466666666666667,0.333333333333333,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,4,6,0.333333333333333,3,2,9,8,4,4,8,4,4,0.5,0,4,0,0,0,0,0,35,5,1,2,0,0,2,1,2,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2.33766233766234,0,0,1.16883116883117,3.50649350649351,2.33766233766234,1.16883116883117,0,2.33766233766234,0,0,0,0,2.33766233766234,0,1.16883116883117,0,0,0,1.16883116883117,0,0,14.025974025974,19.8701298701299,14.025974025974,19.8701298701299,12.8571428571429,17.5324675324675,0,0,0,0,0,1.16883116883117,0,0,0,0,0,0,0,1.16883116883117,3.50649350649351,4.67532467532468,5.84415584415584,8.18181818181818,4.67532467532468,7.01298701298701,3.50649350649351,4.67532467532468,5.84415584415584,8.18181818181818,4.67532467532468,7.01298701298701,2.33766233766234,3.50649350649351,5.84415584415584,8.18181818181818,4.67532467532468,5.84415584415584,0,0,0,0,0,0,0,0,0,0,0,2.33766233766234,4.67532467532468,7.01298701298701,3.50649350649351,2.33766233766234,10.5194805194805,9.35064935064935,4.67532467532468,4.67532467532468,9.35064935064935,4.67532467532468,4.67532467532468,0,4.67532467532468,0,0,0,0,0,40.9090909090909,5.84415584415584,1.16883116883117,2.33766233766234,0,0,2.33766233766234,1.16883116883117,2.33766233766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berryhill","PTFC",0,1,8,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,4,0.5,0,2,0,0,0,NA,0,0,1,0,0,1,0,0,0,NA,2,2,1,0,1,0,0,1,0,0,0,NA,0,2,0,1,1,1,1,1,1,0,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.5,0.25,0.25,1,0,0,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,45,0,22.5,0,0,0,11.25,0,11.25,0,0,22.5,22.5,0,11.25,0,11.25,0,0,0,22.5,11.25,11.25,11.25,11.25,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Betos","PTFC",0,1,97,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,23,29,0.793103448275862,20,22,0.909090909090909,3,3,1,0.136363636363636,0,0,NA,1,6,0.166666666666667,0,0,NA,0,0,NA,0,0,NA,1,2,0.5,0,0,NA,15,21,0.714285714285714,8,8,1,0,0,NA,12,14,0.857142857142857,8,8,1,0,0,NA,3,3,1,0,0,NA,0,0,NA,0.724137931034483,0.275862068965517,0,0.636363636363636,0.363636363636364,0,1,0,0,0,0,NA,0,0,1,1,1,0,0,0,0,1,0,0,0,NA,0,0,0,5,5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0.428571428571429,2,1,3,0.333333333333333,3,0,3,1,3,0,0,0,2,0,2,0,0,0,1,0,1,0,1,0,23,29,0.793103448275862,0,0,NA,0,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.340206185567,26.9072164948454,18.5567010309278,20.4123711340206,2.78350515463918,2.78350515463918,0,0,0.927835051546392,5.56701030927835,0,0,0,0,0,0,0.927835051546392,1.85567010309278,0,0,13.9175257731959,19.4845360824742,7.42268041237113,7.42268041237113,0,0,11.1340206185567,12.9896907216495,7.42268041237113,7.42268041237113,0,0,2.78350515463918,2.78350515463918,0,0,0,0,0,0,0,0,0.927835051546392,0.927835051546392,0,0,0,0,0.927835051546392,0,0,0,0,0,0,4.63917525773196,4.63917525773196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71134020618557,2.78350515463918,6.49484536082474,1.85567010309278,0.927835051546392,2.78350515463918,2.78350515463918,0,2.78350515463918,2.78350515463918,0,0,0,1.85567010309278,0,1.85567010309278,0,0,0,0.927835051546392,0,0.927835051546392,0,0.927835051546392,0,21.340206185567,26.9072164948454,0,0,0,3.71134020618557,2.78350515463918,2.78350515463918
"Boureille","PTFC",0,1,97,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,20,28,0.714285714285714,20,28,0.714285714285714,15,20,0.75,0.714285714285714,0,0,NA,1,2,0.5,0,1,0,0,0,NA,0,0,NA,1,2,0.5,0,1,0,10,16,0.625,6,7,0.857142857142857,4,5,0.8,10,16,0.625,6,7,0.857142857142857,4,5,0.8,7,11,0.636363636363636,4,5,0.8,4,4,1,0.571428571428571,0.25,0.178571428571429,0.571428571428571,0.25,0.178571428571429,0.55,0.25,0.2,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,1,2,0.5,2,1,4,9,5,3,5,2,3,0.4,1,2,0,0,0,0,3,28,1,1,2,4,0,1,1,4,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0.927835051546392,0,0.927835051546392,0,0.927835051546392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5567010309278,25.979381443299,18.5567010309278,25.979381443299,13.9175257731959,18.5567010309278,0,0,0.927835051546392,1.85567010309278,0,0.927835051546392,0,0,0,0,0.927835051546392,1.85567010309278,0,0.927835051546392,9.27835051546392,14.8453608247423,5.56701030927835,6.49484536082474,3.71134020618557,4.63917525773196,9.27835051546392,14.8453608247423,5.56701030927835,6.49484536082474,3.71134020618557,4.63917525773196,6.49484536082474,10.2061855670103,3.71134020618557,4.63917525773196,3.71134020618557,3.71134020618557,0,0,0,0,0,0,0,0,0,0,0,0.927835051546392,0.927835051546392,1.85567010309278,1.85567010309278,0.927835051546392,3.71134020618557,8.35051546391753,4.63917525773196,2.78350515463918,4.63917525773196,1.85567010309278,2.78350515463918,0.927835051546392,1.85567010309278,0,0,0,0,2.78350515463918,25.979381443299,0.927835051546392,0.927835051546392,1.85567010309278,3.71134020618557,0,0.927835051546392,0.927835051546392,3.71134020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bowen","FCKC",0,1,98,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,25,35,0.714285714285714,18,24,0.75,13,15,0.866666666666667,0.625,1,3,0.333333333333333,0,0,NA,1,2,0.5,7,11,0.636363636363636,1,3,0.333333333333333,0,0,NA,1,2,0.5,12,20,0.6,5,7,0.714285714285714,8,8,1,5,9,0.555555555555556,5,7,0.714285714285714,8,8,1,3,5,0.6,4,4,1,6,6,1,0.571428571428571,0.2,0.228571428571429,0.375,0.291666666666667,0.333333333333333,0.333333333333333,0.266666666666667,0.4,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,1,1,2,9,7,2,2,1,1,0.5,2,3,0,0,0,0,0,15,2,1,0,8,2,1,1,1,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9591836734694,32.1428571428571,16.530612244898,22.0408163265306,11.9387755102041,13.7755102040816,0.918367346938775,2.75510204081633,0,0,0.918367346938775,1.83673469387755,6.42857142857143,10.1020408163265,0.918367346938775,2.75510204081633,0,0,0.918367346938775,1.83673469387755,11.0204081632653,18.3673469387755,4.59183673469388,6.42857142857143,7.3469387755102,7.3469387755102,4.59183673469388,8.26530612244898,4.59183673469388,6.42857142857143,7.3469387755102,7.3469387755102,2.75510204081633,4.59183673469388,3.6734693877551,3.6734693877551,5.51020408163265,5.51020408163265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918367346938775,0.918367346938775,1.83673469387755,8.26530612244898,6.42857142857143,1.83673469387755,1.83673469387755,0.918367346938775,0.918367346938775,1.83673469387755,2.75510204081633,0,0,0,0,0,13.7755102040816,1.83673469387755,0.918367346938775,0,7.3469387755102,1.83673469387755,0.918367346938775,0.918367346938775,0.918367346938775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brooks","HOU",0,1,97,1,1,0,0,1,0,2,0.5,1,1,0.5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,24,33,0.727272727272727,23,31,0.741935483870968,16,20,0.8,0.645161290322581,0,0,NA,0,4,0,0,0,NA,0,0,NA,0,0,NA,0,3,0,0,0,NA,8,15,0.533333333333333,10,11,0.909090909090909,6,7,0.857142857142857,7,13,0.538461538461538,10,11,0.909090909090909,6,7,0.857142857142857,4,7,0.571428571428571,9,9,1,3,4,0.75,0.454545454545455,0.333333333333333,0.212121212121212,0.419354838709677,0.354838709677419,0.225806451612903,0.35,0.45,0.2,0,0,NA,0,0,1,2,0.5,0,0,0,0,2,0,0,0,NA,1,0,1,7,4,3,2,2,0,1,0,2,0,0,0,0,1,10,7,1,2,1,0,3,0,4,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0.927835051546392,0,0,0.927835051546392,0,1.85567010309278,0.927835051546392,0.927835051546392,0.927835051546392,0,0,0,0,0,0.927835051546392,0,0,0,0,0,0,0,0,22.2680412371134,30.6185567010309,21.340206185567,28.7628865979381,14.8453608247423,18.5567010309278,0,0,0,3.71134020618557,0,0,0,0,0,0,0,2.78350515463918,0,0,7.42268041237113,13.9175257731959,9.27835051546392,10.2061855670103,5.56701030927835,6.49484536082474,6.49484536082474,12.0618556701031,9.27835051546392,10.2061855670103,5.56701030927835,6.49484536082474,3.71134020618557,6.49484536082474,8.35051546391753,8.35051546391753,2.78350515463918,3.71134020618557,0,0,0,0,0.927835051546392,1.85567010309278,0,0,0,0,1.85567010309278,0,0,0,0.927835051546392,0,0.927835051546392,6.49484536082474,3.71134020618557,2.78350515463918,1.85567010309278,1.85567010309278,0,0,1.85567010309278,0,0,0,0,0.927835051546392,9.27835051546392,6.49484536082474,0.927835051546392,1.85567010309278,0.927835051546392,0,2.78350515463918,0,3.71134020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
