match_id,competition_slug,date,matchup,lineup_player_id,team,position,player,aerial_duels,aerials_won,clearances,dispossessed,pass_att,pass_comp,ppass_att,ppass_comp,op_pass_att,op_pass_comp,op_ppass_att,op_ppass_comp,fw_pass_att,fw_pass_comp,s_pass_att,s_pass_comp,b_pass_att,b_pass_comp,fw_op_pass_att,fw_op_pass_comp,s_op_pass_att,s_op_pass_comp,b_op_pass_att,b_op_pass_comp,fw_ppass_att,fw_ppass_comp,s_ppass_att,s_ppass_comp,b_ppass_att,b_ppass_comp,recoveries,shots,goals,shots_missed,shots_blocked,shots_saved,shots_pressed,take_ons,take_ons_won,crosses,crosses_comp,launch_att,launch_comp,ck_taken,ck_comp,ck_assists,ck_key_passes,fk_taken,fk_passatt,fk_passcomp,fk_shot,fk_scored,fk_assists,fk_key_passes,through_att,through_comp,throwin_att,throwin_comp,assists,blocks,shot_blocks,pass_blocks,dispossess_opp,interceptions,tackles,dribbled_byopp,pressured_opp,challenged_opp,ball_shields,gk_saves,gk_goal_conceded,gk_bigchances_saved,gk_bigchances_conceded,gk_bigchances_sog_faced,gk_highballs,gk_highballs_won,big_chances,bc_goals,bc_sog,bc_smiss,bc_dispossessed,bc_lost,bc_created,key_passes,key_assists,second_assists,err_togoals,err_tobc,bc_stopped,own_goals
100001,international-friendlies-2015,2/8/15,FRA-USA,122,USA,M,Heath,2,2,0,3,31,22,22,15,31,22,22,15,19,11,4,3,8,8,19,11,4,3,8,8,14,8,2,1,6,6,8,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,2,1,0,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,123,USA,M,Brian,7,4,1,3,36,32,20,18,36,32,20,18,21,17,7,7,8,8,21,17,7,7,8,8,10,8,3,3,7,7,8,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,3,3,1,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,124,USA,M,Holiday,4,2,0,3,59,44,32,27,51,41,32,27,38,25,9,7,12,12,33,25,7,5,11,11,17,14,6,4,9,9,16,3,0,0,2,1,1,0,0,0,2,0,0,3,3,0,0,6,5,0,1,0,0,0,0,0,0,0,0,7,0,7,1,2,5,2,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,125,USA,M,Lloyd,6,2,1,8,45,38,33,28,45,38,33,28,28,23,5,4,12,11,28,23,5,4,12,11,17,14,4,3,12,11,13,4,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,4,2,2,3,2,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,126,USA,F,Press,2,1,2,2,41,35,38,32,41,35,38,32,16,13,7,7,18,15,16,13,7,7,18,15,16,13,5,5,17,14,8,2,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,127,USA,F,Morgan,6,2,1,4,24,17,18,14,24,17,18,14,9,4,7,6,8,7,9,4,7,6,8,7,6,3,6,6,6,5,4,4,0,3,0,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,128,USA,D,Krieger,0,0,1,0,17,15,7,5,16,14,7,5,12,11,3,2,2,2,11,10,3,2,2,2,4,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,129,USA,M,Rodriguez,0,0,0,1,4,4,4,4,4,4,4,4,2,2,0,0,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,international-friendlies-2015,2/8/15,FRA-USA,130,USA,F,Wambach,3,1,0,0,9,7,6,4,9,7,6,4,4,3,4,3,1,1,4,3,4,3,1,1,3,2,3,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,international-friendlies-2015,2/13/15,ENG-USA,101,ENG,GK,Bardsley,2,2,0,0,15,10,1,0,5,2,1,0,15,10,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
