"match_id","competition_slug","date","matchup","lineup_player_id","team","position","player","aerial_duels","aerials_won","clearances","dispossessed","pass_att","pass_comp","recoveries","shots","goals","shots_missed","shots_blocked","shots_saved","take_ons","take_ons_won","crosses","crosses_comp","ck_taken","ck_comp","fk_taken","fk_passatt","fk_passcomp","fk_shot","fk_scored","through_att","through_comp","throwin_att","throwin_comp","blocks","dispossess_opp","interceptions","tackles","dribbled_byopp","gk_saves","gk_goal_conceded","gk_highballs","gk_highballs_won","assists","big_chances","bc_goals","bc_sog","bc_smiss","bc_dispossessed","bc_lost","bc_created","key_passes","second_assists","err_togoals","err_tobc","bc_stopped","own_goals","fouls_won","fouls_conceded","yellowcards","redcards","pk_won","pk_conceded"
100001,"international-friendlies-2015","2/8/15","FRA-USA",111,"FRA","F","Le Sommer",4,3,0,6,29,26,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",112,"FRA","M","Lavogez",2,0,0,0,8,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",113,"FRA","M","Hamaroui",0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",114,"FRA","M","Dali",1,0,2,2,16,11,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",115,"FRA","F","Delie",0,0,0,0,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",116,"FRA","F","Bussaglia",0,0,0,0,13,10,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",117,"USA","GK","Harris",0,0,1,0,13,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",118,"USA","D","Klingenberg",4,1,2,1,43,40,9,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,10,9,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",119,"USA","D","Engen",1,1,6,0,39,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",120,"USA","D","Sauerbrunn",3,2,11,0,43,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",121,"USA","D","Chalupny",0,0,2,4,24,17,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",122,"USA","M","Heath",2,2,0,3,31,22,8,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,53,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",123,"USA","M","Brian",7,4,1,3,36,32,8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",124,"USA","M","Holiday",4,2,0,3,59,44,16,3,0,0,2,1,0,0,5,2,3,3,6,5,0,1,0,0,0,0,0,7,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",125,"USA","M","Lloyd",6,2,1,8,45,38,13,4,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",126,"USA","F","Press",2,1,2,2,41,35,8,2,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",127,"USA","F","Morgan",6,2,1,4,24,17,4,4,0,3,0,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,26,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",128,"USA","D","Krieger",0,0,1,0,17,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",129,"USA","M","Rodriguez",0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
100001,"international-friendlies-2015","2/8/15","FRA-USA",130,"USA","F","Wambach",3,1,0,0,9,7,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",101,"ENG","GK","Bardsley",2,2,0,0,15,10,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",102,"ENG","D","A. Scott",2,1,4,1,44,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,11,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",103,"ENG","D","Houghton",6,2,10,0,24,18,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",104,"ENG","D","Bassett",2,1,2,0,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",105,"ENG","D","Stokes",1,0,4,1,25,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",106,"ENG","M","Nobbs",0,0,0,1,33,19,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,52,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",107,"ENG","M","J. Scott",13,7,3,3,22,18,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,46,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",108,"ENG","M","Potter",1,0,10,1,25,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",109,"ENG","M","Carney",2,0,1,2,21,15,3,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,1,1,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",110,"ENG","F","Taylor",4,2,0,2,20,16,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",111,"ENG","F","Kirby",6,0,2,4,19,16,6,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",112,"ENG","F","Clarke",0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",113,"ENG","D","Greenwood",0,0,3,0,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",114,"ENG","M","Williams",2,1,0,0,9,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",115,"ENG","M","Aluko",0,0,0,2,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",116,"ENG","F","Sanderson",0,0,0,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",117,"USA","GK","Harris",0,0,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",118,"USA","D","Krieger",4,1,4,0,88,74,12,1,0,0,0,1,0,0,11,3,0,0,0,0,0,0,0,5,5,4,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",119,"USA","D","Engen",1,1,6,0,60,56,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",120,"USA","D","Sauerbrunn",2,2,12,0,68,65,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",121,"USA","D","Klingenberg",1,1,0,0,70,59,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,5,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",122,"USA","M","Press",0,0,0,5,52,40,10,4,0,1,2,1,3,2,2,2,0,0,0,0,0,0,0,2,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",123,"USA","M","Brian",6,4,3,1,86,77,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",124,"USA","M","Holiday",2,2,1,1,96,86,11,1,0,0,0,1,0,0,13,9,10,6,5,4,3,1,0,2,2,0,0,4,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,27,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",125,"USA","M","Lloyd",7,4,0,1,47,41,5,2,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",126,"USA","F","Morgan",5,2,0,5,15,8,3,3,1,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",127,"USA","F","Wambach",13,7,2,0,26,21,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",128,"USA","D","Dunn",0,0,0,1,12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",129,"USA","M","O'Hara",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
100002,"international-friendlies-2015","2/13/15","ENG-USA",130,"USA","F","Rodriguez",0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",101,"PTFC","GK","Betos",0,0,0,0,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",102,"PTFC","D","Williamson",4,3,4,0,35,33,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",103,"PTFC","D","Van Hollebeke",7,3,5,0,69,59,12,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,5,9,7,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",104,"PTFC","D","Menges",6,4,3,0,56,52,3,0,0,0,0,0,2,1,0,0,0,0,2,2,2,0,0,4,4,1,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",105,"PTFC","M","Johnson",3,1,0,3,55,44,11,1,0,0,1,0,10,7,15,6,0,0,0,0,0,0,0,2,2,4,4,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",106,"PTFC","M","Zerboni",7,5,1,0,61,56,8,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,5,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",107,"PTFC","M","Farrelly",7,4,1,7,73,63,18,2,1,1,0,0,8,5,0,0,0,0,1,1,1,0,0,6,5,0,0,1,2,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,17,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",108,"PTFC","M","Heath",2,1,2,3,53,47,4,3,0,1,2,0,4,2,3,0,0,0,1,0,0,1,0,2,2,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",109,"PTFC","M","Long",2,2,1,5,58,52,5,7,2,1,0,4,7,6,3,3,2,2,4,3,3,1,0,4,2,0,0,2,3,2,1,1,0,0,0,0,0,4,2,0,0,1,1,0,2,0,0,0,0,0,1,1,0,29,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",110,"PTFC","M","Shim",2,1,2,3,43,36,8,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,9,8,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,18,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",111,"PTFC","F","Morgan",4,1,2,1,41,35,3,5,0,5,0,0,5,3,2,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,15,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",112,"PTFC","F","Taylor",2,1,0,2,7,4,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",113,"PTFC","D","Niemiec",0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",114,"PTFC","M","Robbins",0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",115,"BOS","GK","Naeher",0,0,2,0,37,23,4,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",116,"BOS","D","Whitehill",3,2,3,0,23,21,10,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",117,"BOS","D","Pathman",2,1,2,0,54,34,8,0,0,0,0,0,1,1,3,1,0,0,2,2,1,0,0,7,5,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",118,"BOS","D","Kallman",5,2,9,0,42,36,12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",119,"BOS","D","Evans",0,0,4,1,32,23,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,3,3,3,4,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,13,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",120,"BOS","M","Rafinha",5,0,0,4,31,26,11,0,0,0,0,0,4,2,7,4,6,3,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,29,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",121,"BOS","M","Schoepfer",3,0,0,2,18,12,12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,6,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",122,"BOS","M","Pires",3,2,0,3,12,10,7,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",123,"BOS","M","Mewis",7,4,1,2,31,20,9,6,0,0,1,5,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",124,"BOS","F","Ketlen",5,2,0,2,11,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",125,"BOS","F","McCaffrey",4,1,0,3,14,11,4,3,1,0,1,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
100003,"nwsl-2015","4/11/15","PTFC-BOS",126,"BOS","M","Bia",2,0,0,1,16,15,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
