event,time,poss.position,poss.team,poss.player,poss.action,poss.location,poss.play.destination,play.type,def.position,def.team,def.player,def.action,def.location,gk.ball.stop,gk.s.o.g.attempt,poss.player.disciplinary,poss.notes,def.player.disciplinary,def.notes
37,2,NA,GER,Kemme,passes.f.c,NA,NA,NA,NA,ENG,Nobbs,pressured,NA,NA,NA,NA,NA,NA,NA
38,3,NA,GER,Kerschowski,passes.b.c,NA,NA,NA,NA,ENG,A. Scott,challenged,NA,NA,NA,NA,NA,NA,NA
38,3,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Nobbs,pressured,NA,NA,NA,NA,NA,NA,NA
39,3,NA,GER,Marozsan,passes.f.c,NA,NA,NA,NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
40,3,NA,GER,Popp,passes.s.c,NA,DM3L,NA,NA,ENG,Chapman,pressured,NA,NA,NA,NA,NA,NA,NA
41,3,NA,GER,Hendrich,movement,DM3L,AM3L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,3,NA,GER,Hendrich,movement,AM3L,A3L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,3,NA,GER,Hendrich,passes.f.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
44,3,NA,GER,Blasse,passes.b.c,NA,NA,NA,NA,ENG,Greenwood,pressured,NA,NA,NA,NA,NA,NA,NA
45,3,NA,GER,Hendrich,passes.f.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
46,3,NA,GER,Blasse,take.on.lost,NA,NA,NA,NA,ENG,Greenwood,tackles.ball.away,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
47,3,NA,GER,Behringer,passes.s.c,NA,NA,corner.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,3,NA,GER,Popp,aerial.won,NA,NA,NA,NA,ENG,Flaherty,aerial.lost,NA,NA,NA,NA,NA,NA,NA
49,3,NA,GER,Popp,sm (shots.missed),A18,NA,NA,GK,ENG,Bardsley,gk.shot.miss,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
50,4,GK,ENG,Bardsley,passes.f.c,NA,NA,goal.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,4,NA,ENG,Houghton,passes.f,NA,NA,launch,NA,GER,Islacker,pressured,NA,NA,NA,NA,NA,NA,NA
52,4,NA,ENG,Duggan,aerial.lost,NA,NA,NA,NA,GER,Bartusiak,aerial.won,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
53,4,NA,ENG,A. Scott,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,4,NA,ENG,J. Scott,dispossessed,NA,NA,NA,NA,GER,Marozsan,dispossess,NA,NA,NA,NA,NA,NA,NA
55,4,NA,GER,Behringer,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,4,NA,GER,Behringer,dispossessed,NA,NA,NA,NA,ENG,Chapman,dispossessed,NA,NA,NA,NA,NA,NA,NA
57,4,NA,GER,Henning,clearances,NA,NA,NA,NA,ENG,Stokes,challenged,NA,NA,NA,NA,NA,NA,NA
58,4,NA,ENG,Greenwood,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,4,NA,ENG,Greenwood,sm (shots.missed),A3C,NA,NA,GK,GER,Benkarth,gk.shot.miss,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
60,4,NA,NA,NA,stoppage.in.play,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,5,GK,GER,Benkarth,passes.f.c,NA,NA,goal.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,5,NA,GER,Hendrich,passes.b.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
63,5,GK,GER,Benkarth,passes.f.c,NA,NA,NA,NA,ENG,Duggan,pressured,NA,NA,NA,NA,NA,NA,NA
63,5,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Chapman,blocks,NA,NA,NA,NA,NA,NA,NA
64,5,NA,GER,Popp,aerial.won,NA,NA,NA,NA,ENG,J. Scott,aerial.lost,NA,NA,NA,NA,NA,NA,NA
65,5,NA,GER,Islacker,aerial.lost,NA,NA,NA,NA,ENG,Chapman,aerial.won,NA,NA,NA,NA,NA,NA,NA
66,6,NA,GER,Kerschowski,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,6,NA,GER,Kerschowski,passes.s.c,NA,NA,NA,NA,ENG,Williams,pressured,NA,NA,NA,NA,NA,NA,NA
68,6,NA,GER,Kemme,passes.f.c,NA,NA,NA,NA,ENG,Williams,pressured,NA,NA,NA,NA,NA,NA,NA
68,6,NA,NA,NA,NA,NA,NA,NA,NA,ENG,A. Scott,clearances,NA,NA,NA,NA,NA,NA,NA
69,6,NA,GER,Kemme,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,6,NA,GER,Kemme,passes.s.c,NA,NA,NA,NA,ENG,Nobbs,pressured,NA,NA,NA,NA,NA,NA,NA
71,6,NA,GER,Popp,passes.b.c,NA,NA,NA,NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
72,6,NA,GER,Marozsan,passes.b.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,6,NA,GER,Bartusiak,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,6,NA,GER,Henning,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,6,NA,GER,Bartusiak,passes.f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
76,6,NA,ENG,A. Scott,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,6,NA,ENG,J. Scott,aerial.won,NA,NA,NA,NA,GER,Kemme,aerial.lost,NA,NA,NA,NA,NA,NA,NA
77,6,NA,NA,NA,NA,NA,NA,NA,NA,GER,Bartusiak,clearances,NA,NA,NA,NA,NA,NA,NA
78,6,NA,ENG,J. Scott,aerial.lost,NA,NA,NA,NA,GER,Kemme,aerial.won,NA,NA,NA,fouls.conceded,NA,fouls.won,NA
79,6,NA,GER,Bartusiak,passes.s.c,NA,NA,free.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,6,NA,GER,Henning,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,7,NA,GER,Hendrich,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,7,NA,GER,Blasse,passes.f.c,NA,NA,NA,NA,ENG,Greenwood,pressured,NA,NA,NA,NA,NA,NA,NA
82,7,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Flaherty,clearances,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
83,7,NA,GER,Hendrich,passes.s.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,7,NA,GER,Popp,passes.b.c,NA,NA,NA,NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
85,7,GK,GER,Benkarth,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,7,NA,GER,Bartusiak,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,7,NA,GER,Kemme,passes.f.c,NA,NA,NA,NA,ENG,Williams,challenged,NA,NA,NA,NA,NA,NA,NA
88,7,NA,GER,Kerschowski,lost.touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
89,8,NA,ENG,A. Scott,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,8,NA,ENG,Duggan,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,8,NA,ENG,J. Scott,passes.f.c,NA,NA,through,NA,GER,Kemme,pressured,NA,NA,NA,NA,NA,NA,NA
92,8,NA,ENG,A. Scott,passes.s,NA,NA,through,NA,GER,Henning,clearances,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
93,8,NA,ENG,Duggan,passes.s.c,NA,NA,NA,NA,GER,Behringer,pressured,NA,NA,NA,NA,NA,NA,NA
94,8,NA,ENG,Stokes,passes.b.c,NA,NA,NA,NA,GER,Hendrich,pressured,NA,NA,NA,NA,NA,NA,NA
94,8,NA,NA,NA,NA,NA,NA,NA,NA,GER,Blasse,clearances,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
95,8,NA,ENG,A. Scott,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,8,NA,ENG,J. Scott,aerial.won,NA,NA,NA,NA,GER,Kemme,aerial.lost,NA,NA,NA,fouls.won,NA,fouls.conceded,NA
97,9,NA,ENG,Greenwood,passes.f.c,NA,NA,free.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,9,NA,NA,NA,NA,NA,NA,dc (deep.crosses),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,9,NA,ENG,J. Scott,passes.b.c,NA,NA,NA,NA,GER,Popp,challenged,NA,NA,NA,NA,NA,NA,NA
98,9,NA,NA,NA,NA,NA,NA,NA,NA,GER,Kerschowski,pressured,NA,NA,NA,NA,NA,NA,NA
99,9,NA,ENG,Greenwood,passes.f.c,NA,A18,dc (deep.crosses),NA,GER,Popp,pressured,NA,NA,NA,NA,assists,NA,NA
100,9,NA,ENG,Duggan,shots.scored,A18,NA,headed,GK,GER,Benkarth,gk.s.o.g.scored,NA,missed.the.ball,diving,NA,NA,NA,NA
100,9,NA,NA,NA,NA,NA,NA,NA,NA,GER,Hendrich,pressured,NA,NA,NA,NA,NA,NA,NA
101,10,NA,NA,NA,playcutoffbybroadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,10,NA,GER,Marozsan,passes.s.c,NA,NA,NA,NA,ENG,Duggan,pressured,NA,NA,NA,NA,NA,NA,NA
103,10,NA,GER,Henning,passes.f,NA,NA,NA,NA,ENG,Chapman,blocks,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
104,10,NA,GER,Hendrich,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,10,NA,GER,Islacker,passes.b.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,10,NA,GER,Blasse,passes.b.c,NA,NA,NA,NA,ENG,Stokes,challenged,NA,NA,NA,NA,NA,NA,NA
107,10,NA,GER,Hendrich,passes.b.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
108,10,NA,GER,Henning,take.on.won,NA,NA,NA,NA,ENG,Duggan,dribbled.turned,NA,NA,NA,NA,NA,NA,NA
109,10,NA,GER,Henning,passes.f.c,NA,NA,NA,NA,ENG,Stokes,NA,NA,NA,NA,NA,NA,NA,NA
110,10,NA,GER,Behringer,passes.f.c,NA,NA,NA,NA,ENG,Chapman,challenged,NA,NA,NA,NA,NA,NA,NA
111,10,NA,GER,Blasse,lost.touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,10,NA,GER,Behringer,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,10,NA,GER,Behringer,ball.shield,NA,NA,NA,NA,ENG,Chapman,NA,NA,NA,NA,fouls.won,NA,fouls.conceded,NA
114,10,NA,GER,Behringer,passes.f,NA,NA,free.kick,NA,NA,NA,NA,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
115,11,GK,ENG,Bardsley,passes.f.c,NA,NA,goal.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,11,NA,ENG,Houghton,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,11,NA,ENG,Williams,lost.touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,11,NA,ENG,Williams,NA,NA,NA,NA,NA,GER,Behringer,NA,NA,NA,NA,fouls.conceded,NA,fouls.won,NA
118,11,NA,GER,Behringer,passes.f,NA,NA,free.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,11,NA,NA,NA,NA,NA,NA,dc (deep.crosses),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,11,NA,GER,Bartusiak,aerial.lost,NA,NA,NA,NA,ENG,Chapman,aerial.lost,NA,NA,NA,NA,NA,NA,NA
119,11,NA,NA,NA,NA,NA,NA,NA,NA,ENG,J. Scott,clearances,NA,NA,NA,NA,out.of.bounds.keep.poss,NA,NA
120,12,NA,GER,Behringer,passes.b.c,NA,NA,corner.kick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,12,NA,GER,Kemme,passes.s.c,NA,NA,cc (corner.crosses),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,12,NA,GER,Islacker,passes.s.c,NA,NA,NA,NA,ENG,Greenwood,challenged,NA,NA,NA,NA,NA,NA,NA
122,12,NA,NA,NA,NA,NA,NA,NA,NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
123,12,NA,GER,Kemme,passes.s.c,NA,NA,cc (corner.crosses),NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
123,12,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Duggan,blocks,NA,NA,NA,NA,NA,NA,NA
124,12,NA,GER,Marozsan,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,12,NA,GER,Marozsan,passes.f.c,NA,NA,NA,NA,ENG,Williams,pressured,NA,NA,NA,NA,NA,NA,NA
126,12,NA,GER,Popp,passes.b.c,NA,NA,NA,NA,ENG,Duggan,pressured,NA,NA,NA,NA,NA,NA,NA
127,12,NA,GER,Henning,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,12,NA,GER,Bartusiak,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,12,NA,GER,Hendrich,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,12,NA,GER,Kemme,passes.f.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
131,12,NA,GER,Islacker,passes.f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
132,13,NA,ENG,Greenwood,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,13,NA,ENG,Stokes,aerial.won,NA,NA,NA,NA,GER,Blasse,aerial.lost,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
134,13,NA,GER,Hendrich,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,13,NA,GER,Islacker,passes.b.c,NA,NA,NA,NA,ENG,Stokes,challenged,NA,NA,NA,NA,NA,NA,NA
135,13,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Chapman,pressured,NA,NA,NA,NA,NA,NA,NA
136,13,NA,GER,Blasse,take.on.won,NA,NA,NA,NA,ENG,Chapman,dribbled.turned,NA,NA,NA,NA,NA,NA,NA
137,13,NA,GER,Blasse,passes.f.c,NA,NA,NA,NA,ENG,Chapman,pressured,NA,NA,NA,NA,NA,NA,NA
138,13,NA,GER,Behringer,dispossessed,NA,NA,NA,NA,ENG,Flaherty,dispossessed,NA,NA,NA,NA,NA,NA,NA
139,13,NA,GER,Hendrich,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,13,NA,GER,Hendrich,dispossessed,NA,NA,NA,NA,ENG,Chapman,dispossess,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
141,13,NA,ENG,Greenwood,passes.f.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,14,NA,ENG,Duggan,passes.f.c,NA,NA,NA,NA,GER,Hendrich,challenged,NA,NA,NA,NA,NA,NA,NA
143,14,NA,ENG,Stokes,passes.f,NA,NA,NA,NA,GER,Behringer,challenged,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
144,14,NA,NA,NA,playcutoffbybroadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,14,NA,GER,Bartusiak,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,14,NA,GER,Kemme,passes.b.c,NA,NA,NA,NA,ENG,Williams,pressured,NA,NA,NA,NA,NA,NA,NA
147,14,GK,GER,Benkarth,passes.s.c,NA,NA,NA,NA,ENG,Duggan,pressured,NA,NA,NA,NA,NA,NA,NA
148,14,NA,GER,Henning,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,14,NA,GER,Hendrich,passes.b.c,NA,NA,NA,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
150,14,NA,GER,Henning,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,14,NA,GER,Bartusiak,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,14,NA,GER,Marozsan,passes.s.c,NA,NA,NA,NA,ENG,J. Scott,pressured,NA,NA,NA,NA,NA,NA,NA
153,14,NA,GER,Hendrich,passes.f,NA,NA,through,NA,ENG,Stokes,pressured,NA,NA,NA,NA,NA,NA,NA
154,15,GK,ENG,Bardsley,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,15,GK,ENG,Bardsley,passes.s.c,NA,NA,gk.throws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,15,NA,ENG,Houghton,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,15,NA,ENG,Flaherty,passes.f.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,15,NA,ENG,Stokes,lost.touch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,15,NA,ENG,Chapman,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,15,NA,ENG,Chapman,passes.b.c,NA,NA,NA,NA,GER,Behringer,pressured,NA,NA,NA,NA,NA,NA,NA
161,15,NA,ENG,Greenwood,passes.f,NA,NA,launch,NA,GER,Hendrich,blocks,NA,NA,NA,NA,NA,NA,NA
162,15,NA,GER,Blasse,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,15,NA,GER,Blasse,passes.b,NA,NA,NA,NA,ENG,Stokes,challenged,NA,NA,NA,NA,NA,NA,NA
163,15,NA,NA,NA,NA,NA,NA,NA,NA,ENG,Chapman,pressured,NA,NA,NA,NA,NA,NA,NA
163,15,NA,NA,NA,NA,NA,NA,NA,NA,ENG,J. Scott,interceptions,NA,NA,NA,NA,NA,NA,NA
164,15,NA,ENG,J. Scott,passes.b.c,NA,NA,NA,NA,GER,Hendrich,pressured,NA,NA,NA,NA,NA,NA,NA
165,15,NA,ENG,Greenwood,take.on.won,NA,NA,NA,NA,GER,Popp,dribbled.tackles.missed,NA,NA,NA,NA,NA,NA,NA
166,15,NA,ENG,Greenwood,take.on.won,NA,NA,NA,NA,GER,Blasse,dribbled.tackles.missed,NA,NA,NA,NA,NA,NA,NA
167,15,NA,ENG,Greenwood,passes.f.c,NA,NA,NA,NA,GER,Behringer,pressured,NA,NA,NA,NA,NA,NA,NA
168,15,NA,ENG,J. Scott,passes.s,NA,NA,NA,NA,GER,Marozsan,pressured,NA,NA,NA,NA,NA,NA,NA
168,15,NA,NA,NA,NA,NA,NA,NA,NA,GER,Henning,pressured,NA,NA,NA,NA,out.of.bounds.lost.poss,NA,NA
169,15,NA,GER,Hendrich,passes.s.c,NA,NA,through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,15,NA,GER,Blasse,passes.f.c,NA,NA,NA,NA,ENG,Chapman,pressured,NA,NA,NA,NA,NA,NA,NA
171,15,NA,GER,Popp,passes.s.c,NA,NA,s (switch),NA,ENG,Greenwood,pressured,NA,NA,NA,NA,NA,NA,NA
172,15,NA,GER,Kemme,take.on.won,NA,NA,NA,NA,ENG,Williams,dribbled.turned,NA,NA,NA,NA,NA,NA,NA
173,15,NA,GER,Kemme,shots.stopped.by.gk,A3C,NA,NA,GK,ENG,Bardsley,gk.s.o.g.stop,NA,caught,diving,NA,NA,NA,NA
174,16,GK,ENG,Bardsley,passes.s.c,NA,NA,gk.throws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,16,NA,ENG,Flaherty,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,16,NA,ENG,Houghton,passes.f,NA,NA,launch,NA,GER,Islacker,pressured,NA,NA,NA,NA,NA,NA,NA
177,16,NA,ENG,Duggan,aerial.lost,NA,NA,NA,NA,GER,Bartusiak,aerial.won,NA,NA,NA,NA,NA,NA,NA
178,16,NA,GER,Marozsan,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
