"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","poss.number","def.number"
644,"46","M","ENG","Scott","take.on.lost",NA,NA,NA,"F","USA","Pugh","dispossessed","D18",NA,NA,NA,NA,NA,NA,NA,NA
644,"46",NA,NA,NA,NA,NA,NA,NA,"D","USA","Sonnett","tackles.ball.away","D18",NA,NA,NA,NA,NA,NA,NA,NA
645,"46","D","USA","Klingenberg","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,"46","D","USA","Klingenberg","clearances","D18",NA,NA,"D","ENG","Bronze","challenged","A18",NA,NA,NA,"out.of.bounds.kept.poss",NA,NA,NA,NA
646,"46",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,"46","D","USA","Klingenberg","passes.f.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"46","F","USA","Pugh","passes.b.c","D3L","D3L",NA,"D","ENG","Bronze","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
648,"46",NA,NA,NA,NA,NA,NA,NA,"M","ENG","Williams","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"46","M","USA","Horan","passes.f.c","D3L","D3L",NA,"F","ENG","Duggan","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
650,"46","M","USA","Heath","passes.b","D3L",NA,NA,"D","ENG","Houghton","challenged","A3R",NA,NA,NA,NA,NA,NA,NA,NA
650,"46",NA,NA,NA,NA,NA,NA,NA,"M","ENG","Scott","interceptions","A3R",NA,NA,NA,NA,NA,NA,NA,NA
651,"46","M","ENG","Scott","lost.touch",NA,NA,NA,"M","USA","Brian","dispossessed","D3L",NA,NA,NA,NA,NA,NA,NA,NA
652,"46","M","USA","Horan","passes.s.c","D3L","D3R",NA,"M","ENG","Stokes","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
653,"46","M","USA","Heath","passes.f.c","D3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"46","D","USA","O'Hara","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,"46","M","USA","Heath","passes.f.c","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,"46","D","USA","O'Hara","passes.f","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
657,"47","GK","ENG","Bardsley","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"47",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,"47","M","ENG","Scott","aerial.lost",NA,NA,NA,"M","USA","Brian","aerial.won","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
659,"47","M","ENG","Stokes","passes.b.c","DM3R","DM3R",NA,"M","USA","Horan","challenged","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
660,"47","M","ENG","Williams","passes.f.c","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,"47","F","ENG","Taylor","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"47","F","ENG","Taylor","dispossessed",NA,NA,NA,"D","USA","Sauerbrunn","dispossessed","D18",NA,NA,NA,NA,NA,NA,NA,NA
662,"47",NA,NA,NA,NA,NA,NA,NA,"D","USA","Klingenberg","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
663,"47","D","USA","Klingenberg","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,"47","D","USA","Klingenberg","movement","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,"47","D","USA","Klingenberg","clearances","D3L",NA,NA,"F","ENG","Taylor","challenged","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
666,"47","D","ENG","Bronze","passes.s.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,"47","M","ENG","Williams","passes.f","A3R",NA,"corner.crosses","F","USA","Pugh","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
667,"47",NA,NA,NA,NA,NA,NA,NA,"M","USA","Brian","blocks","D18",NA,NA,NA,NA,NA,NA,NA,NA
668,"47","M","USA","Horan","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,"47","M","USA","Horan","dispossessed",NA,NA,NA,"F","ENG","Taylor","tackles.ball.away","A3R",NA,NA,NA,NA,NA,NA,NA,NA
670,"47","F","ENG","Duggan","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,"47","F","ENG","Duggan","passes.f.c","A18","A18","through","M","USA","Brian","pressured","D18",NA,NA,NA,NA,NA,NA,NA,NA
672,"47","F","ENG","Taylor","passes.s","A18",NA,NA,"M","USA","Horan","pressured","D18",NA,NA,NA,NA,NA,NA,NA,NA
672,"47",NA,NA,NA,NA,NA,NA,NA,"D","USA","Sauerbrunn","blocks","D18",NA,NA,NA,NA,NA,NA,NA,NA
672,"47",NA,NA,NA,NA,NA,NA,NA,"GK","USA","Solo","gk.loose.balls.won","D6",NA,NA,NA,NA,NA,NA,NA,NA
673,"47","GK","USA","Solo","passes.f.c","D18","D3R","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"48","D","USA","O'Hara","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,"48","M","USA","Heath","passes.b.c","DM3R","DM3R",NA,"M","ENG","Stokes","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
676,"48","D","USA","O'Hara","passes.f.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,"48","M","USA","Brian","passes.s.c","DM3C","DM3L",NA,"M","ENG","Nobbs","challenged","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
678,"48","D","USA","Klingenberg","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,"48","D","USA","Klingenberg","passes.f","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,"48","D","ENG","Bronze","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,"48","D","ENG","Bronze","lost.touch","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"48","F","USA","Pugh","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,"48","F","USA","Pugh","passes.b.c","AM3L","D3L",NA,"D","ENG","Bronze","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
684,"48","D","USA","Sauerbrunn","passes.b.c","D3L","AM3L",NA,"D","ENG","Bronze","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
684,"48",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,"48","F","USA","Lloyd","passes.f.c","AM3L","A3L",NA,"M","ENG","Nobbs","challenged","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
686,"48","F","USA","Morgan","take.on.won","A3L",NA,NA,"D","ENG","Houghton","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA,NA,NA
687,"48","F","USA","Morgan","movement","A18",NA,NA,"D","ENG","Houghton","pressured","D18",NA,NA,NA,NA,NA,NA,NA,NA
688,"48","F","USA","Morgan","passes.s.c","A18","A3C",NA,"D","ENG","Houghton","pressured","D18",NA,NA,NA,NA,NA,NA,NA,NA
688,"48",NA,NA,NA,NA,NA,NA,NA,"M","ENG","Scott","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"48",NA,NA,NA,NA,NA,NA,NA,"D","ENG","Flaherty","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA
689,"48","M","USA","Brian","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"48","M","USA","Brian","passes.f.c","A3C","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,"48","D","USA","O'Hara","passes.b.c","A3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,"48","M","USA","Brian","take.on.won","A3R",NA,NA,"F","ENG","Duggan","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA,NA
693,"49","M","USA","Brian","passes.f.c","A3R","A18","corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"49","F","USA","Morgan","aerial.won","A18",NA,NA,"D","ENG","Bronze","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA,NA
695,"49","F","USA","Morgan","passes.s.c","A18","A3C","headed","D","ENG","Bronze","challenged","D18",NA,NA,NA,NA,NA,NA,NA,NA
695,"49",NA,NA,NA,NA,NA,NA,NA,"D","ENG","Flaherty","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA
696,"49","D","USA","Sauerbrunn","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,"49","D","USA","Sauerbrunn","passes.f.c","A3C",NA,NA,"F","ENG","Taylor","challenged","D3C",NA,NA,NA,NA,NA,NA,NA,NA
698,"49","M","USA","Horan",NA,NA,NA,NA,"F","ENG","Taylor",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA
699,"49","M","USA","Brian","shots.blocked","A3C",NA,"free.kick","F","ENG","Duggan","blocks","D3C",NA,NA,NA,NA,NA,NA,NA,NA
699,"49",NA,NA,NA,NA,NA,NA,NA,"GK","ENG","Bardsley","gk.loose.balls.won","D6","caught",NA,NA,NA,NA,NA,NA,NA
699,"49",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,"49","M","USA","Brian","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,"49","M","USA","Brian","passes.f.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"50","F","USA","Pugh","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"50","F","USA","Pugh","movement","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"50","F","USA","Pugh","passes.f.c","DM3L","DM3L",NA,"M","ENG","Williams","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
704,"50",NA,NA,NA,NA,NA,NA,NA,"M","ENG","Williams","blocks","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
705,"50","F","USA","Pugh","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"50","F","USA","Pugh","passes.b.c","DM3L","D3L",NA,"M","ENG","Williams","challenged","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
707,"50","D","USA","Klingenberg","passes.f.c","D3L","D3L",NA,"F","ENG","Taylor","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
708,"50","M","USA","Brian","passes.b.c","D3L","D3L",NA,"M","ENG","Scott","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
708,"50",NA,NA,NA,NA,NA,NA,NA,"F","ENG","Duggan","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
709,"50","D","USA","Sauerbrunn","passes.s.c","D3L","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"50","D","USA","Sonnett","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"50","M","USA","Horan","passes.f.c","D3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,"50","D","USA","O'Hara","passes.f","AM3R",NA,NA,"M","ENG","Stokes","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
712,"50",NA,NA,NA,NA,NA,NA,NA,"D","ENG","Greenwood","interceptions","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
713,"50","D","ENG","Greenwood","passes.f.c","DM3L","DM3L",NA,"M","USA","Heath","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
713,"50",NA,NA,NA,NA,NA,NA,NA,"M","USA","Horan","blocks","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
714,"50","M","ENG","Stokes","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,"50","M","ENG","Stokes","movement","DM3L","AM3L",NA,"M","USA","Horan","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
716,"50","M","ENG","Stokes","passes.f.c","AM3L","AM3L",NA,"M","USA","Horan","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
717,"50","F","ENG","Duggan","passes.b.c","AM3L","DM3L",NA,"M","USA","Brian","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
718,"50","M","ENG","Nobbs","passes.b.c","DM3L","DM3L",NA,"F","USA","Lloyd","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
719,"50","D","ENG","Flaherty","passes.f.c","DM3L",NA,NA,"F","USA","Lloyd","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
720,"50","D","ENG","Greenwood",NA,NA,NA,NA,"M","USA","Heath",NA,"AM3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA,NA,NA
721,"51","D","ENG","Greenwood","passes.f","AM3L",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,"51",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,"51","F","ENG","Taylor","aerial.lost","A3C",NA,NA,"D","USA","Klingenberg","aerial.lost","D3C",NA,NA,NA,NA,NA,NA,NA,NA
723,"51","D","ENG","Bronze","passes.b.c","A18","A3R",NA,"F","USA","Pugh","challenged","D18",NA,NA,NA,NA,NA,NA,NA,NA
724,"51","M","ENG","Scott","take.on.lost","A3R",NA,NA,"F","USA","Pugh","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA,NA
725,"51","M","USA","Brian","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,"51","M","USA","Brian","lost.touch","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,"51","M","ENG","Williams","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,"51","M","ENG","Williams","passes.f","A3R",NA,NA,"D","USA","Sauerbrunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
728,"51",NA,NA,NA,NA,NA,NA,NA,"D","USA","Sauerbrunn","blocks","D3L",NA,NA,NA,NA,NA,NA,NA,NA
728,"51",NA,NA,NA,NA,NA,NA,NA,"M","USA","Heath","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"51","M","USA","Brian","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,"51","M","USA","Brian","passes.f","D3L",NA,NA,"M","ENG","Scott","pressured","A3R",NA,NA,NA,NA,NA,NA,NA,NA
730,"51",NA,NA,NA,NA,NA,NA,NA,"D","ENG","Bronze","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
731,"51","D","ENG","Bronze","passes.f.c","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"51","M","ENG","Williams","passes.f","A3R",NA,"flick.on","F","USA","Pugh","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
732,"51",NA,NA,NA,NA,NA,NA,NA,"D","USA","Klingenberg","ball.shield","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
733,"52","D","USA","Klingenberg","passes.f","D3L",NA,"throw.in","D","ENG","Bronze","interceptions","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
734,"52","D","ENG","Bronze","passes.f.c","AM3R","AM3R","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,"52","F","ENG","Taylor","passes.b.c","AM3R","AM3R","lay.off","F","USA","Pugh","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
736,"52","M","ENG","Scott","passes.s.c","AM3R","AM3R",NA,"F","USA","Pugh","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
737,"52","M","ENG","Williams","passes.f","AM3R",NA,NA,"F","USA","Pugh","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
738,"52","F","ENG","Duggan","aerial.lost",NA,NA,NA,"D","USA","Sauerbrunn","aerial.won","D3L",NA,NA,NA,NA,NA,NA,NA,NA
739,"52","M","ENG","Williams","aerial.lost",NA,NA,NA,"M","USA","Brian","aerial.won","D3L",NA,NA,"fouls.conceded",NA,"fouls.won",NA,NA,NA
740,"52","D","USA","Klingenberg","passes.b.c","D3L","D6","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,"52","GK","USA","Solo","passes.f.c","D6","DM3C","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,"52","F","USA","Lloyd","aerial.won","DM3C",NA,NA,"M","ENG","Nobbs","aerial.lost","AM3C",NA,NA,NA,NA,NA,NA,NA,NA
743,"52","D","ENG","Flaherty","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"52","D","ENG","Flaherty","passes.f.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,"52","M","ENG","Williams","passes.f","AM3R",NA,"flick.on","GK","USA","Solo","gk.loose.balls.won","D18","caught",NA,NA,NA,NA,NA,NA,NA
746,"53","GK","USA","Solo","passes.f.c","D18","D3R","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,"53","D","USA","O'Hara","passes.b.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"53","D","USA","Sonnett","passes.f.c","D3R","D3C",NA,"F","ENG","Taylor","pressured","A3L",NA,NA,NA,NA,NA,NA,NA,NA
749,"53","M","USA","Horan","passes.s.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,"53","M","USA","Brian","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,"53","M","USA","Brian","passes.b.c","DM3L","D3C",NA,"F","ENG","Duggan","challenged","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
752,"53","D","USA","Sauerbrunn","passes.s.c","D3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,"53","D","USA","Sonnett","passes.f.c","DM3R","AM3R",NA,"F","ENG","Taylor","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
754,"53","M","USA","Heath","passes.b.c","AM3R","AM3C",NA,"M","ENG","Stokes","challenged","DM3L",NA,NA,NA,NA,NA,NA,NA,NA
755,"53","M","USA","Horan","passes.s.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,"53","M","USA","Brian","passes.f.c","AM3L","A3L",NA,"M","ENG","Scott","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
757,"53","F","USA","Pugh","take.on.lost","A3L",NA,NA,"D","ENG","Bronze",NA,NA,NA,NA,"fouls.conceded",NA,"fouls.won",NA,NA,NA
758,"54","D","ENG","Houghton","passes.f","DM3R",NA,"free.kick","D","USA","Klingenberg","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA,NA
758,"54",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,"54","F","ENG","Taylor","aerial.lost",NA,NA,NA,"D","USA","Klingenberg","aerial.won","D3L",NA,NA,NA,NA,NA,NA,NA,NA
760,"54","D","ENG","Bronze","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,"54","D","ENG","Bronze","passes.f","A3R",NA,NA,"D","USA","Klingenberg","clearances","D3L",NA,NA,NA,"out.of.bounds.kept.poss",NA,NA,NA,NA
761,"54",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,"54","D","ENG","Bronze","passes.b.c","A3R","A3R",NA,"F","USA","Lloyd","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
763,"54","M","ENG","Nobbs","passes.f","A3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,"54","GK","USA","Solo","recoveries","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,"54","GK","USA","Solo","passes.f.c","D6","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,"54","D","USA","O'Hara","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,"54","M","USA","Horan","passes.s.c","DM3R","DM3R",NA,"M","ENG","Scott","challenged","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
768,"54","M","USA","Brian","passes.f.c","DM3R","A18","through","M","ENG","Scott","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
769,"54","F","USA","Morgan","shots.stopped.by.gk","A18",NA,NA,"D","ENG","Flaherty","challenged","D18",NA,NA,NA,NA,NA,NA,NA,NA
769,"54",NA,NA,NA,NA,NA,NA,NA,"GK","ENG","Bardsley","gk.s.o.g.stop","D6","caught","diving",NA,NA,NA,NA,NA,NA
769,"55",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,"55","M","ENG","Nobbs","passes.s.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,"55","M","ENG","Williams","passes.f","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,"55","D","USA","Klingenberg","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,"55","D","USA","Klingenberg","take.on.won","D3L",NA,NA,"F","ENG","Duggan","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA,NA
774,"55","D","USA","Klingenberg","passes.f.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,"55","M","USA","Brian","passes.f.c","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"55","F","USA","Lloyd","passes.s.c","DM3L","DM3L",NA,"M","ENG","Nobbs","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
776,"55",NA,NA,NA,NA,NA,NA,NA,"M","ENG","Williams","blocks","AM3R",NA,NA,NA,"out.of.bounds.kept.poss",NA,NA,NA,NA
777,"55","D","USA","Klingenberg","passes.f.c","DM3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,"55","F","USA","Lloyd","lost.touch","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,"55","D","USA","Klingenberg","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"55","D","USA","Klingenberg","passes.f.c","DM3L","DM3L",NA,"F","ENG","Taylor","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
780,"55",NA,NA,NA,NA,NA,NA,NA,"F","ENG","Taylor","blocks","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
781,"55","F","USA","Lloyd","lost.touch","DM3L",NA,NA,"M","ENG","Nobbs","challenged","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
782,"55","M","ENG","Scott","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,"55","M","ENG","Scott","passes.b.c","DM3R","DM3R",NA,"F","USA","Pugh","challenged","AM3L",NA,NA,NA,NA,NA,NA,NA,NA
784,"55","D","ENG","Bronze","passes.f","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,"55","D","USA","Sauerbrunn","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,"55","D","USA","Sauerbrunn","take.on.won","D3L",NA,NA,"F","ENG","Taylor","dribbled.turned","A3R",NA,NA,NA,NA,NA,NA,NA,NA
787,"55","D","USA","Sauerbrunn","passes.f.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,"55","F","USA","Pugh","passes.s.c","D3L","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,"55","M","USA","Brian","take.on.won","D3L",NA,NA,"M","ENG","Scott","dribbled.tackles.missed","A3R",NA,NA,NA,NA,NA,NA,NA,NA
790,"55","M","USA","Brian","passes.f.c","D3L","DM3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,"55","F","USA","Lloyd","passes.b.c","DM3L","DM3L","lay.off","M","ENG","Nobbs","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA,NA
792,"56","F","USA","Pugh","lost.touch","DM3L",NA,NA,"D","ENG","Bronze","clearances","DM3R",NA,NA,NA,NA,NA,NA,NA,NA
793,"56","D","USA","O'Hara","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,"56","D","USA","O'Hara","movement","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,"56","D","USA","O'Hara","passes.f","A3R",NA,NA,"M","ENG","Stokes","pressured","D3L",NA,NA,NA,NA,NA,NA,NA,NA
795,"56",NA,NA,NA,NA,NA,NA,NA,"D","ENG","Greenwood","interceptions","D3L",NA,NA,NA,NA,NA,NA,NA,NA
796,"56","D","ENG","Greenwood","passes.f","D3L",NA,NA,"M","USA","Heath","challenged","A3R",NA,NA,NA,NA,NA,NA,NA,NA
796,"56",NA,NA,NA,NA,NA,NA,NA,"M","USA","Horan","interceptions","A3R",NA,NA,NA,NA,NA,NA,NA,NA
