"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
36,"4",NA,"USA","Engen","passes.b.c","D3C","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"4","GK","USA","Solo","passes.f.c","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"4",NA,"USA","Mewis","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"4",NA,"USA","Sauerbrunn","passes.b.c","D3L","D3C",NA,NA,"GER","Maier","pressured","A3R",NA,NA,NA,NA,NA,NA
40,"4",NA,"USA","Mewis","passes.f","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"4",NA,"USA","Engen",NA,"DM3R",NA,NA,NA,"GER","Mittag",NA,"AM3L",NA,NA,"fouls.conceded",NA,"fouls.won",NA
41,"4",NA,"GER","Behringer","passes.f","AM3L","A18","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"4",NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"4",NA,"GER","Marozsan","aerial.won","A18",NA,NA,NA,"USA","Mewis","aerial.lost","D18",NA,NA,NA,NA,NA,NA
43,"4",NA,"GER","Marozsan","passes.f","A18","A6","headed",NA,"USA","Mewis","challenged","D18",NA,NA,NA,NA,NA,NA
43,"4",NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
44,"4",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"5",NA,"USA","Sauerbrunn","passes.f.c","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"5",NA,"USA","Mewis","dispossessed","DM3L",NA,NA,NA,"GER","Marozsan","tackles.ball.won","AM3R",NA,NA,NA,NA,NA,NA
47,"5",NA,"GER","Marozsan","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"5",NA,"GER","Maier","passes.b.c","AM3R","AM3R",NA,NA,"USA","Dunn","challenged","DM3L",NA,NA,NA,NA,NA,NA
49,"5",NA,"GER","Marozsan","passes.f.c","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"5",NA,"GER","Mittag","passes.b.c","A3R","AM3C","lay.off",NA,"USA","Brian","pressured","DM3C",NA,NA,NA,NA,NA,NA
51,"5",NA,"GER","Behringer","take.on.won","AM3C",NA,NA,NA,"USA","Press","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA
52,"5",NA,"GER","Behringer","passes.f.c","AM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"5",NA,"GER","Kerschowski","lost.touch","A3L","A3L",NA,NA,"USA","Krieger","challenged","D3R",NA,NA,NA,NA,NA,NA
53,"5",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Press","challenged","D3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
54,"5",NA,"USA","Krieger","passes.f","D3R",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"5",NA,"USA","Press","aerial.lost","D3R","D3R",NA,NA,"GER","Kerschowski","aerial.won","A3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
56,"6",NA,"GER","Kemme","passes.s.c","A3L","A3L","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"6",NA,"GER","Popp","passes.f.c","A3L","A3C",NA,NA,"USA","Sauerbrunn","challenged","D3R",NA,NA,NA,NA,NA,NA
57,"6",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Krieger","clearances","D3R",NA,NA,NA,NA,NA,NA
58,"6",NA,"GER","Marozsan","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"6",NA,"GER","Marozsan","passes.f.c","A3C","A3L","headed",NA,"USA","Lloyd","pressured","D3C",NA,NA,NA,NA,NA,NA
60,"6",NA,"GER","Mittag","dispossessed","A3L",NA,NA,NA,"USA","Engen","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA
61,"6",NA,"USA","Brian","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"6",NA,"USA","Brian","take.on.won","D3R",NA,NA,NA,"GER","Behringer","dribbled.tackles.missed","A3L",NA,NA,NA,NA,NA,NA
63,"6",NA,"USA","Brian","passes.f.c","D3C","DM3C",NA,NA,"GER","Popp","challenged","A3C",NA,NA,NA,NA,NA,NA
64,"6",NA,"USA","Lloyd","movement","DM3C","AM3C",NA,NA,"GER","Maier","challenged","AM3C",NA,NA,NA,NA,NA,NA
65,"6",NA,"USA","Lloyd","passes.f.c","AM3C","A3L",NA,NA,"GER","Kemme","challenged","DM3C",NA,NA,NA,NA,NA,NA
66,"6",NA,"USA","Morgan","take.on.won","A3L",NA,NA,NA,"GER","Peter","dribbled.out.run","D3R",NA,NA,NA,NA,NA,NA
67,"6",NA,"USA","Morgan","movement","A3L","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"6",NA,"USA","Morgan","passes.f","A18","A6","corner.crosses",NA,"GER","Peter","pressured","D18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
69,"6","GK","GER","Schult","passes.f.c","D6","D3L","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"6",NA,"GER","Kemme","passes.f.c","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"6",NA,"GER","Kerschowski","aerial.won","DM3L",NA,NA,NA,"USA","Krieger","aerial.lost","AM3R",NA,NA,NA,NA,NA,NA
72,"6",NA,"GER","Marozsan","clearances","D3L",NA,NA,NA,"USA","Brian","challenged","A3R",NA,NA,NA,NA,NA,NA
73,"6",NA,"GER","Popp","aerial.won","AM3L",NA,NA,NA,"USA","Engen","aerial.lost","DM3R",NA,NA,NA,NA,NA,NA
74,"6",NA,"GER","Popp","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"6",NA,"GER","Popp","lost.touch","A18",NA,NA,NA,"USA","Sauerbrunn","dispossess.lost.touch","D18",NA,NA,NA,NA,NA,NA
76,"6",NA,"USA","Sauerbrunn","clearances","D3R","D3R",NA,NA,"GER","Popp","pressured","A3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
77,"7",NA,"GER","Kerschowski","passes.s.c","A3L","A18","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"7",NA,"GER","Popp","aerial.won","A18","A6",NA,NA,"USA","Krieger","aerial.lost","D18",NA,NA,NA,NA,NA,NA
78,"7",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Engen","clearances","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
79,"7",NA,"GER","Behringer","passes.s.c","A3L","A18","corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"7",NA,"GER","Marozsan","movement","A18","A3R",NA,NA,"USA","Krieger","pressured","D18",NA,NA,NA,NA,NA,NA
81,"7",NA,"GER","Marozsan","passes.b.c","A3R","A3R",NA,NA,"USA","Krieger","pressured","D3L",NA,NA,NA,NA,NA,NA
81,"7",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Brian","pressured","D3L",NA,NA,NA,NA,NA,NA
82,"8",NA,"GER","Maier","passes.f.c","A3R","AM3R","corner.crosses",NA,"USA","Brian","pressured","D3L",NA,NA,NA,NA,NA,NA
82,"8",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Lloyd","clearances","D18",NA,NA,NA,NA,NA,NA
83,"8",NA,"GER","Maier","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"8",NA,"GER","Maier","passes.b.c","AM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"8",NA,"GER","Peter","passes.s.c","DM3R","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,"8",NA,"GER","Behringer","passes.f","AM3L","A3L",NA,NA,"USA","Press","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
87,"8",NA,"USA","Krieger","passes.f","DM3R",NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"8",NA,"USA","Lloyd","aerial.lost","DM3R",NA,NA,NA,"GER","Kemme","aerial.won","AM3L",NA,NA,NA,NA,NA,NA
89,"8",NA,"GER","Marozsan","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"8",NA,"GER","Marozsan","movement","AM3L","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"8",NA,"GER","Marozsan","passes.s.c","AM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"8",NA,"GER","Maier","passes.f","AM3R","AR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
93,"9","GK","USA","Solo","passes.f.c","D6","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"9",NA,"USA","Engen","passes.b.c","D18","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"9","GK","USA","Solo","passes.f.c","D6","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"9",NA,"USA","Mewis","passes.f.c","D3C","D3L",NA,NA,"GER","Mittag","pressured","A3C",NA,NA,NA,NA,NA,NA
97,"9",NA,"USA","Sauerbrunn","passes.f.c","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"9",NA,"USA","Dunn","passes.f","DM3L",NA,"flick.on",NA,"GER","Behringer","challenged","AM3R",NA,NA,NA,NA,NA,NA
98,"9",NA,NA,NA,NA,NA,NA,NA,NA,"GER","Maier","interceptions","DM3R",NA,NA,NA,NA,NA,NA
99,"9",NA,"GER","Maier","lost.touch","AM3R",NA,NA,NA,"USA","Lloyd","challenged","DM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
100,"9",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"9",NA,"USA","Brian","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"9",NA,"USA","Lloyd","take.on.won","AM3L",NA,NA,NA,"GER","Maier","dribbled.turned","DM3R",NA,NA,NA,NA,NA,NA
103,"9",NA,"USA","Lloyd","passes.f.c","AM3L","A18","launch",NA,"GER","Maier","challenged","DM3R",NA,NA,NA,NA,NA,NA
103,"9",NA,NA,NA,NA,NA,NA,NA,NA,"GER","Behringer","pressured","DM3R",NA,NA,NA,NA,NA,NA
104,"9",NA,"USA","Morgan","dispossessed","A18","A3L",NA,NA,"GER","Peter","tackles.ball.away","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
105,"10",NA,"USA","Brian","passes.s","A3L",NA,"corner.kick",NA,"GER","Maier","blocks","D3R",NA,NA,NA,NA,NA,NA
106,"10",NA,"GER","Mittag","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"10",NA,"GER","Mittag","lost.touch","D18",NA,NA,NA,"USA","Press","dispossess.lost.touch","A18",NA,NA,NA,NA,NA,NA
108,"10",NA,"USA","Press","passes.b.c","A18","A3L",NA,NA,"GER","Mittag","pressured","D18",NA,NA,NA,NA,NA,NA
109,"10",NA,"USA","Klingenberg","passes.f","A3L",NA,"corner.crosses","GK","GER","Schult","gk.high.balls.won","D6","caught",NA,NA,NA,NA,NA
110,"10","GK","GER","Schult","passes.f","D6",NA,"gk.drop.kick",NA,"USA","Krieger","clearances","DM3R",NA,NA,NA,NA,NA,NA
111,"10",NA,"GER","Marozsan","lost.touch","AM3L",NA,NA,NA,"USA","Mewis","dispossess.lost.touch","DM3R",NA,NA,NA,NA,NA,NA
112,"10",NA,"USA","Mewis","passes.b.c","DM3R","D3R",NA,NA,"GER","Marozsan","challenged","AM3L",NA,NA,NA,NA,NA,NA
113,"10",NA,"USA","Krieger","passes.f.c","D3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"10",NA,"USA","Brian","passes.s.c","DM3C","DM3R",NA,NA,"GER","Behringer","challenged","AM3C",NA,NA,NA,NA,NA,NA
115,"10",NA,"USA","Mewis","passes.f.c","DM3R","AM3R",NA,NA,"GER","Kerschowski","pressured","AM3L",NA,NA,NA,NA,NA,NA
116,"10",NA,"USA","Press","passes.b.c","AM3R","DM3R",NA,NA,"GER","Kerschowski","pressured","DM3L",NA,NA,NA,NA,NA,NA
116,"10",NA,NA,NA,NA,NA,NA,NA,NA,"GER","Kemme","pressured","DM3L",NA,NA,NA,NA,NA,NA
117,"10",NA,"USA","Krieger","passes.b.c","DM3R","DM3R",NA,NA,"GER","Kerschowski","pressured","AM3L",NA,NA,NA,NA,NA,NA
118,"10",NA,"USA","Engen","passes.f.c","DM3R","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"10",NA,"USA","Sauerbrunn","passes.b.c","DM3L","D3C",NA,NA,"GER","Maier","pressured","AM3R",NA,NA,NA,NA,NA,NA
120,"10",NA,"USA","Engen","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"10",NA,"USA","Engen","passes.f.c","DM3C","A3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"10",NA,NA,NA,NA,NA,NA,"through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"11",NA,"USA","Press","movement","A3R","A18",NA,NA,"GER","Kemme","pressured","D3L",NA,NA,NA,NA,NA,NA
123,"11",NA,"USA","Press","take.on.won","A18",NA,NA,NA,"GER","Kemme","dribbled.turned","D18",NA,NA,NA,NA,NA,NA
124,"11",NA,"USA","Press","shots.stopped.by.gk","A18",NA,NA,NA,"GER","Kemme","pressured","D18",NA,NA,NA,NA,NA,NA
124,"11",NA,NA,NA,NA,NA,NA,NA,"GK","GER","Schult","gk.s.o.g.stop","D6","caught","diving",NA,NA,NA,NA
125,"11","GK","GER","Schult","passes.f.c","D18","AM3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"11",NA,"GER","Kerschowski","aerial.won","AM3L",NA,NA,NA,"USA","Krieger","aerial.lost","DM3R",NA,NA,NA,NA,NA,NA
127,"11",NA,"USA","Engen","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"11",NA,"USA","Engen","passes.f.c","DM3R","AM3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"11",NA,"USA","Lloyd","aerial.won","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"11",NA,"GER","Peter","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"11",NA,"GER","Peter","passes.f","DM3C",NA,NA,NA,"USA","Brian","blocks","DM3C",NA,NA,NA,NA,NA,NA
132,"11",NA,"GER","Mittag","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"11",NA,"GER","Mittag","passes.s","AM3C",NA,NA,NA,"USA","Sauerbrunn","pressured","DM3C",NA,NA,NA,NA,NA,NA
133,"11",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Krieger","interceptions","DM3R",NA,NA,NA,NA,NA,NA
134,"11",NA,"USA","Krieger","movement","DM3R","AM3R",NA,NA,"GER","Mittag","pressured","DM3L",NA,NA,NA,NA,NA,NA
135,"11",NA,"USA","Krieger","passes.f.c","AM3R","AM3C",NA,NA,"GER","Mittag","challenged","DM3L",NA,NA,NA,NA,NA,NA
135,"11",NA,"USA","Lloyd",NA,"AM3C",NA,NA,NA,"GER","Bartusiak",NA,"DM3C",NA,NA,"fouls.won",NA,"fouls.conceded",NA
136,"12",NA,"USA","Sauerbrunn","passes.f","AM3C",NA,"free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"12",NA,NA,NA,NA,NA,NA,"launch","GK","GER","Schult","gk.high.balls.won","D18","caught",NA,NA,NA,NA,NA
137,"12",NA,"USA","Engen","aerial.lost","A18",NA,NA,"GK","GER","Schult","aerial.won","D18",NA,NA,NA,NA,NA,NA
138,"12","GK","GER","Schult","passes.f.c","D18","AM3R","gk.drop.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"12",NA,"GER","Blasse","passes.f","AM3R","AM3R","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"12",NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
140,"12",NA,"USA","Klingenberg","passes.f.c","DM3L","DM3L","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"12",NA,"USA","Morgan","passes.f.c","DM3L","AM3L","headed",NA,"GER","Peter","challenged","AM3R",NA,NA,NA,NA,NA,NA
141,"12",NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"12",NA,"USA","Dunn","take.on.lost","AM3L",NA,NA,NA,"GER","Maier","tackles.ball.away","DM3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
143,"12",NA,"USA","Klingenberg","passes.f.c","AM3L","A3L","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"12",NA,"USA","Morgan","lost.touch","A3L",NA,NA,NA,"GER","Peter","challenged","D3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
145,"13",NA,"GER","Maier","passes.f.c","D3R","D3R","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"13",NA,"GER","Mittag","passes.b.c","D3R","D3R",NA,NA,"USA","Dunn","challenged","A3L",NA,NA,NA,NA,NA,NA
147,"13",NA,"GER","Maier","passes.b","D3R","D3R",NA,NA,"USA","Morgan","challenged","A3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
148,"13",NA,"USA","Sauerbrunn","passes.f","A3L",NA,"through",NA,"GER","Maier","interceptions","D18",NA,NA,NA,NA,NA,NA
149,"13",NA,"GER","Maier","passes.f.c","D18","D3R","headed",NA,"USA","Mewis","pressured","A18",NA,NA,NA,NA,NA,NA
150,"13",NA,"GER","Blasse","passes.f.c","D3R","D3R",NA,NA,"USA","Dunn","challenged","A3L",NA,NA,NA,NA,NA,NA
150,"13",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Sauerbrunn","blocks","A3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
151,"13",NA,"GER","Maier","passes.f.c","D3R","D3R","through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"13",NA,"GER","Marozsan","clearances","D3R",NA,NA,NA,"USA","Mewis","challenged","A3L",NA,NA,NA,NA,NA,NA
153,"13",NA,"GER","Popp","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"13",NA,"GER","Popp","passes.b.c","DM3R","D3R",NA,NA,"USA","Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA
155,"13",NA,"GER","Maier","passes.f.c","D3R","DM3R",NA,NA,"USA","Dunn","pressured","A3L",NA,NA,NA,NA,NA,NA
156,"13",NA,"GER","Blasse","passes.b","DM3R",NA,"lay.off",NA,"USA","Klingenberg","pressured","AM3L",NA,NA,NA,NA,NA,NA
156,"13",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Dunn","interceptions","AM3L",NA,NA,NA,NA,NA,NA
157,"13",NA,"USA","Dunn","passes.f.c","AM3L","A3L",NA,NA,"GER","Maier","challenged","DM3R",NA,NA,NA,NA,NA,NA
158,"13",NA,"USA","Morgan","passes.f","A3L",NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"14",NA,"GER","Peter","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"14",NA,"GER","Peter","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"14","GK","GER","Schult","passes.f","D18",NA,"launch",NA,"USA","Brian","interceptions","AM3L",NA,NA,NA,NA,NA,NA
162,"14",NA,"USA","Brian","passes.f.c","AM3L","A3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,"14",NA,"USA","Morgan","passes.b.c","A3L","AM3L",NA,NA,"GER","Maier","pressured","D3R",NA,NA,NA,NA,NA,NA
164,"14",NA,"USA","Mewis","passes.f.c","AM3L","A3L",NA,NA,"GER","Popp","pressured","DM3R",NA,NA,NA,NA,NA,NA
165,"14",NA,"USA","Dunn","passes.f","A3L",NA,"corner.crosses",NA,"GER","Peter","blocks","D3R",NA,NA,NA,NA,NA,NA
