"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
106,"10",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"10","D","USA","Sauerbrunn","passes.s.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"10","M","USA","Horan","movement","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"10","M","USA","Horan","passes.s.c","DM3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"10","D","USA","Johnston","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"10","D","USA","Krieger","passes.s.c","DM3R","DM3R",NA,"F","CRC","Barrantes","pressured","AM3L",NA,NA,NA,NA,NA,NA
112,"10","M","USA","Horan","passes.f.c","DM3R","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"10","M","USA","Lloyd","passes.b.c","AM3C","DM3C",NA,"F","CRC","Venegas","pressured","DM3C",NA,NA,NA,NA,NA,NA
114,"10","M","USA","Horan","passes.b.c","DM3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"11","D","USA","Sauerbrunn","passes.f.c","DM3L","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"11","M","USA","Brian","passes.b.c","AM3C","DM3L",NA,"M","CRC","S. Cruz","pressured","DM3C",NA,NA,NA,NA,NA,NA
117,"11","D","USA","Sauerbrunn","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"11","M","USA","Heath","passes.f","AM3L",NA,NA,"F","CRC","Herrera","pressured","DM3R",NA,NA,NA,NA,NA,NA
118,"11",NA,NA,NA,NA,NA,NA,NA,"M","CRC","Alvarado","interceptions","D3R",NA,NA,NA,NA,NA,NA
119,"11","M","CRC","Alvarado","passes.b.c","D3R","D3R",NA,"D","USA","Klingenberg","pressured","A3L",NA,NA,NA,NA,NA,NA
120,"11","D","CRC","Acosta","passes.f.c","D3R","DM3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"11","M","CRC","S. Cruz","passes.f.c","DM3R","DM3R",NA,"M","USA","Brian","pressured","AM3L",NA,NA,NA,NA,NA,NA
122,"11","F","CRC","Herrera","passes.b.c","DM3R","DM3R",NA,"D","USA","Sauerbrunn","challenged","AM3L",NA,NA,NA,NA,NA,NA
122,"11",NA,NA,NA,NA,NA,NA,NA,"M","USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
123,"11","D","CRC","Saenz","passes.s.c","DM3R","DM3C",NA,"M","USA","Lloyd","pressured","AM3L",NA,NA,NA,NA,NA,NA
124,"11","D","CRC","Acosta",NA,"DM3C",NA,NA,"F","USA","Dunn",NA,"AM3C",NA,NA,"fouls.won",NA,"fouls.conceded",NA
125,"11","D","CRC","Acosta","passes.b.c","DM3C","D3R","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"11","D","CRC","Saenz","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"11","GK","CRC","Diaz","passes.f.c","D18","DM3C","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"11","M","CRC","S. Cruz","aerial.won","DM3C",NA,NA,"M","USA","Horan","aerial.lost","AM3C",NA,NA,NA,NA,NA,NA
129,"11","M","CRC","Rodriguez","lost.touch","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"11","M","USA","Horan","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"11","M","USA","Horan","passes.f.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"12","M","USA","Lloyd","passes.s.c","AM3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"12","F","USA","Morgan","passes.f.c","A3C","A3L","through","D","CRC","Acosta","pressured","D3C",NA,NA,NA,NA,NA,NA
134,"12","M","USA","Heath","passes.s","A3L",NA,"corner.crosses","D","CRC","Saenz","blocks","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
135,"12","M","USA","Brian","passes.s","A3L",NA,"corner.kick","M","CRC","Rodriguez","clearances","D18",NA,NA,NA,NA,NA,NA
136,"12","M","CRC","S. Cruz","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"12","M","CRC","S. Cruz","dispossessed","DM3L",NA,NA,"M","USA","Lloyd","dispossessed","AM3R",NA,NA,NA,NA,NA,NA
137,"12",NA,NA,NA,NA,NA,NA,NA,"D","USA","Krieger","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
138,"12","M","USA","Lloyd","lost.touch","A3R",NA,NA,"F","CRC","Barrantes","pressured","D3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
139,"13","D","CRC","D. Cruz","passes.f.c","DM3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"13","F","CRC","Venegas","dispossessed","DM3L",NA,NA,"D","USA","Krieger","dispossessed","AM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
141,"13","D","USA","Krieger","passes.b.c","AM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"13","D","USA","Johnston","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"13","D","USA","Johnston","passes.f","AM3R",NA,"launch","D","CRC","Saenz","interceptions","D3R",NA,NA,NA,NA,NA,NA
144,"13","D","CRC","Saenz","passes.f","D3R",NA,NA,"M","USA","Horan","blocks","AM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
145,"13","D","CRC","Saenz","passes.f.c","DM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"13","M","CRC","S. Cruz","passes.s.c","DM3R","DM3C",NA,"M","USA","Horan","pressured","AM3L",NA,NA,NA,NA,NA,NA
147,"13","M","CRC","Rodriguez","passes.b.c","DM3C","DM3C",NA,"F","USA","Dunn","pressured","AM3C",NA,NA,NA,NA,NA,NA
147,"13",NA,NA,NA,NA,NA,NA,NA,"M","USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA
148,"13","M","CRC","S. Cruz","passes.s.c","DM3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"13","D","CRC","D. Cruz","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"13","D","CRC","D. Cruz","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"13","F","CRC","Venegas","passes.s.c","AM3L","AM3L",NA,"D","USA","Johnston","pressured","DM3R",NA,NA,NA,NA,NA,NA
152,"13","F","CRC","Barrantes","passes.b","AM3L",NA,NA,"M","USA","Lloyd","interceptions","DM3R",NA,NA,NA,NA,NA,NA
153,"13","M","USA","Lloyd","passes.b.c","DM3R","DM3R",NA,"D","CRC","D. Cruz","challenged","AM3L",NA,NA,NA,NA,NA,NA
154,"14","F","USA","Dunn","passes.b.c","DM3R","D3R",NA,"F","CRC","Barrantes","pressured","AM3L",NA,NA,NA,NA,NA,NA
155,"14","D","USA","Krieger","passes.b.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,"14","D","USA","Johnston","passes.s.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"14","D","USA","Sauerbrunn","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"14","D","USA","Sauerbrunn","passes.s.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"14","D","USA","Johnston","passes.s.c","DM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"14","D","USA","Sauerbrunn","passes.f","AM3L","A3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
161,"14","D","CRC","Saenz","passes.f","D3R",NA,"throw.in","M","USA","Heath","interceptions","A3L",NA,NA,NA,NA,NA,NA
162,"14","M","USA","Heath","passes.s.c","A3L","A3L",NA,"F","CRC","Herrera","pressured","D3R",NA,NA,NA,NA,NA,NA
162,"14",NA,NA,NA,NA,NA,NA,NA,"M","CRC","S. Cruz","pressured",NA,NA,NA,NA,NA,NA,NA
163,"14","M","USA","Lloyd","dispossessed","A3L",NA,NA,"M","CRC","S. Cruz","dispossessed","D3R",NA,NA,NA,NA,NA,NA
164,"14","M","USA","Brian","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,"14","M","USA","Brian","passes.b.c","A3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"14","M","USA","Horan","passes.b.c","AM3L","DM3L",NA,"M","CRC","S. Cruz","challenged","DM3R",NA,NA,NA,NA,NA,NA
167,"14","D","USA","Sauerbrunn","passes.s.c","DM3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"14","D","USA","Johnston","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"14","D","USA","Krieger","passes.b.c","AM3R","AM3R",NA,"F","CRC","Venegas","pressured","DM3L",NA,NA,NA,NA,NA,NA
170,"15","M","USA","Horan","passes.f.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"15","M","USA","Brian","passes.b.c","AM3R","DM3R",NA,"M","CRC","Alvarado","pressured","DM3L",NA,NA,NA,NA,NA,NA
172,"15","D","USA","Johnston","passes.s.c","DM3R","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"15","D","USA","Sauerbrunn","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"15","M","USA","Heath","passes.f.c","AM3L","A3L",NA,"F","CRC","Herrera","pressured","DM3R",NA,NA,NA,NA,NA,NA
174,"15",NA,NA,NA,NA,NA,NA,NA,"D","CRC","Sanchez","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
175,"15","D","USA","Sauerbrunn","passes.s.c","A3L","A18","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
