"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","poss.player.disciplinary","poss.notes","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","def.player.disciplinary","def.notes","xG","poss.number","def.number"
"779","56","D","FCKC","Sauerbrunn","passes.f.c","AM3L",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"780","56","M","FCKC","Tymrak","lost.touch","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA,NA
"781","56","F","SRFC","Rapinoe","passes.b.c","DM3R",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"782","56","F","SRFC","Mathias","passes.s.c","DM3C",NA,NA,NA,NA,"D","FCKC","Moros","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"783","56","D","SRFC","Cox","passes.s.c","DM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"784","56","M","SRFC","Winters","passes.b.c","DM3C",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"785","56","D","SRFC","Barnes","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","56","M","SRFC","Little","take.on.won","AM3C",NA,NA,"fouls.won",NA,"D","FCKC","Lepeilbet",NA,NA,NA,NA,"fouls.conceded",NA,NA,NA,NA
"787","57",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","57","M","SRFC","Little","passes.s.c","AM3L",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"789","57","M","SRFC","Winters","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","57","F","SRFC","Rapinoe","passes.f","A3C","A18",NA,NA,"out.of.bounds.keep.poss","D","FCKC","Lepeilbet","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"790","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"791","57","D","SRFC","Cox","passes.s","A3L",NA,"throw.in",NA,NA,"M","FCKC","Buczkowski","blocks","D3R",NA,NA,NA,NA,NA,NA,NA
"791","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","O'Reilly","clearances","D3R",NA,NA,NA,NA,NA,NA,NA
"792","57","M","FCKC","Holiday","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","57","M","FCKC","Holiday","passes.f.c","D3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"794","58","F","FCKC","Rodriguez","passes.b.c","D3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"795","58","D","FCKC","Brown","passes.f.c","D3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","58","M","FCKC","O'Reilly","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","58","F","FCKC","Rodriguez","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","58","M","FCKC","O'Reilly","passes.f.c","DM3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"799","58","M","FCKC","Holiday","aerial.won","AM3R",NA,NA,NA,NA,"D","SRFC","Barnes","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"800","58","M","FCKC","Holiday","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","58","M","FCKC","Holiday","passes.b.c","A3R",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"802","58","M","FCKC","O'Reilly","passes.f.c","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","58","M","FCKC","Holiday","passes.b.c","A3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"804","58","M","FCKC","O'Reilly","passes.f.c","A3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"805","58","M","FCKC","Holiday","passes.s.c","A3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"806","58","M","FCKC","Buczkowski","passes.b","A3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","58","D","SRFC","Cox","passes.f.c","D3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","58","F","SRFC","Yanez","passes.b.c","DM3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","AM3R",NA,NA,NA,NA,NA,NA,NA
"809","58","D","SRFC","Cox","passes.f.c","D3L",NA,NA,NA,NA,"M","FCKC","O'Reilly","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"810","58","F","SRFC","Yanez","passes.b.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","58","M","SRFC","Fishlock","passes.f.c","DM3C",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","59","D","SRFC","Fletcher","passes.f.c","AM3R",NA,"through",NA,NA,"D","FCKC","Moros","pressured","DM3L",NA,NA,NA,NA,NA,NA,NA
"813","59","F","SRFC","Rapinoe","passes.f","A3R",NA,"through",NA,"out.of.bounds.keep.poss","D","FCKC","Sauerbrunn","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"813","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Buczkowski","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"813","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Buczkowski","clearances","D18",NA,NA,NA,NA,NA,NA,NA
"814","59","F","SRFC","Rapinoe","passes.s.c","A3R",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","59","D","SRFC","Fletcher","passes.s.c","A3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"816","59","F","SRFC","Rapinoe","passes.s.c","A3R",NA,NA,NA,NA,"M","FCKC","Tymrak","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"817","59","M","SRFC","Little","movement","A3R","A3C",NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"818","59","M","SRFC","Little","passes.f","A3C","A18","through",NA,NA,"M","FCKC","Buczkowski","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"818","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Lepeilbet","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
"819","59","D","FCKC","Lepeilbet","clearances","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","59","GK","SRFC","Solo","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","59","GK","SRFC","Solo","passes.f.c","D3C","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","59","D","SRFC","Barnes","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","59","D","SRFC","Barnes","passes.f","DM3L",NA,"launch",NA,NA,"D","FCKC","Lepeilbet","interceptions","D3R",NA,NA,NA,NA,NA,NA,NA
"824","59","D","FCKC","Lepeilbet","take.on.won","D3R",NA,NA,NA,NA,"F","SRFC","Mathias","dribbled.tackles.missed","A3L",NA,NA,NA,NA,NA,NA,NA
"825","59","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","59","D","FCKC","Brown","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","59","M","FCKC","Laddish","passes.b.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","59","D","FCKC","Brown","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"829","59","D","FCKC","Sauerbrunn","passes.s.c","D18",NA,NA,NA,NA,"M","SRFC","Little","pressured","A18",NA,NA,NA,NA,NA,NA,NA
"830","60","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"831","60","D","FCKC","Brown","take.on.won","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","dribbled.tackles.missed","A3L",NA,NA,NA,NA,NA,NA,NA
"832","60","D","FCKC","Brown","passes.f","D3R",NA,NA,NA,NA,"M","SRFC","Fishlock","interceptions","AM3L",NA,NA,NA,NA,NA,NA,NA
"833","60","M","SRFC","Fishlock","passes.b.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","60","D","SRFC","Barnes","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","60","F","SRFC","Rapinoe","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","60","M","SRFC","Little","passes.f.c","A3C",NA,NA,NA,NA,"D","FCKC","Lepeilbet","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"837","60","D","SRFC","Fletcher","passes.s","A3R",NA,"corner.crosses",NA,"out.of.bounds.lost.poss","D","FCKC","Moros","pressured","D3L",NA,NA,NA,NA,NA,NA,NA
"838","60","GK","FCKC","Barnhart","passes.f.c","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","60","D","FCKC","Brown","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"840","61","GK","FCKC","Barnhart","passes.f.c","D18","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","61","M","FCKC","Laddish","movement","DM3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","61","M","FCKC","Laddish","passes.b.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","61","D","FCKC","Lepeilbet","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","61","D","FCKC","Brown","passes.f.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"845","61","M","FCKC","Laddish","passes.f.c","DM3R",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"846","61","M","FCKC","O'Reilly","passes.b.c","DM3R",NA,NA,NA,NA,"D","SRFC","Cox","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"847","61","M","FCKC","Laddish","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","61","M","FCKC","Holiday","passes.s.c","DM3C",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"849","61","D","FCKC","Sauerbrunn","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","61","D","FCKC","Sauerbrunn","movement","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","61","D","FCKC","Sauerbrunn","passes.f.c","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","61","D","FCKC","Moros","passes.f.c","A3L","A3L",NA,NA,NA,"D","SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"853","61","M","FCKC","Tymrak","movement","A3L","A18",NA,NA,NA,"D","SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"854","61","M","FCKC","Tymrak","passes.s","A18",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","D18",NA,NA,NA,NA,NA,NA,NA
"854","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Fishlock","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"855","61","D","SRFC","Barnes","recoveries","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","61","D","SRFC","Barnes","clearances","A18",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","61","D","FCKC","Moros","passes.f.c","A3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","61","M","FCKC","Tymrak","passes.b.c","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"859","61","D","FCKC","Moros","passes.b.c","A3L",NA,NA,NA,NA,"M","SRFC","Winters","pressured","D3R",NA,NA,NA,NA,NA,NA,NA
"860","61","D","FCKC","Sauerbrunn","passes.s.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","61","D","FCKC","Lepeilbet","passes.f","AM3C",NA,NA,NA,NA,"D","SRFC","Barnes","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
"862","61","D","SRFC","Barnes","movement","D18","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","61","D","SRFC","Barnes","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","62","D","SRFC","Cox","passes.b.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","62","D","SRFC","Barnes","passes.f.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","62","F","SRFC","Yanez","passes.s.c","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","62","M","SRFC","Fishlock","passes.f","D3L",NA,NA,NA,NA,"M","FCKC","Holiday","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"867","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Laddish","blocks","A3R",NA,NA,NA,NA,NA,NA,NA
"868","62","D","SRFC","Barnes","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","62","D","SRFC","Barnes","passes.s.c","D3L",NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"870","62","D","SRFC","Corsie","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","62","F","SRFC","Rapinoe","take.on.won","DM3R",NA,NA,NA,NA,"M","FCKC","Tymrak","dribbled.turned","AM3L",NA,NA,NA,NA,NA,NA,NA
"872","62","F","SRFC","Rapinoe","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","62","F","SRFC","Rapinoe","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","62","M","SRFC","Little","passes.f","A3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"874","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","interceptions","D18",NA,NA,NA,NA,NA,NA,NA
"875","62","D","FCKC","Sauerbrunn","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","62","M","FCKC","Tymrak","passes.s.c","D3L",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","A3R",NA,NA,NA,NA,NA,NA,NA
"877","62","M","FCKC","Holiday","passes.f.c","D3C",NA,NA,NA,NA,"M","SRFC","Little","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"877","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Winters","pressured","A3C",NA,NA,NA,NA,NA,NA,NA
"878","62","M","FCKC","O'Reilly","passes.b.c","DM3C",NA,NA,NA,NA,"M","SRFC","Winters","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"879","62","D","FCKC","Moros","passes.f.c","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","62","M","FCKC","Tymrak","passes.b.c","AM3L",NA,NA,NA,NA,"M","SRFC","Winters","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"881","62","M","FCKC","Laddish","take.on.won","AM3C",NA,NA,NA,NA,"M","SRFC","Little","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA,NA
"882","62","M","FCKC","Laddish","passes.f.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","63","D","FCKC","Brown","take.on.won","A3R",NA,NA,NA,NA,"D","SRFC","Cox","dribbled.turned","D3L",NA,NA,NA,NA,NA,NA,NA
"884","63","D","FCKC","Brown","passes.s.c","A3R",NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","63","F","FCKC","Rodriguez","aerial.won","A18",NA,NA,NA,NA,"D","SRFC","Corsie","aerial.lost","D18",NA,NA,NA,NA,NA,NA,NA
"886","63","M","FCKC","Laddish","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","63","M","FCKC","Laddish","shots.blocked.by.def","A3R",NA,NA,NA,NA,"M","SRFC","Fishlock","blocks","D18",NA,NA,NA,NA,NA,NA,NA
"888","63","M","FCKC","Laddish","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","63","M","FCKC","Laddish","passes.f","A3R","A3R",NA,NA,NA,"F","SRFC","Yanez","blocks","D3L",NA,NA,NA,NA,NA,NA,NA
"890","63","D","SRFC","Cox","recoveries","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","63","D","SRFC","Cox","passes.f.c","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","63","M","SRFC","Little","passes.f.c","DM3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"893","63","F","SRFC","Rapinoe","movement","AM3R","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","63","F","SRFC","Rapinoe","passes.f.c","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","63","M","SRFC","Little","take.on.won","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","dribbled.tackles.missed","D3C",NA,NA,NA,NA,NA,NA,NA
"896","63","M","SRFC","Little","passes.s.c","A3C",NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"897","63","F","SRFC","Mathias","passes.b.c","A3C",NA,NA,NA,NA,"D","FCKC","Moros","pressured","D3C",NA,NA,NA,NA,NA,NA,NA
"898","63","F","SRFC","Rapinoe","shots.missed","A3C",NA,NA,NA,NA,"GK","FCKC","Barnhart","gk.shot.miss","D6",NA,"diving",NA,NA,NA,NA,NA
"899","63","M","FCKC","O'Reilly","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","63","M","FCKC","O'Reilly","passes.b.c","D3R",NA,NA,NA,NA,"F","SRFC","Yanez","pressured","A3L",NA,NA,NA,NA,NA,NA,NA
"901","63","D","FCKC","Brown","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","63","M","FCKC","Holiday","movement","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","63","M","FCKC","Holiday","passes.s.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","63","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"905","63","M","FCKC","Tymrak","passes.b.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","63","M","FCKC","Buczkowski","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","64","M","FCKC","Buczkowski","take.on.lost","AM3C",NA,NA,NA,NA,"M","SRFC","Winters","tackles.wins.ball","DM3C",NA,NA,NA,NA,NA,NA,NA
"908","64","M","SRFC","Winters","movement","DM3C","DM3R",NA,NA,NA,"D","FCKC","Moros","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"909","64","M","SRFC","Winters","passes.b.c","DM3R",NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"910","64","D","SRFC","Corsie","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","64","M","SRFC","Fishlock","passes.b.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","64","D","SRFC","Corsie","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","64","D","SRFC","Fletcher","passes.b.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","64","GK","SRFC","Solo","passes.f","D18",NA,NA,NA,NA,"D","FCKC","Moros","blocks","DM3C",NA,NA,NA,NA,NA,NA,NA
"915","64","M","SRFC","Little","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","64","M","SRFC","Little","lost.touch","AM3C","A3C",NA,NA,NA,"D","FCKC","Moros","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"917","64","D","FCKC","Lepeilbet","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","64","D","FCKC","Lepeilbet","passes.f.c","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","64","M","FCKC","Laddish","passes.s.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","64","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","64","M","FCKC","Holiday","passes.b.c","AM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"922","64","M","FCKC","Buczkowski","passes.f.c","DM3C",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","AM3C",NA,NA,NA,NA,NA,NA,NA
"923","64","M","FCKC","Laddish","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","64","D","FCKC","Brown","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","64","M","FCKC","O'Reilly","passes.s.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","64","M","FCKC","Laddish","passes.b.c","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","64","D","FCKC","Lepeilbet","passes.f.c","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","64","M","FCKC","O'Reilly","passes.f.c","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","64","D","FCKC","Brown","dispossessed","A3R",NA,NA,NA,"out.of.bounds.keep.poss","D","SRFC","Cox","tackles.ball.away","D3L",NA,NA,NA,NA,NA,NA,NA
"930","65",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","65","D","FCKC","Lepeilbet","passes.f.c","DM3R",NA,NA,NA,NA,"F","SRFC","Mathias","pressured","AM3L",NA,NA,NA,NA,NA,NA,NA
"932","65","M","FCKC","Laddish","passes.b.c","AM3C",NA,NA,NA,NA,"M","SRFC","Fishlock","pressured","DM3C",NA,NA,NA,NA,NA,NA,NA
"933","65","D","FCKC","Sauerbrunn","passes.f.c","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","65","D","FCKC","Moros","passes.s.c","AM3L",NA,NA,NA,NA,"F","SRFC","Rapinoe","pressured","DM3R",NA,NA,NA,NA,NA,NA,NA
"935","65","M","FCKC","Laddish","passes.f.c","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","65","M","FCKC","Tymrak","dispossessed","A3L",NA,NA,NA,NA,"D","SRFC","Fletcher","ball.shield","D3R",NA,NA,NA,NA,NA,NA,NA
"937","65","D","SRFC","Fletcher","passes.s.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","65","D","SRFC","Corsie","passes.f.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","65","M","SRFC","Fishlock","passes.b.c","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","65","D","SRFC","Fletcher","passes.f","D3R","DM3C","launch",NA,NA,"M","FCKC","Buczkowski","blocks","AM3C",NA,NA,NA,NA,NA,NA,NA
"941","65","M","SRFC","Little","aerial.lost","DM3C",NA,NA,NA,NA,"M","FCKC","Buczkowski","aerial.won","AM3C",NA,NA,NA,NA,NA,NA,NA
