event,time,poss.position,poss.team,poss.player,poss.action,poss.location,poss.play.destination,play.type,def.position,def.team,def.player,def.action,def.location,gk.ball.stop,gk.s.o.g.attempt,poss.player.disciplinary,poss.notes,def.player.disciplinary,def.notes,xG,poss.number,def.number
1,1,NA,NA,NA,kickoff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,M,USA,Pugh,passes.b.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,M,USA,Mewis,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,D,USA,Heath,passes.f.c,NA,NA,launch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,F,USA,Dunn,aerial.won,NA,NA,NA,D,COL,Gaitan,aerial.lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,M,USA,Pugh,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,M,USA,Pugh,dispossessed,NA,NA,NA,M,COL,Salazar,dispossessed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,M,USA,Pugh,take.on.won,NA,NA,NA,D,COL,Arias,dribbled.tackles.missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,GK,COL,Perez,passes.f,NA,NA,launch,GK,COL,Perez,gk.loose.balls.won,NA,collected,stooping,NA,NA,NA,NA,NA,NA,NA
10,1,D,USA,Klingenberg,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,D,USA,Klingenberg,passes.b.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,D,USA,Sauerbrunn,passes.s.c,NA,NA,NA,F,COL,Usme,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,D,USA,Johnston,passes.f.c,NA,NA,NA,M,COL,Ospina,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,M,USA,Mewis,passes.b.c,NA,NA,NA,F,COL,Usme,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,D,USA,Klingenberg,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,D,USA,Sauerbrunn,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,D,USA,Johnston,passes.s.c,NA,NA,NA,M,COL,Ospina,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,D,USA,Sauerbrunn,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1,D,USA,Johnston,passes.s.c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,D,USA,Klingenberg,passes.s.c,NA,NA,NA,M,COL,Ariza,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,D,USA,Sauerbrunn,passes.f.c,NA,NA,NA,F,COL,Usme,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,M,USA,Press,passes.f,NA,NA,flick.on,D,COL,Velasquez,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,NA,NA,NA,NA,NA,NA,NA,D,COL,Gaitan,blocks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,F,USA,Dunn,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,F,USA,Dunn,take.on.won,NA,NA,NA,M,COL,Echeverri,dribbled.tackles.missed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,F,USA,Dunn,passes.f.c,NA,NA,NA,D,COL,Velasquez,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2,F,USA,Lloyd,take.on.lost,NA,NA,NA,F,COL,Santos,tackles.ball,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,F,USA,Lloyd,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2,F,USA,Lloyd,take.on.won,NA,NA,NA,D,COL,Velasquez,dribbled.turned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2,F,USA,Lloyd,passes.s,NA,NA,corner.crosses,M,COL,Echeverri,blocks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2,F,COL,Usme,recoveries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,2,F,COL,Usme,passes.s.c,NA,NA,NA,M,USA,Press,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,2,F,COL,Santos,passes.f.c,NA,NA,NA,D,USA,Heath,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2,F,COL,Usme,ball.shield,NA,NA,NA,D,USA,Heath,NA,NA,NA,NA,fouls.won,NA,fouls.conceded,NA,NA,NA,NA
34,2,NA,NA,NA,playcutoffbybroadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,2,D,COL,Gaitan,passes.f.c,NA,NA,NA,F,USA,Dunn,pressured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,2,M,COL,Salazar,passes.f,NA,NA,NA,M,USA,Mewis,interceptions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,2,M,USA,Mewis,passes.s.c,NA,NA,NA,M,COL,Salazar,challenged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
