uniq_poss_discp_id,uniq_event_id,match_id,event,possdiscp_id,poss_player_disciplinary
1000608,1044915,100007,31,1001,fouls.won
1000609,1044935,100007,51,1002,fouls.won
1000610,1045119,100007,235,1003,fouls.conceded
1000611,1045227,100007,343,1004,fouls.won
1000612,1045277,100007,393,1005,fouls.won
1000613,1045306,100007,422,1006,fouls.won
1000614,1045355,100007,471,1007,fouls.won
1000615,1045443,100007,559,1008,fouls.conceded
1000616,1045560,100007,676,1009,fouls.won
1000617,1045574,100007,690,1010,fouls.won
1000618,1045585,100007,701,1011,fouls.conceded
1000619,1045731,100007,847,1012,fouls.conceded
1000620,1045863,100007,979,1013,fouls.won
1000621,1045891,100007,1007,1014,fouls.won
1000622,1045977,100007,1093,1015,fouls.won
1000623,1046066,100007,1182,1016,fouls.won
1000624,1046144,100049,13,1001,fouls.won
1000625,1046232,100049,101,1002,fouls.won
1000626,1046234,100049,103,1003,fouls.conceded
1000627,1046346,100049,215,1004,fouls.won
1000628,1046415,100049,284,1005,fouls.won
1000629,1046477,100049,346,1006,fouls.won
1000630,1046551,100049,420,1007,fouls.conceded
1000631,1046601,100049,470,1008,fouls.won
1000632,1046626,100049,495,1009,fouls.won
1000633,1046626,100049,495,1010,penalties.won
1000634,1046663,100049,532,1011,fouls.won
1000635,1046751,100049,620,1012,fouls.won
1000636,1046929,100049,798,1013,fouls.won
1000637,1046956,100049,825,1014,fouls.conceded
1000638,1047185,100049,1054,1015,fouls.conceded
1000639,1047384,100049,1253,1016,fouls.won
1000640,1047418,100049,1287,1017,fouls.conceded
1000641,1047491,100063,65,1001,fouls.won
1000642,1047534,100063,108,1002,fouls.conceded
1000643,1047561,100063,135,1003,fouls.won
1000644,1047607,100063,181,1004,fouls.won
1000645,1047610,100063,184,1005,fouls.conceded
1000646,1047670,100063,244,1006,fouls.conceded
1000647,1047673,100063,247,1007,fouls.conceded
1000648,1047693,100063,267,1008,fouls.conceded
1000649,1047755,100063,329,1009,fouls.won
1000650,1047858,100063,432,1010,fouls.won
1000651,1047896,100063,470,1011,fouls.won
1000652,1047903,100063,477,1012,fouls.conceded
1000653,1048031,100063,605,1013,fouls.won
1000654,1048047,100063,621,1014,fouls.conceded
1000655,1048109,100063,683,1015,fouls.won
1000656,1048152,100063,726,1016,fouls.won
1000657,1048211,100063,785,1017,fouls.won
1000658,1048299,100063,873,1018,fouls.conceded
1000659,1048445,100063,1019,1019,fouls.won
1000660,1048591,100063,1165,1020,fouls.won
1000661,1048767,100063,1341,1021,fouls.won
1000662,1048767,100063,1341,1022,yellow.cards
1000663,1048770,100063,1344,1023,fouls.won
1000664,1048779,100063,1353,1024,fouls.won
1000665,1048953,100113,133,1001,fouls.won
1000666,1049024,100113,204,1002,fouls.won
1000667,1049166,100113,346,1003,fouls.conceded
1000668,1049168,100113,348,1004,fouls.won
1000669,1049225,100113,405,1005,fouls.won
1000670,1049342,100113,522,1006,fouls.conceded
1000671,1049348,100113,528,1007,fouls.conceded
1000672,1049434,100113,614,1008,fouls.won
1000673,1049484,100113,664,1009,fouls.won
1000674,1049503,100113,683,1010,fouls.conceded
1000675,1049727,100113,907,1011,fouls.won
1000676,1049783,100113,963,1012,fouls.won
1000677,1049892,100113,1072,1013,fouls.won
1000678,1050096,100113,1276,1014,fouls.won
1000679,1050196,100113,1376,1015,fouls.conceded
1000680,1050286,100113,1466,1016,fouls.won
1000681,1050326,100105,10,1001,fouls.won
1000682,1050415,100105,99,1002,fouls.won
1000683,1050444,100105,128,1003,fouls.conceded
1000684,1050515,100105,199,1004,fouls.won
1000685,1050626,100105,310,1005,fouls.won
1000686,1050647,100105,331,1006,fouls.won
1000687,1050661,100105,345,1007,fouls.won
1000688,1050666,100105,350,1008,fouls.won
1000689,1050724,100105,408,1009,fouls.won
1000690,1050726,100105,410,1010,fouls.conceded
1000691,1050840,100105,524,1011,fouls.won
1000692,1050956,100105,640,1012,fouls.won
1000693,1050958,100105,642,1013,fouls.conceded
1000694,1051018,100105,702,1014,fouls.won
1000695,1051050,100105,734,1015,fouls.won
1000696,1051143,100105,827,1016,fouls.won
1000697,1051332,100105,1016,1017,fouls.conceded
1000698,1051481,100105,1165,1018,fouls.won
1000699,1051540,100105,1224,1019,fouls.won
1000700,1051594,100105,1278,1020,fouls.won
1000701,1051603,100105,1287,1021,yellow.cards
1000702,1051708,100046,100,1001,fouls.conceded
1000703,1051710,100046,102,1002,fouls.conceded
1000704,1051715,100046,107,1003,fouls.won
1000705,1051794,100046,186,1004,fouls.won
1000706,1051816,100046,208,1005,fouls.conceded
1000707,1051819,100046,211,1006,fouls.conceded
1000708,1051849,100046,241,1007,fouls.won
1000709,1052023,100046,415,1008,fouls.conceded
1000710,1052029,100046,421,1009,fouls.conceded
1000711,1052043,100046,435,1010,fouls.won
1000712,1052065,100046,457,1011,fouls.won
1000713,1052108,100046,500,1012,fouls.won
1000714,1052116,100046,508,1013,fouls.won
1000715,1052147,100046,539,1014,fouls.won
1000716,1052210,100046,602,1015,fouls.won
1000717,1052394,100046,786,1016,fouls.conceded
1000718,1052396,100046,788,1017,fouls.conceded
1000719,1052498,100046,890,1018,fouls.won
1000720,1052617,100046,1009,1019,fouls.won
1000721,1052664,100046,1056,1020,fouls.won
1000722,1052720,100046,1112,1021,fouls.conceded
1000723,1052720,100046,1112,1022,yellow.cards
1000724,1052750,100046,1142,1023,fouls.won
1000725,1052769,100046,1161,1024,fouls.won
1000726,1052780,100046,1172,1025,fouls.won
1000727,1052784,100046,1176,1026,fouls.won
1000728,1052850,100046,1242,1027,fouls.conceded
1000729,1052850,100046,1242,1028,yellow.cards
1000730,1052853,100046,1245,1029,fouls.conceded
1000731,1052853,100046,1245,1030,yellow.cards
1000732,1052973,100097,93,1001,fouls.won
1000733,1053171,100097,291,1002,fouls.won
1000734,1053180,100097,300,1003,fouls.conceded
1000735,1053287,100097,407,1004,fouls.conceded
1000736,1053294,100097,414,1005,penalties.won
1000737,1053496,100097,616,1006,fouls.won
1000738,1053536,100097,656,1007,fouls.won
1000739,1053620,100097,740,1008,fouls.won
1000740,1053782,100097,902,1009,fouls.won
1000741,1053791,100097,911,1010,fouls.won
1000742,1054159,100097,1279,1011,fouls.won
1000743,1054231,100097,1351,1012,fouls.won
1000744,1054258,100097,1378,1013,fouls.won
1000745,1054265,100097,1385,1014,fouls.won
1000746,1054319,100097,1439,1015,fouls.conceded
1000747,1054388,100097,1508,1016,fouls.won
1000748,1054468,100043,76,1001,fouls.won
1000749,1054522,100043,130,1002,fouls.won
1000750,1054678,100043,286,1003,fouls.won
1000751,1054697,100043,305,1004,fouls.conceded
1000752,1054841,100043,449,1005,fouls.conceded
1000753,1054878,100043,486,1006,fouls.won
1000754,1054886,100043,494,1007,fouls.won
1000755,1055016,100043,624,1008,fouls.won
1000756,1055057,100043,665,1009,fouls.conceded
1000757,1055098,100043,706,1010,fouls.conceded
1000758,1055098,100043,706,1011,yellow.cards
1000759,1055153,100043,761,1012,fouls.won
1000760,1055191,100043,799,1013,fouls.won
1000761,1055236,100043,844,1014,fouls.won
1000762,1055239,100043,847,1015,fouls.won
1000763,1055316,100043,924,1016,fouls.won
1000764,1055359,100043,967,1017,fouls.won
1000765,1055440,100043,1048,1018,fouls.won
1000766,1055470,100043,1078,1019,fouls.won
1000767,1055508,100043,1116,1020,fouls.won
1000768,1055642,100043,1250,1021,fouls.won
1000769,1055802,100068,116,1001,fouls.won
1000770,1055884,100068,198,1002,penalties.won
1000771,1055954,100068,268,1003,fouls.won
1000772,1056101,100068,415,1004,fouls.won
1000773,1056155,100068,469,1005,fouls.won
1000774,1056170,100068,484,1006,fouls.won
1000775,1056234,100068,548,1007,fouls.won
1000776,1056350,100068,664,1008,fouls.conceded
1000777,1056352,100068,666,1009,fouls.conceded
1000778,1056433,100068,747,1010,fouls.won
1000779,1056440,100068,754,1011,fouls.won
1000780,1056481,100068,795,1012,fouls.won
1000781,1056522,100068,836,1013,fouls.won
1000782,1056727,100068,1041,1014,fouls.conceded
1000783,1056924,100068,1238,1015,fouls.won
1000784,1057062,100121,80,1001,fouls.conceded
1000785,1057107,100121,125,1002,fouls.won
1000786,1057108,100121,126,1003,fouls.won
1000787,1057159,100121,177,1004,fouls.conceded
1000788,1057164,100121,182,1005,fouls.conceded
1000789,1057204,100121,222,1006,fouls.won
1000790,1057208,100121,226,1007,fouls.won
1000791,1057320,100121,338,1008,fouls.conceded
1000792,1057392,100121,410,1009,fouls.won
1000793,1057806,100121,824,1010,fouls.won
1000794,1057856,100121,874,1011,fouls.won
1000795,1057878,100121,896,1012,fouls.won
1000796,1057886,100121,904,1013,fouls.won
1000797,1057888,100121,906,1014,fouls.won
1000798,1057922,100121,940,1015,fouls.won
1000799,1058178,100121,1196,1016,fouls.won
1000800,1058206,100130,17,1001,fouls.won
1000801,1058434,100130,245,1002,fouls.won
1000802,1058473,100130,284,1003,fouls.won
1000803,1058498,100130,309,1004,fouls.won
1000804,1058500,100130,311,1005,fouls.conceded
1000805,1058513,100130,324,1006,fouls.won
1000806,1058644,100130,455,1007,fouls.won
1000807,1058700,100130,511,1008,fouls.won
1000808,1058767,100130,578,1009,fouls.conceded
1000809,1058840,100130,651,1010,yellow.cards
1000810,1059053,100130,864,1011,fouls.conceded
1000811,1059065,100130,876,1012,fouls.won
1000812,1059181,100130,992,1013,penalties.won
1000813,1059188,100130,999,1014,fouls.won
1000814,1059193,100130,1004,1015,fouls.conceded
1000815,1059298,100130,1109,1016,fouls.conceded
1000816,1059303,100130,1114,1017,fouls.won
1000817,1059384,100130,1195,1018,fouls.won
1000818,1059500,100130,1311,1019,fouls.conceded
1000819,1059503,100130,1314,1020,fouls.conceded
1000820,1059854,100074,339,1001,fouls.won
1000821,1059949,100074,434,1002,fouls.conceded
1000822,1060086,100074,571,1003,fouls.conceded
1000823,1060304,100074,789,1004,fouls.won
1000824,1060307,100074,792,1005,fouls.conceded
1000825,1060311,100074,796,1006,fouls.won
1000826,1060313,100074,798,1007,yellow.cards
1000827,1060362,100074,847,1008,fouls.won
1000828,1060367,100074,852,1009,fouls.conceded
1000829,1060469,100074,954,1010,fouls.conceded
1000830,1060548,100074,1033,1011,fouls.won
1000831,1060552,100074,1037,1012,fouls.won
1000832,1060594,100074,1079,1013,fouls.conceded
1000833,1060812,100074,1297,1014,fouls.won
1000834,1060815,100074,1300,1015,fouls.conceded
1000835,1060832,100103,15,1001,fouls.won
1000836,1061004,100103,187,1002,fouls.won
1000837,1061026,100103,209,1003,fouls.won
1000838,1061084,100103,267,1004,fouls.won
1000839,1061382,100103,565,1005,fouls.conceded
1000840,1061458,100103,641,1006,fouls.won
1000841,1061497,100103,680,1007,fouls.won
1000842,1061611,100103,794,1008,fouls.won
1000843,1061615,100103,798,1009,fouls.conceded
1000844,1061621,100103,804,1010,fouls.won
1000845,1061690,100103,873,1011,fouls.won
1000846,1061716,100103,899,1012,fouls.conceded
1000847,1061872,100103,1055,1013,fouls.won
1000848,1062331,100122,246,1001,fouls.conceded
1000849,1062387,100122,302,1002,fouls.won
1000850,1062410,100122,325,1003,fouls.won
1000851,1062493,100122,408,1004,fouls.won
1000852,1062531,100122,446,1005,fouls.conceded
1000853,1062771,100122,686,1006,fouls.conceded
1000854,1062848,100122,763,1007,fouls.conceded
1000855,1062863,100122,778,1008,fouls.won
1000856,1062953,100122,868,1009,fouls.won
1000857,1063138,100122,1053,1010,fouls.won
1000858,1063381,100122,1296,1011,fouls.won
1000859,1063432,100122,1347,1012,fouls.conceded
1000860,1063432,100122,1347,1013,yellow.cards
1000861,1063610,100099,176,1001,fouls.won
1000862,1063737,100099,303,1002,fouls.won
1000863,1063748,100099,314,1003,fouls.won
1000864,1063752,100099,318,1004,fouls.won
1000865,1063977,100099,543,1005,fouls.conceded
1000866,1063982,100099,548,1006,fouls.won
1000867,1063989,100099,555,1007,fouls.won
1000868,1064058,100099,624,1008,fouls.won
1000869,1064104,100099,670,1009,fouls.won
1000870,1064186,100099,752,1010,fouls.conceded
1000871,1064229,100099,795,1011,fouls.won
1000872,1064236,100099,802,1012,fouls.won
1000873,1064320,100099,886,1013,fouls.conceded
1000874,1064337,100099,903,1014,fouls.conceded
1000875,1064385,100099,951,1015,fouls.won
1000876,1064467,100099,1033,1016,fouls.conceded
1000877,1064481,100099,1047,1017,fouls.conceded
1000878,1064529,100099,1095,1018,fouls.conceded
1000879,1064535,100099,1101,1019,fouls.conceded
1000880,1064542,100099,1108,1020,fouls.won
1000881,1064638,100047,86,1001,fouls.won
1000882,1064911,100047,359,1002,fouls.conceded
1000883,1065041,100047,489,1003,fouls.won
1000884,1065052,100047,500,1004,fouls.won
1000885,1065069,100047,517,1005,fouls.conceded
1000886,1065158,100047,606,1006,fouls.won
1000887,1065202,100047,650,1007,fouls.won
1000888,1065213,100047,661,1008,fouls.won
1000889,1065218,100047,666,1009,fouls.conceded
1000890,1065304,100047,752,1010,fouls.won
1000891,1065377,100047,825,1011,fouls.won
1000892,1065379,100047,827,1012,fouls.conceded
1000893,1065477,100047,925,1013,fouls.won
1000894,1065483,100047,931,1014,fouls.won
1000895,1065639,100047,1087,1015,fouls.won
1000896,1065882,100047,1330,1016,fouls.won
1000897,1066039,100071,154,1001,fouls.conceded
1000898,1066163,100071,278,1002,fouls.won
1000899,1066182,100071,297,1003,fouls.conceded
1000900,1066209,100071,324,1004,fouls.conceded
1000901,1066245,100071,360,1005,fouls.conceded
1000902,1066261,100071,376,1006,fouls.won
1000903,1066282,100071,397,1007,fouls.won
1000904,1066445,100071,560,1008,fouls.won
1000905,1066477,100071,592,1009,fouls.won
1000906,1066549,100071,664,1010,fouls.won
1000907,1066552,100071,667,1011,fouls.won
1000908,1066603,100071,718,1012,fouls.won
1000909,1066657,100071,772,1013,fouls.won
1000910,1066748,100071,863,1014,fouls.won
1000911,1066774,100071,889,1015,fouls.conceded
1000912,1066796,100071,911,1016,fouls.won
1000913,1066912,100071,1027,1017,fouls.won
1000914,1066915,100071,1030,1018,fouls.won
1000915,1066942,100071,1057,1019,fouls.won
1000916,1067007,100071,1122,1020,fouls.won
1000917,1067083,100071,1198,1021,fouls.won
1000918,1067127,100071,1242,1022,fouls.won
1000919,1067468,100066,330,1001,fouls.won
1000920,1067671,100066,533,1002,fouls.won
1000921,1067710,100066,572,1003,fouls.conceded
1000922,1068049,100066,911,1004,fouls.conceded
1000923,1068277,100066,1139,1005,fouls.won
1000924,1068296,100066,1158,1006,fouls.won
1000925,1068318,100066,1180,1007,fouls.won
1000926,1068348,100066,1210,1008,fouls.won
1000927,1068479,100066,1341,1009,fouls.conceded
1000928,1068535,100066,1397,1010,fouls.won
1000929,1068565,100117,21,1001,fouls.conceded
1000930,1068571,100117,27,1002,fouls.won
1000931,1068655,100117,111,1003,fouls.conceded
1000932,1068678,100117,134,1004,fouls.won
1000933,1069314,100117,770,1005,fouls.won
1000934,1069359,100117,815,1006,fouls.conceded
1000935,1069401,100117,857,1007,fouls.won
1000936,1069429,100117,885,1008,fouls.won
1000937,1069441,100117,897,1009,fouls.won
1000938,1069729,100117,1185,1010,fouls.won
1000939,1069783,100117,1239,1011,fouls.won
1000940,1069858,100117,1314,1012,fouls.won
1000941,1070130,100131,228,1001,fouls.won
1000942,1070132,100131,230,1002,fouls.won
1000943,1070239,100131,337,1003,fouls.won
1000944,1070263,100131,361,1004,fouls.won
1000945,1070657,100131,755,1005,fouls.won
1000946,1070698,100131,796,1006,fouls.won
1000947,1070854,100131,952,1007,fouls.won
1000948,1070897,100131,995,1008,fouls.won
1000949,1071003,100131,1101,1009,fouls.won
1000950,1071030,100131,1128,1010,fouls.won
1000951,1071468,100039,185,1001,fouls.won
1000952,1071631,100039,348,1002,fouls.won
1000953,1072251,100039,968,1003,fouls.won
1000954,1072323,100039,1040,1004,fouls.won
1000955,1072416,100039,1133,1005,fouls.conceded
1000956,1072459,100039,1176,1006,fouls.conceded
1000957,1072504,100039,1221,1007,fouls.won
1000958,1072532,100039,1249,1008,fouls.won
1000959,1072705,100112,44,1001,fouls.conceded
1000960,1072716,100112,55,1002,fouls.won
1000961,1073200,100112,539,1003,fouls.conceded
1000962,1073222,100112,561,1004,fouls.won
1000963,1073295,100112,634,1005,fouls.conceded
1000964,1073642,100112,981,1006,fouls.conceded
1000965,1073697,100112,1036,1007,fouls.won
1000966,1073709,100112,1048,1008,fouls.won
1000967,1073732,100112,1071,1009,fouls.won
1000968,1073792,100112,1131,1010,fouls.won
1000969,1073821,100112,1160,1011,fouls.won
1000970,1073852,100112,1191,1012,fouls.won
1000971,1073882,100112,1221,1013,fouls.conceded
1000972,1073903,100112,1242,1014,fouls.won
1000973,1073920,100112,1259,1015,fouls.conceded
1000974,1074216,100055,258,1001,fouls.conceded
1000975,1074287,100055,329,1002,fouls.won
1000976,1074327,100055,369,1003,fouls.won
1000977,1074330,100055,372,1004,fouls.won
1000978,1074334,100055,376,1005,fouls.won
1000979,1074382,100055,424,1006,fouls.won
1000980,1074388,100055,430,1007,fouls.won
1000981,1074422,100055,464,1008,fouls.won
1000982,1074501,100055,543,1009,fouls.won
1000983,1074603,100055,645,1010,fouls.won
1000984,1074738,100055,780,1011,fouls.won
1000985,1074823,100055,865,1012,fouls.won
1000986,1075222,100055,1264,1013,fouls.won
1000987,1075268,100055,1310,1014,fouls.won
1000988,1075277,100055,1319,1015,fouls.won
1000989,1075339,100055,1381,1016,fouls.won
1000990,1075369,100055,1411,1017,fouls.conceded
1000991,1075417,100055,1459,1018,fouls.conceded
1000992,1075446,100055,1488,1019,fouls.won
1000993,1075467,100055,1509,1020,fouls.won
1000994,1075690,100127,208,1001,fouls.won
1000995,1075726,100127,244,1002,fouls.won
1000996,1075804,100127,322,1003,fouls.won
1000997,1075822,100127,340,1004,fouls.conceded
1000998,1075860,100127,378,1005,fouls.won
1000999,1075873,100127,391,1006,fouls.won
1001000,1075938,100127,456,1007,fouls.won
1001001,1075962,100127,480,1008,fouls.won
1001002,1075999,100127,517,1009,fouls.won
1001003,1076005,100127,523,1010,fouls.won
1001004,1076074,100127,592,1011,fouls.won
1001005,1076079,100127,597,1012,fouls.conceded
1001006,1076083,100127,601,1013,fouls.conceded
1001007,1076323,100127,841,1014,fouls.won
1001008,1076370,100127,888,1015,fouls.won
1001009,1076386,100127,904,1016,fouls.conceded
1001010,1076395,100127,913,1017,fouls.won
1001011,1076436,100127,954,1018,fouls.won
1001012,1076483,100127,1001,1019,fouls.won
1001013,1076615,100127,1133,1020,fouls.won
1001014,1077107,100052,370,1001,fouls.conceded
1001015,1077133,100052,396,1002,fouls.conceded
1001016,1077321,100052,584,1003,fouls.won
1001017,1077381,100052,644,1004,fouls.won
1001018,1077402,100052,665,1005,fouls.won
1001019,1077433,100052,696,1006,fouls.won
1001020,1077462,100052,725,1007,fouls.won
1001021,1077482,100052,745,1008,fouls.conceded
1001022,1077519,100052,782,1009,fouls.won
1001023,1077531,100052,794,1010,fouls.won
1001024,1077621,100052,884,1011,fouls.won
1001025,1077697,100052,960,1012,fouls.conceded
1001026,1077725,100052,988,1013,fouls.won
1001027,1077747,100052,1010,1014,fouls.won
1001028,1077760,100052,1023,1015,fouls.conceded
1001029,1077876,100052,1139,1016,fouls.won
1001030,1077915,100052,1178,1017,fouls.won
1001031,1077926,100052,1189,1018,fouls.conceded
1001032,1077992,100052,1255,1019,fouls.won
1001033,1078037,100052,1300,1020,penalties.won
1001034,1078065,100052,1328,1021,fouls.conceded
1001035,1078257,100065,136,1001,fouls.conceded
1001036,1078309,100065,188,1002,fouls.won
1001037,1078445,100065,324,1003,fouls.won
1001038,1078486,100065,365,1004,fouls.won
1001039,1078594,100065,473,1005,fouls.won
1001040,1078595,100065,474,1006,fouls.won
1001041,1078656,100065,535,1007,fouls.won
1001042,1078783,100065,662,1008,fouls.won
1001043,1078987,100065,866,1009,fouls.won
1001044,1079146,100065,1025,1010,fouls.won
1001045,1079192,100065,1071,1011,fouls.won
1001046,1079277,100065,1156,1012,fouls.won
1001047,1079334,100065,1213,1013,fouls.won
1001048,1079353,100065,1232,1014,fouls.won
1001049,1079488,100065,1367,1015,fouls.won
1001050,1079504,100065,1383,1016,fouls.conceded
1001051,1079529,100065,1408,1017,fouls.won
1001052,1079557,100040,25,1001,fouls.won
1001053,1079674,100040,142,1002,fouls.conceded
1001054,1079678,100040,146,1003,fouls.won
1001055,1079725,100040,193,1004,fouls.won
1001056,1079739,100040,207,1005,fouls.won
1001057,1079828,100040,296,1006,fouls.conceded
1001058,1079842,100040,310,1007,penalties.won
1001059,1079887,100040,355,1008,fouls.won
1001060,1079904,100040,372,1009,fouls.won
1001061,1079983,100040,451,1010,fouls.won
1001062,1080060,100040,528,1011,fouls.won
1001063,1080099,100040,567,1012,fouls.won
1001064,1080162,100040,630,1013,fouls.won
1001065,1080176,100040,644,1014,fouls.won
1001066,1080295,100040,763,1015,fouls.conceded
1001067,1080295,100040,763,1016,yellow.cards
1001068,1080295,100040,763,1017,red.cards
1001069,1080427,100040,895,1018,fouls.won
1001070,1080505,100040,973,1019,fouls.conceded
1001071,1080529,100040,997,1020,fouls.won
1001072,1080537,100040,1005,1021,fouls.won
1001073,1080585,100040,1053,1022,fouls.won
1001074,1080639,100040,1107,1023,fouls.won
1001075,1080796,100040,1264,1024,fouls.conceded
1001076,1080883,100040,1351,1025,fouls.won
1001077,1080945,100040,1413,1026,fouls.won
1001078,1081034,100118,83,1001,fouls.won
1001079,1081052,100118,101,1002,fouls.won
1001080,1081233,100118,282,1003,fouls.won
1001081,1081399,100118,448,1004,fouls.won
1001082,1081452,100118,501,1005,fouls.won
1001083,1081467,100118,516,1006,fouls.won
1001084,1081546,100118,595,1007,fouls.won
1001085,1081571,100118,620,1008,fouls.conceded
1001086,1081593,100118,642,1009,fouls.won
1001087,1081716,100118,765,1010,fouls.won
1001088,1081825,100118,874,1011,fouls.won
1001089,1081856,100118,905,1012,fouls.won
1001090,1082120,100118,1169,1013,fouls.won
1001091,1082142,100118,1191,1014,fouls.won
1001092,1082158,100118,1207,1015,fouls.conceded
1001093,1082240,100118,1289,1016,fouls.won
1001094,1082266,100118,1315,1017,fouls.won
1001095,1082305,100118,1354,1018,fouls.won
1001096,1082377,100082,66,1001,fouls.won
1001097,1082406,100082,95,1002,fouls.conceded
1001098,1082427,100082,116,1003,fouls.conceded
1001099,1082436,100082,125,1004,fouls.conceded
1001100,1082498,100082,187,1005,fouls.won
1001101,1082519,100082,208,1006,fouls.won
1001102,1082924,100082,613,1007,fouls.won
1001103,1083235,100082,924,1008,fouls.won
1001104,1083381,100082,1070,1009,fouls.conceded
1001105,1083456,100082,1145,1010,fouls.won
1001106,1083475,100082,1164,1011,fouls.won
1001107,1083562,100082,1251,1012,fouls.won
1001108,1083608,100082,1297,1013,fouls.won
1001109,1083617,100082,1306,1014,fouls.won
1001110,1083751,100095,125,1001,fouls.won
1001111,1083837,100095,211,1002,fouls.won
1001112,1083914,100095,288,1003,fouls.won
1001113,1083921,100095,295,1004,fouls.won
1001114,1083928,100095,302,1005,fouls.won
1001115,1083968,100095,342,1006,fouls.conceded
1001116,1084034,100095,408,1007,fouls.conceded
1001117,1084044,100095,418,1008,fouls.won
1001118,1084135,100095,509,1009,fouls.won
1001119,1084234,100095,608,1010,fouls.won
1001120,1084290,100095,664,1011,fouls.won
1001121,1084340,100095,714,1012,fouls.won
1001122,1084362,100095,736,1013,fouls.won
1001123,1084398,100095,772,1014,fouls.won
1001124,1084453,100095,827,1015,fouls.won
1001125,1084485,100095,859,1016,fouls.won
1001126,1084514,100095,888,1017,fouls.won
1001127,1084578,100095,952,1018,fouls.won
1001128,1084597,100095,971,1019,fouls.won
1001129,1084627,100095,1001,1020,fouls.won
1001130,1084634,100095,1008,1021,fouls.conceded
1001131,1084648,100095,1022,1022,fouls.won
1001132,1084696,100095,1070,1023,fouls.conceded
1001133,1084753,100095,1127,1024,fouls.won
1001134,1084757,100095,1131,1025,fouls.conceded
1001135,1084897,100036,71,1001,fouls.conceded
1001136,1084926,100036,100,1002,fouls.won
1001137,1085011,100036,185,1003,fouls.won
1001138,1085158,100036,332,1004,fouls.won
1001139,1085385,100036,559,1005,fouls.won
1001140,1085441,100036,615,1006,fouls.conceded
1001141,1085456,100036,630,1007,fouls.won
1001142,1085558,100036,732,1008,fouls.won
1001143,1085644,100036,818,1009,fouls.conceded
1001144,1085662,100036,836,1010,fouls.conceded
1001145,1085898,100036,1072,1011,fouls.conceded
1001146,1085953,100036,1127,1012,fouls.won
1001147,1085993,100036,1167,1013,fouls.won
1001148,1086010,100036,1184,1014,fouls.won
1001149,1086110,100036,1284,1015,fouls.won
1001150,1086241,100036,1415,1016,penalties.won
1001151,1086372,100126,120,1001,fouls.won
1001152,1086446,100126,194,1002,fouls.conceded
1001153,1086504,100126,252,1003,fouls.conceded
1001154,1086646,100126,394,1004,fouls.won
1001155,1086702,100126,450,1005,fouls.conceded
1001156,1086743,100126,491,1006,fouls.won
1001157,1086794,100126,542,1007,fouls.conceded
1001158,1086962,100126,710,1008,fouls.won
1001159,1087084,100126,832,1009,fouls.won
1001160,1087094,100126,842,1010,fouls.won
1001161,1087140,100126,888,1011,fouls.won
1001162,1087297,100126,1045,1012,fouls.conceded
1001163,1087344,100126,1092,1013,fouls.won
1001164,1087437,100126,1185,1014,penalties.won
1001165,1087437,100126,1185,1015,fouls.won
1001166,1087548,100126,1296,1016,fouls.won
1001167,1087557,100126,1305,1017,fouls.conceded
1001168,1087572,100126,1320,1018,fouls.won
1001169,1087583,100126,1331,1019,fouls.won
1001170,1087613,100035,14,1001,fouls.won
1001171,1087730,100035,131,1002,fouls.won
1001172,1087780,100035,181,1003,fouls.conceded
1001173,1087818,100035,219,1004,fouls.won
1001174,1087865,100035,266,1005,fouls.won
1001175,1087877,100035,278,1006,fouls.won
1001176,1088044,100035,445,1007,fouls.conceded
1001177,1088309,100035,710,1008,fouls.won
1001178,1088451,100035,852,1009,fouls.won
1001179,1088483,100035,884,1010,fouls.conceded
1001180,1088675,100035,1076,1011,fouls.won
1001181,1088972,100077,9,1001,fouls.won
1001182,1089066,100077,103,1002,fouls.conceded
1001183,1089121,100077,158,1003,fouls.won
1001184,1089166,100077,203,1004,fouls.won
1001185,1089280,100077,317,1005,fouls.won
1001186,1089477,100077,514,1006,fouls.conceded
1001187,1089551,100077,588,1007,fouls.won
1001188,1089635,100077,672,1008,fouls.conceded
1001189,1089804,100077,841,1009,fouls.won
1001190,1089853,100077,890,1010,fouls.won
1001191,1089889,100077,926,1011,fouls.won
1001192,1089909,100077,946,1012,fouls.won
1001193,1089927,100077,964,1013,fouls.won
1001194,1090052,100077,1089,1014,fouls.won
1001195,1090088,100077,1125,1015,fouls.won
1001196,1090179,100077,1216,1016,fouls.conceded
1001197,1090326,100059,112,1001,fouls.conceded
1001198,1090483,100059,269,1002,fouls.won
1001199,1090595,100059,381,1003,fouls.won
1001200,1090606,100059,392,1004,fouls.won
1001201,1090790,100059,576,1005,fouls.won
1001202,1090800,100059,586,1006,fouls.conceded
1001203,1090830,100059,616,1007,fouls.conceded
1001204,1090979,100059,765,1008,fouls.won
1001205,1091004,100059,790,1009,fouls.won
1001206,1091052,100059,838,1010,fouls.conceded
1001207,1091146,100059,932,1011,fouls.won
1001208,1091166,100059,952,1012,fouls.won
1001209,1091203,100059,989,1013,fouls.won
1001210,1091253,100059,1039,1014,fouls.won
1001211,1091355,100059,1141,1015,fouls.won
1001212,1091362,100059,1148,1016,fouls.won
1001213,1091385,100059,1171,1017,fouls.won
1001214,1091489,100059,1275,1018,fouls.won
1001215,1091491,100059,1277,1019,fouls.won
1001216,1091522,100059,1308,1020,fouls.won
1001217,1091637,100114,112,1001,fouls.won
1001218,1091666,100114,141,1002,fouls.won
