uniq_def_discp_id,uniq_event_id,match_id,event,defdiscp_id,lineup_player_id,def_player_disciplinary
1000050,1002393,100011,1162,1020,105,fouls.conceded
1000051,1002407,100011,1176,1021,121,fouls.conceded
1000052,1002553,100012,79,1001,106,fouls.conceded
1000053,1002599,100012,125,1002,109,fouls.conceded
1000054,1002706,100012,232,1003,122,fouls.conceded
1000055,1002713,100012,239,1004,118,fouls.won
1000056,1002723,100012,249,1005,124,fouls.conceded
1000057,1002725,100012,251,1006,123,fouls.conceded
1000058,1002832,100012,358,1007,120,fouls.conceded
1000059,1002909,100012,435,1008,106,fouls.conceded
1000060,1002909,100012,435,1009,106,yellow.cards
1000061,1002933,100012,459,1010,109,fouls.conceded
1000062,1003014,100012,540,1011,105,fouls.won
1000063,1003025,100012,551,1012,123,fouls.conceded
1000064,1003073,100012,599,1013,122,yellow.cards
1000065,1003075,100012,601,1014,124,fouls.won
1000066,1003121,100012,647,1015,117,fouls.won
1000067,1003213,100012,739,1016,108,fouls.conceded
1000068,1003381,100012,907,1017,120,fouls.won
1000069,1003406,100012,932,1018,126,fouls.conceded
1000070,1003415,100012,941,1019,126,penalties.conceded
1000071,1003453,100012,979,1020,113,fouls.conceded
1000072,1003685,100013,77,1001,102,fouls.conceded
1000073,1003713,100013,105,1002,111,fouls.conceded
1000074,1003815,100013,207,1003,120,penalties.conceded
1000075,1003849,100013,241,1004,123,fouls.conceded
1000076,1003939,100013,331,1005,103,fouls.conceded
1000077,1003993,100013,385,1006,125,fouls.conceded
1000078,1003997,100013,389,1007,104,fouls.won
1000079,1004096,100013,488,1008,107,fouls.conceded
1000080,1004128,100013,520,1009,109,fouls.conceded
1000081,1004248,100013,640,1010,120,fouls.conceded
1000082,1004266,100013,658,1011,105,fouls.won
1000083,1004306,100013,698,1012,116,fouls.won
1000084,1004490,100013,882,1013,102,fouls.conceded
1000085,1004634,100013,1026,1014,116,fouls.conceded
1000086,1004647,100013,1039,1015,128,fouls.conceded
1000087,1004770,100014,43,1001,119,fouls.conceded
1000088,1004815,100014,88,1002,109,fouls.conceded
1000089,1005032,100014,305,1003,125,fouls.conceded
1000090,1005032,100014,305,1004,125,yellow.cards
1000091,1005095,100014,368,1005,106,fouls.conceded
1000092,1005112,100014,385,1006,104,fouls.conceded
1000093,1005124,100014,397,1007,107,fouls.conceded
1000094,1005227,100014,500,1008,124,fouls.conceded
1000095,1005256,100014,529,1009,109,fouls.conceded
1000096,1005319,100014,592,1010,122,fouls.conceded
1000097,1005375,100014,648,1011,124,fouls.won
1000098,1005523,100014,796,1012,106,fouls.conceded
1000099,1005546,100014,819,1013,113,fouls.conceded
1000100,1005695,100014,968,1014,118,fouls.conceded
1000101,1005734,100014,1007,1015,122,fouls.conceded
1000102,1005816,100014,1089,1016,127,fouls.conceded
1000103,1005852,100014,1125,1017,102,fouls.conceded
1000104,1005899,100023,38,1001,123,fouls.conceded
1000105,1005915,100023,54,1002,120,fouls.conceded
1000106,1005932,100023,71,1003,123,fouls.conceded
1000107,1005951,100023,90,1004,106,fouls.conceded
1000108,1005972,100023,111,1005,121,fouls.conceded
1000109,1005999,100023,138,1006,121,fouls.won
1000110,1006057,100023,196,1007,125,fouls.conceded
1000111,1006078,100023,217,1008,117,fouls.won
1000112,1006182,100023,321,1009,116,fouls.conceded
1000113,1006202,100023,341,1010,107,fouls.conceded
1000114,1006232,100023,371,1011,109,fouls.conceded
1000115,1006324,100023,463,1012,105,fouls.conceded
1000116,1006351,100023,490,1013,114,fouls.conceded
1000117,1006595,100023,734,1014,114,fouls.conceded
1000118,1006634,100023,773,1015,108,fouls.conceded
1000119,1006816,100023,955,1016,127,fouls.conceded
1000120,1006836,100023,975,1017,121,fouls.conceded
1000121,1006849,100023,988,1018,112,fouls.conceded
1000122,1006860,100023,999,1019,110,fouls.conceded
1000123,1006960,100023,1099,1020,113,fouls.won
1000124,1007005,100023,1144,1021,102,fouls.conceded
1000125,1007010,100023,1149,1022,111,fouls.conceded
1000126,1007066,100023,1205,1023,118,fouls.conceded
1000127,1007082,100023,1221,1024,113,fouls.conceded
1000128,1007104,100023,1243,1025,120,fouls.conceded
1000129,1007150,100023,1289,1026,121,yellow.cards
1000130,1007174,100023,1313,1027,103,fouls.conceded
1000131,1007212,100022,21,1001,118,fouls.conceded
1000132,1007320,100022,129,1002,119,fouls.conceded
1000133,1007420,100022,229,1003,102,fouls.conceded
1000134,1007532,100022,341,1004,102,fouls.conceded
1000135,1007537,100022,346,1005,120,fouls.conceded
1000136,1007614,100022,423,1006,122,fouls.conceded
1000137,1007667,100022,476,1007,117,fouls.conceded
1000138,1007689,100022,498,1008,108,fouls.conceded
1000139,1007708,100022,517,1009,125,fouls.conceded
1000140,1007728,100022,537,1010,106,fouls.conceded
1000141,1007751,100022,560,1011,125,fouls.conceded
1000142,1007903,100022,712,1012,118,fouls.won
1000143,1007945,100022,754,1013,109,fouls.conceded
1000144,1008011,100022,820,1014,120,fouls.conceded
1000145,1008058,100022,867,1015,124,fouls.conceded
1000146,1008140,100022,949,1016,111,fouls.conceded
1000147,1008162,100022,971,1017,120,fouls.conceded
1000148,1008190,100022,999,1018,120,fouls.conceded
1000149,1008198,100022,1007,1019,107,fouls.conceded
1000150,1008221,100022,1030,1020,118,fouls.conceded
1000151,1008285,100022,1094,1021,116,fouls.conceded
1000152,1008285,100022,1094,1022,116,yellow.cards
1000153,1008320,100022,1129,1023,105,fouls.conceded
1000154,1008433,100022,1242,1024,116,fouls.conceded
1000155,1008447,100022,1256,1025,120,fouls.conceded
1000156,1008515,100021,57,1001,110,fouls.conceded
1000157,1008536,100021,78,1002,121,fouls.conceded
1000158,1008541,100021,83,1003,119,fouls.conceded
1000159,1008566,100021,108,1004,120,fouls.conceded
1000160,1008589,100021,131,1005,116,fouls.won
1000161,1008596,100021,138,1006,119,fouls.conceded
1000162,1008630,100021,172,1007,116,fouls.won
1000163,1008637,100021,179,1008,108,fouls.won
1000164,1008655,100021,197,1009,120,fouls.conceded
1000165,1008679,100021,221,1010,123,fouls.conceded
1000166,1008679,100021,221,1011,,yellow.cards
1000167,1008721,100021,263,1012,119,fouls.won
1000168,1008807,100021,349,1013,119,fouls.conceded
1000169,1008807,100021,349,1014,,yellow.cards
1000170,1008858,100021,400,1015,104,fouls.conceded
1000171,1008870,100021,412,1016,116,fouls.won
1000172,1009084,100021,626,1017,102,fouls.conceded
1000173,1009110,100021,652,1018,106,fouls.won
1000174,1009140,100021,682,1019,122,fouls.conceded
1000175,1009191,100021,733,1020,116,fouls.conceded
1000176,1009236,100021,778,1021,125,fouls.conceded
1000177,1009260,100021,802,1022,116,fouls.conceded
1000178,1009260,100021,802,1023,116,yellow.cards
1000179,1009309,100021,851,1024,121,fouls.won
1000180,1009362,100021,904,1025,123,fouls.conceded
1000181,1009426,100021,968,1026,127,fouls.conceded
1000182,1009458,100021,1000,1027,104,fouls.won
1000183,1009493,100021,1035,1028,127,fouls.conceded
1000184,1009602,100021,1144,1029,116,fouls.won
1000185,1009630,100024,21,1001,121,fouls.conceded
1000186,1009772,100024,163,1002,118,fouls.won
1000187,1009777,100024,168,1003,104,fouls.won
1000188,1009807,100024,198,1004,123,fouls.conceded
1000189,1010170,100024,561,1005,121,fouls.conceded
1000190,1010234,100024,625,1006,122,fouls.conceded
1000191,1010277,100024,668,1007,118,fouls.conceded
1000192,1010278,100024,669,1008,,c
1000193,1010286,100024,677,1009,124,fouls.conceded
1000194,1010300,100024,691,1010,126,fouls.conceded
1000195,1010300,100024,691,1011,126,yellow.cards
1000196,1010350,100024,741,1012,121,fouls.conceded
1000197,1010360,100024,751,1013,130,fouls.conceded
1000198,1010588,100024,979,1014,108,fouls.conceded
1000199,1010639,100024,1030,1015,128,fouls.conceded
1000200,1010706,100024,1097,1016,114,fouls.conceded
1000201,1010782,100024,1173,1017,123,fouls.conceded
1000202,1010995,100024,1386,1018,119,fouls.conceded
1000203,1011065,100024,1456,1019,110,fouls.conceded
1000204,1011065,100024,1456,1020,,yellow.cards
1000205,1011281,100010,63,1001,106,fouls.won
1000206,1011317,100010,99,1002,120,fouls.conceded
1000207,1011378,100010,160,1003,105,fouls.conceded
1000208,1011394,100010,176,1004,107,fouls.conceded
1000209,1011496,100010,278,1005,109,fouls.conceded
1000210,1011557,100010,339,1006,123,fouls.conceded
1000211,1011574,100010,356,1007,106,fouls.won
1000212,1011686,100010,468,1008,103,fouls.conceded
1000213,1011743,100010,525,1009,114,fouls.conceded
1000214,1011818,100010,600,1010,110,fouls.conceded
1000215,1011877,100010,659,1011,101,fouls.won
1000216,1011905,100010,687,1012,118,fouls.won
1000217,1012032,100010,814,1013,108,fouls.conceded
1000218,1012033,100010,815,1014,121,fouls.conceded
1000219,1012111,100010,893,1015,102,fouls.conceded
1000220,1012142,100010,924,1016,115,yellow.card
1000221,1012191,100010,973,1017,115,fouls.won
1000222,1012251,100010,1033,1018,122,fouls.conceded
1000223,1012283,100010,1065,1019,110,yellow.card
1000224,1012339,100010,1121,1020,108,fouls.conceded
1000225,1012354,100010,1136,1021,104,fouls.conceded
1000226,1012427,100010,1209,1022,109,yellow.card
1000227,1012458,100010,1240,1023,108,fouls.conceded
1000228,1012540,100002,40,1001,124,fouls.conceded
1000229,1012649,100002,149,1002,108,fouls.conceded
1000230,1012702,100002,202,1003,125,fouls.conceded
1000231,1012851,100002,351,1004,104,fouls.conceded
1000232,1012865,100002,365,1005,104,fouls.won
1000233,1013112,100002,612,1006,127,fouls.conceded
1000234,1013187,100002,687,1007,125,fouls.conceded
1000235,1013340,100002,840,1008,125,fouls.won
1000236,1013463,100002,963,1009,124,fouls.conceded
1000237,1013524,100002,1024,1010,106,fouls.conceded
1000238,1013659,100002,1159,1011,107,fouls.conceded
1000239,1013764,100002,1264,1012,103,fouls.conceded
1000240,1013875,100002,1375,1013,102,fouls.conceded
1000241,1013946,100001,41,1001,122,fouls.conceded
1000242,1014050,100001,145,1002,125,fouls.conceded
1000243,1014181,100001,276,1003,121,fouls.won
1000244,1014374,100001,469,1004,122,fouls.conceded
1000245,1014374,100001,469,1005,122,yellow.cards
1000246,1014434,100001,529,1006,120,fouls.conceded
1000247,1014516,100001,611,1007,121,fouls.won
1000248,1014599,100001,694,1008,120,fouls.won
1000249,1014669,100001,764,1009,122,fouls.conceded
1000250,1014730,100001,825,1010,104,fouls.conceded
1000251,1015018,100001,1113,1011,102,penalties.conceded
1000252,1015335,100001,1430,1012,114,fouls.conceded
1000253,1015352,100001,1447,1013,118,fouls.won
1000254,1015361,100001,1456,1014,115,fouls.conceded
1000255,1015370,100001,1465,1015,127,fouls.won
1000256,1015419,100001,1514,1016,108,fouls.conceded
1000257,1015472,100025,31,1001,110,fouls.conceded
1000258,1015487,100025,46,1002,126,fouls.conceded
1000259,1015507,100025,66,1003,123,fouls.conceded
1000260,1015576,100025,135,1004,106,fouls.won
1000261,1015660,100025,219,1005,126,fouls.conceded
1000262,1015694,100025,253,1006,106,fouls.conceded
1000263,1015707,100025,266,1007,119,fouls.conceded
1000264,1015707,100025,266,1008,119,yellow.cards
1000265,1015712,100025,271,1009,128,fouls.won
1000266,1015758,100025,317,1010,106,fouls.conceded
1000267,1015825,100025,384,1011,119,fouls.won
1000268,1015868,100025,427,1012,125,fouls.conceded
1000269,1015872,100025,431,1013,122,fouls.conceded
1000270,1015909,100025,468,1014,126,fouls.conceded
1000271,1015942,100025,501,1015,105,fouls.conceded
1000272,1015985,100025,544,1016,122,fouls.conceded
1000273,1016029,100025,588,1017,125,fouls.conceded
1000274,1016075,100025,634,1018,105,fouls.conceded
1000275,1016142,100025,701,1019,123,fouls.conceded
1000276,1016154,100025,713,1020,128,fouls.conceded
1000277,1016216,100025,775,1021,128,fouls.conceded
1000278,1016340,100025,899,1022,128,fouls.conceded
1000279,1016414,100025,973,1023,102,fouls.conceded
1000280,1016494,100025,1053,1024,125,fouls.conceded
1000281,1016504,100025,1063,1025,110,fouls.won
1000282,1016512,100025,1071,1026,134,fouls.conceded
1000283,1016573,100025,1132,1027,129,fouls.conceded
1000284,1016573,100025,1132,1028,,yellow.cards
1000285,1016598,100025,1157,1029,134,fouls.conceded
1000286,1016670,100025,1229,1030,117,fouls.conceded
1000287,1016828,100026,33,1001,105,fouls.conceded
1000288,1016963,100026,168,1002,120,fouls.conceded
1000289,1017255,100026,460,1003,120,fouls.won
1000290,1017275,100026,480,1004,122,fouls.conceded
1000291,1017383,100026,588,1005,126,fouls.won
1000292,1017392,100026,597,1006,105,fouls.conceded
1000293,1017402,100026,607,1007,120,fouls.conceded
1000294,1017534,100026,739,1008,123,fouls.conceded
1000295,1017576,100026,781,1009,122,fouls.conceded
1000296,1017602,100026,807,1010,107,fouls.conceded
1000297,1017610,100026,815,1011,117,fouls.conceded
1000298,1017670,100026,875,1012,120,fouls.conceded
1000299,1017683,100026,888,1013,119,fouls.won
1000300,1017695,100026,900,1014,120,fouls.conceded
1000301,1017751,100026,956,1015,112,fouls.conceded
1000302,1017828,100026,1033,1016,117,fouls.conceded
1000303,1018106,100030,71,1001,105,fouls.conceded
1000304,1018181,100030,146,1002,126,fouls.conceded
1000305,1018181,100030,146,1003,,yellow.cards
1000306,1018306,100030,271,1004,119,fouls.won
1000307,1018332,100030,297,1005,107,fouls.conceded
1000308,1018378,100030,343,1006,106,fouls.conceded
1000309,1018378,100030,343,1007,106,yellow.cards
1000310,1018440,100030,405,1008,120,fouls.conceded
1000311,1018440,100030,405,1009,120,yellow.cards
1000312,1018481,100030,446,1010,120,fouls.conceded
1000313,1018493,100030,458,1011,106,fouls.conceded
1000314,1018529,100030,494,1012,121,fouls.won
1000315,1018667,100030,632,1013,121,fouls.conceded
1000316,1018765,100030,730,1014,111,fouls.conceded
1000317,1018770,100030,735,1015,126,fouls.conceded
1000318,1018810,100030,775,1016,120,fouls.won
1000319,1018897,100030,862,1017,127,fouls.conceded
1000320,1018919,100030,884,1018,107,fouls.conceded
1000321,1019015,100030,980,1019,126,fouls.conceded
1000322,1019068,100030,1033,1020,122,fouls.conceded
1000323,1019140,100030,1105,1021,107,fouls.conceded
1000324,1019246,100030,1211,1022,105,fouls.conceded
1000325,1019317,100030,1282,1023,115,fouls.conceded
1000326,1019477,100009,133,1001,125,fouls.conceded
1000327,1019559,100009,215,1002,106,fouls.conceded
1000328,1019572,100009,228,1003,102,fouls.conceded
1000329,1019827,100009,483,1004,,fouls.conceded
1000330,1019829,100009,485,1005,125,fouls.conceded
1000331,1019836,100009,492,1006,122,fouls.conceded
1000332,1019851,100009,507,1007,125,fouls.conceded
1000333,1019867,100009,523,1008,106,fouls.conceded
1000334,1020112,100009,768,1009,106,fouls.conceded
1000335,1020404,100009,1060,1010,106,fouls.conceded
1000336,1020470,100009,1126,1011,132,fouls.conceded
1000337,1020496,100009,1152,1012,118,fouls.won
1000338,1020508,100009,1164,1013,126,fouls.conceded
1000339,1020519,100009,1175,1014,106,fouls.won
1000340,1020539,100009,1195,1015,114,fouls.conceded
1000341,1020788,100027,195,1001,117,fouls.won
1000342,1020911,100027,318,1002,107,fouls.conceded
1000343,1020914,100027,321,1003,107,fouls.won
1000344,1021026,100027,433,1004,125,fouls.conceded
1000345,1021111,100027,518,1005,118,fouls.conceded
1000346,1021141,100027,548,1006,119,fouls.conceded
1000347,1021190,100027,597,1007,124,fouls.conceded
1000348,1021190,100027,597,1008,,yellow.cards
1000349,1021367,100027,774,1009,124,fouls.conceded
1000350,1021370,100027,777,1010,118,fouls.conceded
1000351,1021375,100027,782,1011,127,fouls.conceded
1000352,1021422,100027,829,1012,118,fouls.won
1000353,1021493,100027,900,1013,124,yellow.cards
1000354,1021493,100027,900,1014,,red.cards
1000355,1021521,100027,928,1015,118,fouls.conceded
1000356,1021545,100027,952,1016,118,yellow.cards
1000357,1021601,100027,1008,1017,112,fouls.conceded
1000358,1021670,100027,1077,1018,128,fouls.conceded
1000359,1021711,100027,1118,1019,103,fouls.won
1000360,1021866,100027,1273,1020,130,fouls.conceded
1000361,1021876,100027,1283,1021,108,fouls.conceded
1000362,1022053,100028,41,1001,106,fouls.conceded
1000363,1022128,100028,116,1002,109,fouls.conceded
1000364,1022227,100028,215,1003,104,fouls.conceded
1000365,1022227,100028,215,1004,,yellow.cards
1000366,1022458,100028,446,1005,116,fouls.conceded
1000367,1022504,100028,492,1006,121,fouls.conceded
1000368,1022527,100028,515,1007,106,fouls.won
1000369,1022576,100028,564,1008,124,fouls.conceded
1000370,1022784,100028,772,1009,120,fouls.conceded
1000371,1022842,100028,830,1010,118,fouls.conceded
1000372,1022851,100028,839,1011,104,fouls.conceded
1000373,1022898,100028,886,1012,120,fouls.conceded
1000374,1023013,100028,1001,1013,104,fouls.conceded
1000375,1023081,100028,1069,1014,129,fouls.conceded
1000376,1023101,100028,1089,1015,115,fouls.conceded
1000377,1023120,100028,1108,1016,122,fouls.conceded
1000378,1023171,100029,24,1001,109,fouls.conceded
1000379,1023183,100029,36,1002,121,fouls.conceded
1000380,1023246,100029,99,1003,108,fouls.conceded
1000381,1023304,100029,157,1004,109,fouls.conceded
1000382,1023506,100029,359,1005,120,fouls.won
1000383,1023515,100029,368,1006,102,fouls.won
1000384,1023534,100029,387,1007,123,fouls.conceded
1000385,1023648,100029,501,1008,106,fouls.conceded
1000386,1023656,100029,509,1009,120,fouls.conceded
1000387,1023769,100029,622,1010,125,fouls.conceded
1000388,1023905,100029,758,1011,122,fouls.won
1000389,1023950,100029,803,1012,114,fouls.conceded
1000390,1024020,100029,873,1013,110,fouls.conceded
1000391,1024045,100029,898,1014,132,fouls.conceded
1000392,1024171,100029,1024,1015,114,fouls.conceded
1000393,1024313,100029,1166,1016,114,fouls.conceded
1000394,1024319,100029,1172,1017,132,fouls.conceded
1000395,1024346,100029,1199,1018,130,fouls.conceded
1000396,1024384,100029,1237,1019,130,fouls.conceded
1000397,1024463,100029,1316,1020,114,fouls.conceded
1000398,1024475,100029,1328,1021,129,fouls.conceded
1000399,1024475,100029,1328,1022,129,yellow.cards
1000400,1024521,100032,32,1001,108,fouls.conceded
1000401,1024572,100032,83,1002,128,fouls.conceded
1000402,1024621,100032,132,1003,109,fouls.conceded
1000403,1024624,100032,135,1004,103,fouls.won
1000404,1024735,100032,246,1005,119,fouls.won
1000405,1024762,100032,273,1006,127,fouls.conceded
1000406,1024784,100032,295,1007,124,fouls.conceded
1000407,1024855,100032,366,1008,104,fouls.conceded
1000408,1024922,100032,433,1009,120,fouls.conceded
1000409,1024986,100032,497,1010,126,fouls.conceded
1000410,1025098,100032,609,1011,120,fouls.won
1000411,1025128,100032,639,1012,121,fouls.conceded
1000412,1025171,100032,682,1013,126,fouls.conceded
1000413,1025174,100032,685,1014,128,fouls.conceded
1000414,1025211,100032,722,1015,122,fouls.conceded
1000415,1025211,100032,722,1016,,yellow.cards
1000416,1025434,100032,945,1017,123,fouls.conceded
1000417,1025511,100032,1022,1018,105,fouls.won
1000418,1025522,100032,1033,1019,106,fouls.conceded
1000419,1025537,100032,1048,1020,109,fouls.won
1000420,1025730,100032,1241,1021,126,fouls.conceded
1000421,1025750,100032,1261,1022,128,fouls.conceded
1000422,1025750,100032,1261,1023,128,yellow.cards
1000423,1025760,100032,1271,1024,125,fouls.conceded
1000424,1025760,100032,1271,1025,125,yellow.cards
1000425,1025991,100033,118,1001,120,fouls.conceded
1000426,1025999,100033,126,1002,125,fouls.conceded
1000427,1026150,100033,277,1003,127,fouls.conceded
1000428,1026150,100033,277,1004,,yellow.cards
1000429,1026193,100033,320,1005,106,fouls.conceded
1000430,1026196,100033,323,1006,120,fouls.conceded
1000431,1026196,100033,323,1007,,yellow.cards
1000432,1026424,100033,551,1008,125,fouls.conceded
1000433,1026532,100033,659,1009,105,fouls.conceded
1000434,1026538,100033,665,1010,110,fouls.conceded
1000435,1026563,100033,690,1011,120,fouls.conceded
1000436,1026594,100033,721,1012,110,fouls.conceded
1000437,1026700,100033,827,1013,102,fouls.won
1000438,1026839,100033,966,1014,106,fouls.conceded
1000439,1026842,100033,969,1015,115,fouls.won
1000440,1026864,100033,991,1016,126,fouls.conceded
1000441,1026950,100033,1077,1017,131,fouls.conceded
1000442,1026953,100033,1080,1018,127,fouls.won
1000443,1026966,100033,1093,1019,109,fouls.won
1000444,1027035,100033,1162,1020,118,fouls.conceded
1000445,1027070,100033,1197,1021,118,fouls.conceded
1000446,1027098,100033,1225,1022,120,fouls.conceded
1000447,1027104,100033,1231,1023,103,fouls.conceded
1000448,1027197,100033,1324,1024,109,fouls.conceded
1000449,1027215,100033,1342,1025,130,fouls.conceded
1000450,1027215,100033,1342,1026,,yellow.cards
1000451,1027442,100031,207,1001,122,fouls.won
1000452,1027549,100031,314,1002,111,fouls.conceded
1000453,1027634,100031,399,1003,122,fouls.conceded
1000454,1027913,100031,678,1004,106,fouls.conceded
1000455,1027998,100031,763,1005,117,fouls.conceded
1000456,1028059,100031,824,1006,121,fouls.conceded
1000457,1028444,100031,1209,1007,116,fouls.conceded
1000458,1028486,100031,1251,1008,129,fouls.conceded
1000459,1028507,100031,1272,1009,116,fouls.won
1000460,1028572,100031,1337,1010,130,fouls.won
1000461,1028643,100143,30,1001,119,fouls.conceded
1000462,1028646,100143,33,1002,108,fouls.conceded
1000463,1028659,100143,46,1003,126,fouls.conceded
1000464,1028665,100143,52,1004,126,fouls.won
1000465,1028845,100143,232,1005,107,fouls.conceded
1000466,1029180,100143,567,1006,122,fouls.conceded
1000467,1029334,100143,721,1007,123,fouls.won
1000468,1029372,100143,759,1008,122,fouls.conceded
1000469,1029632,100143,1019,1009,123,fouls.won
1000470,1029765,100143,1152,1010,111,fouls.conceded
1000471,1029765,100143,1152,1011,,yellow.cards
1000472,1029799,100143,1186,1012,116,fouls.won
1000473,1029961,100143,1348,1013,109,fouls.won
1000474,1030112,100142,112,1001,110,fouls.conceded
1000475,1030133,100142,133,1002,121,fouls.conceded
1000476,1030228,100142,228,1003,118,fouls.conceded
1000477,1030831,100142,831,1004,131,fouls.conceded
1000478,1030910,100142,910,1005,124,fouls.conceded
1000479,1030932,100142,932,1006,120,fouls.conceded
1000480,1031163,100142,1163,1007,127,fouls.conceded
1000481,1031187,100142,1187,1008,113,fouls.conceded
1000482,1031267,100142,1267,1009,127,fouls.conceded
1000483,1031269,100142,1269,1010,128,fouls.conceded
1000484,1031276,100142,1276,1011,102,fouls.conceded
1000485,1032116,100147,645,1001,118,fouls.won
1000486,1032231,100147,760,1002,106,fouls.conceded
1000487,1032275,100147,804,1003,126,yellow.cards
1000488,1032416,100147,945,1004,127,fouls.conceded
1000489,1032442,100147,971,1005,112,fouls.conceded
1000490,1032538,100147,1067,1006,129,fouls.conceded
1000491,1032538,100147,1067,1007,,yellow.cards
1000492,1032605,100147,1134,1008,120,fouls.conceded
1000493,1032650,100147,1179,1009,124,fouls.won
1000494,1032698,100147,1227,1010,130,fouls.conceded
1000495,1032850,100146,136,1001,119,fouls.conceded
1000496,1032894,100146,180,1002,110,fouls.conceded
1000497,1033345,100146,631,1003,120,fouls.conceded
1000498,1033368,100146,654,1004,124,fouls.conceded
1000499,1033368,100146,654,1005,,yellow.cards
1000500,1033456,100146,742,1006,105,fouls.conceded
1000501,1033484,100146,770,1007,119,fouls.conceded
1000502,1033698,100146,984,1008,116,fouls.conceded
1000503,1033722,100146,1008,1009,119,fouls.won
1000504,1033763,100146,1049,1010,126,fouls.conceded
1000505,1033955,100140,23,1001,125,fouls.conceded
1000506,1034018,100140,86,1002,124,fouls.conceded
1000507,1034034,100140,102,1003,110,fouls.conceded
1000508,1034104,100140,172,1004,124,fouls.conceded
1000509,1034232,100140,300,1005,129,fouls.won
1000510,1034272,100140,340,1006,109,fouls.conceded
1000511,1034296,100140,364,1007,128,fouls.conceded
1000512,1034298,100140,366,1008,120,fouls.conceded
1000513,1034333,100140,401,1009,129,fouls.conceded
1000514,1034370,100140,438,1010,123,fouls.conceded
1000515,1034479,100140,547,1011,107,fouls.conceded
1000516,1034634,100140,702,1012,106,fouls.conceded
1000517,1034728,100140,796,1013,129,yellow.cards
1000518,1034734,100140,802,1014,103,fouls.conceded
1000519,1034798,100140,866,1015,107,fouls.conceded
1000520,1034807,100140,875,1016,123,fouls.conceded
1000521,1034820,100140,888,1017,128,fouls.conceded
1000522,1034897,100140,965,1018,122,penalties.conceded
1000523,1034897,100140,965,1019,122,yellow.cards
1000524,1034900,100140,968,1020,128,fouls.conceded
1000525,1034977,100140,1045,1021,123,fouls.conceded
1000526,1034987,100140,1055,1022,125,yellow.cards
1000527,1035014,100140,1082,1023,106,fouls.conceded
1000528,1035023,100140,1091,1024,129,fouls.conceded
1000529,1035096,100140,1164,1025,123,fouls.conceded
1000530,1035110,100140,1178,1026,128,fouls.conceded
1000531,1035123,100140,1191,1027,128,fouls.conceded
1000532,1035166,100140,1234,1028,130,fouls.conceded
1000533,1035173,100140,1241,1029,113,yellow.cards
1000534,1035179,100140,1247,1030,127,fouls.conceded
1000535,1035214,100140,1282,1031,131,fouls.won
1000536,1035391,100141,144,1001,123,fouls.conceded
1000537,1035480,100141,233,1002,128,fouls.conceded
1000538,1035499,100141,252,1003,122,penalties.conceded
1000539,1035499,100141,252,1004,,yellow.cards
