uniq_evtype_id,uniq_event_id,match_id,event,evtype_id,play_type
1012384,1051415,100105,1099,1292,launch
1012385,1051421,100105,1105,1293,goal.kick
1012386,1051421,100105,1105,1294,launch
1012387,1051425,100105,1109,1295,flick.on
1012388,1051425,100105,1109,1296,headed
1012389,1051428,100105,1112,1297,launch
1012390,1051430,100105,1114,1298,throw.in
1012391,1051432,100105,1116,1299,headed
1012392,1051437,100105,1121,1300,through
1012393,1051439,100105,1123,1301,launch
1012394,1051440,100105,1124,1302,throw.in
1012395,1051441,100105,1125,1303,flick.on
1012396,1051441,100105,1125,1304,headed
1012397,1051443,100105,1127,1305,launch
1012398,1051449,100105,1133,1306,throw.in
1012399,1051452,100105,1136,1307,throw.in
1012400,1051453,100105,1137,1308,lay.off
1012401,1051455,100105,1139,1309,crosses
1012402,1051456,100105,1140,1310,corner.kick
1012403,1051456,100105,1140,1311,crosses
1012404,1051460,100105,1144,1312,launch
1012405,1051461,100105,1145,1313,corner.kick
1012406,1051461,100105,1145,1314,crosses
1012407,1051464,100105,1148,1315,flick.on
1012408,1051464,100105,1148,1316,headed
1012409,1051465,100105,1149,1317,headed
1012410,1051469,100105,1153,1318,throw.in
1012411,1051473,100105,1157,1319,switch
1012412,1051478,100105,1162,1320,through
1012413,1051480,100105,1164,1321,gk.drop.kick
1012414,1051482,100105,1166,1322,free.kick
1012415,1051482,100105,1166,1323,launch
1012416,1051485,100105,1169,1324,launch
1012417,1051488,100105,1172,1325,throw.in
1012418,1051490,100105,1174,1326,launch
1012419,1051491,100105,1175,1327,throw.in
1012420,1051492,100105,1176,1328,throw.in
1012421,1051493,100105,1177,1329,crosses
1012422,1051494,100105,1178,1330,goal.kick
1012423,1051494,100105,1178,1331,launch
1012424,1051498,100105,1182,1332,goal.kick
1012425,1051498,100105,1182,1333,launch
1012426,1051501,100105,1185,1334,launch
1012427,1051502,100105,1186,1335,flick.on
1012428,1051502,100105,1186,1336,headed
1012429,1051503,100105,1187,1337,through
1012430,1051503,100105,1187,1338,headed
1012431,1051506,100105,1190,1339,launch
1012432,1051507,100105,1191,1340,throw.in
1012433,1051511,100105,1195,1341,throw.in
1012434,1051516,100105,1200,1342,throw.in
1012435,1051519,100105,1203,1343,launch
1012436,1051521,100105,1205,1344,flick.on
1012437,1051521,100105,1205,1345,headed
1012438,1051523,100105,1207,1346,launch
1012439,1051527,100105,1211,1347,launch
1012440,1051528,100105,1212,1348,flick.on
1012441,1051531,100105,1215,1349,flick.on
1012442,1051532,100105,1216,1350,lay.off
1012443,1051537,100105,1221,1351,throw.in
1012444,1051538,100105,1222,1352,lay.off
1012445,1051539,100105,1223,1353,launch
1012446,1051541,100105,1225,1354,free.kick
1012447,1051541,100105,1225,1355,launch
1012448,1051542,100105,1226,1356,gk.throws
1012449,1051548,100105,1232,1357,lay.off
1012450,1051549,100105,1233,1358,launch
1012451,1051550,100105,1234,1359,gk.drop.kick
1012452,1051556,100105,1240,1360,through
1012453,1051561,100105,1245,1361,launch
1012454,1051562,100105,1246,1362,throw.in
1012455,1051563,100105,1247,1363,lay.off
1012456,1051564,100105,1248,1364,crosses
1012457,1051565,100105,1249,1365,gk.drop.kick
1012458,1051569,100105,1253,1366,launch
1012459,1051572,100105,1256,1367,launch
1012460,1051577,100105,1261,1368,throw.in
1012461,1051578,100105,1262,1369,launch
1012462,1051580,100105,1264,1370,flick.on
1012463,1051588,100105,1272,1371,launch
1012464,1051592,100105,1276,1372,launch
1012465,1051595,100105,1279,1373,free.kick
1012466,1051595,100105,1279,1374,launch
1012467,1051597,100105,1281,1375,launch
1012468,1051600,100105,1284,1376,launch
1012469,1051604,100105,1288,1377,throw.in
1012470,1051618,100046,10,1001,headed
1012471,1051621,100046,13,1002,through
1012472,1051622,100046,14,1003,flick.on
1012473,1051625,100046,17,1004,through
1012474,1051628,100046,20,1005,corner.crosses
1012475,1051632,100046,24,1006,through
1012476,1051651,100046,43,1007,through
1012477,1051653,100046,45,1008,through
1012478,1051659,100046,51,1009,lay.off
1012479,1051660,100046,52,1010,through
1012480,1051662,100046,54,1011,headed
1012481,1051664,100046,56,1012,launch
1012482,1051688,100046,80,1013,launch
1012483,1051691,100046,83,1014,through
1012484,1051698,100046,90,1015,through
1012485,1051702,100046,94,1016,through
1012486,1051703,100046,95,1017,lay.off
1012487,1051706,100046,98,1018,through
1012488,1051709,100046,101,1019,free.kick
1012489,1051709,100046,101,1020,launch
1012490,1051711,100046,103,1021,free.kick
1012491,1051711,100046,103,1022,launch
1012492,1051716,100046,108,1023,free.kick
1012493,1051717,100046,109,1024,launch
1012494,1051718,100046,110,1025,headed
1012495,1051728,100046,120,1026,goal.kick
1012496,1051731,100046,123,1027,headed
1012497,1051735,100046,127,1028,flick.on
1012498,1051741,100046,133,1029,corner.crosses
1012499,1051754,100046,146,1030,launch
1012500,1051758,100046,150,1031,free.kick
1012501,1051758,100046,150,1032,launch
1012502,1051759,100046,151,1033,headed
1012503,1051769,100046,161,1034,corner.crosses
1012504,1051774,100046,166,1035,gk.drop.kick
1012505,1051780,100046,172,1036,through
1012506,1051782,100046,174,1037,goal.kick
1012507,1051783,100046,175,1038,through
1012508,1051789,100046,181,1039,through
1012509,1051795,100046,187,1040,free.kick
1012510,1051795,100046,187,1041,launch
1012511,1051798,100046,190,1042,launch
1012512,1051807,100046,199,1043,goal.kick
1012513,1051815,100046,207,1044,through
1012514,1051817,100046,209,1045,free.kick
1012515,1051817,100046,209,1046,launch
1012516,1051823,100046,215,1047,lay.off
1012517,1051824,100046,216,1048,through
1012518,1051834,100046,226,1049,launch
1012519,1051836,100046,228,1050,free.kick
1012520,1051836,100046,228,1051,launch
1012521,1051838,100046,230,1052,headed
1012522,1051840,100046,232,1053,corner.crosses
1012523,1051841,100046,233,1054,corner.crosses
1012524,1051851,100046,243,1055,corner.crosses
1012525,1051852,100046,244,1056,goal.kick
1012526,1051862,100046,254,1057,through
1012527,1051869,100046,261,1058,flick.on
1012528,1051882,100046,274,1059,corner.crosses
1012529,1051892,100046,284,1060,lay.off
1012530,1051897,100046,289,1061,lay.off
1012531,1051908,100046,300,1062,switch
1012532,1051914,100046,306,1063,corner.crosses
1012533,1051931,100046,323,1064,corner.kick
1012534,1051933,100046,325,1065,corner.crosses
1012535,1051934,100046,326,1066,goal.kick
1012536,1051943,100046,335,1067,through
1012537,1051946,100046,338,1068,through
1012538,1051947,100046,339,1069,headed
1012539,1051961,100046,353,1070,through
1012540,1051971,100046,363,1071,through
1012541,1051976,100046,368,1072,lay.off
1012542,1051996,100046,388,1073,deep.crosses
1012543,1051997,100046,389,1074,gk.throws
1012544,1052000,100046,392,1075,corner.crosses
1012545,1052008,100046,400,1076,switch
1012546,1052010,100046,402,1077,gk.throws
1012547,1052014,100046,406,1078,through
1012548,1052015,100046,407,1079,headed
1012549,1052024,100046,416,1080,free.kick
1012550,1052024,100046,416,1081,launch
1012551,1052028,100046,420,1082,flick.on
1012552,1052028,100046,420,1083,headed
1012553,1052030,100046,422,1084,free.kick
1012554,1052030,100046,422,1085,launch
1012555,1052033,100046,425,1086,lay.off
1012556,1052044,100046,436,1087,free.kick
1012557,1052047,100046,439,1088,through
1012558,1052052,100046,444,1089,flick.on
1012559,1052053,100046,445,1090,headed
1012560,1052056,100046,448,1091,gk.drop.kick
1012561,1052058,100046,450,1092,flick.on
1012562,1052061,100046,453,1093,gk.throws
1012563,1052066,100046,458,1094,free.kick
1012564,1052070,100046,462,1095,through
1012565,1052073,100046,465,1096,through
1012566,1052074,100046,466,1097,through
1012567,1052078,100046,470,1098,through
1012568,1052082,100046,474,1099,through
1012569,1052087,100046,479,1100,through
1012570,1052096,100046,488,1101,switch
1012571,1052099,100046,491,1102,launch
1012572,1052110,100046,502,1103,deep.crosses
1012573,1052117,100046,509,1104,free.kick
1012574,1052119,100046,511,1105,deep.crosses
1012575,1052121,100046,513,1106,free.kick
1012576,1052121,100046,513,1107,launch
1012577,1052125,100046,517,1108,through
1012578,1052134,100046,526,1109,deep.crosses
1012579,1052136,100046,528,1110,gk.drop.kick
1012580,1052138,100046,530,1111,headed
1012581,1052139,100046,531,1112,flick.on
1012582,1052146,100046,538,1113,goal.kick
1012583,1052148,100046,540,1114,free.kick
1012584,1052163,100046,555,1115,through
1012585,1052168,100046,560,1116,through
1012586,1052170,100046,562,1117,corner.crosses
1012587,1052178,100046,570,1118,goal.kick
1012588,1052180,100046,572,1119,headed
1012589,1052184,100046,576,1120,lay.off
1012590,1052186,100046,578,1121,gk.throws
1012591,1052195,100046,587,1122,launch
1012592,1052196,100046,588,1123,gk.drop.kick
1012593,1052202,100046,594,1124,launch
1012594,1052207,100046,599,1125,corner.crosses
1012595,1052208,100046,600,1126,goal.kick
1012596,1052211,100046,603,1127,free.kick
1012597,1052217,100046,609,1128,launch
1012598,1052218,100046,610,1129,gk.drop.kick
1012599,1052220,100046,612,1130,through
1012600,1052221,100046,613,1131,lay.off
1012601,1052229,100046,621,1132,corner.crosses
1012602,1052242,100046,634,1133,free.kick
1012603,1052242,100046,634,1134,deep.crosses
1012604,1052254,100046,646,1135,through
1012605,1052257,100046,649,1136,through
1012606,1052272,100046,664,1137,corner.crosses
1012607,1052273,100046,665,1138,goal.kick
1012608,1052273,100046,665,1139,launch
1012609,1052284,100046,676,1140,launch
1012610,1052285,100046,677,1141,headed
1012611,1052285,100046,677,1142,flick.on
1012612,1052291,100046,683,1143,launch
1012613,1052296,100046,688,1144,through
1012614,1052306,100046,698,1145,through
1012615,1052307,100046,699,1146,corner.crosses
1012616,1052309,100046,701,1147,corner.kick
1012617,1052319,100046,711,1148,corner.crosses
1012618,1052340,100046,732,1149,launch
1012619,1052341,100046,733,1150,launch
1012620,1052341,100046,733,1151,through
1012621,1052344,100046,736,1152,launch
1012622,1052345,100046,737,1153,headed
1012623,1052345,100046,737,1154,flick.on
1012624,1052350,100046,742,1155,launch
1012625,1052360,100046,752,1156,goal.kick
1012626,1052360,100046,752,1157,launch
1012627,1052370,100046,762,1158,corner.crosses
1012628,1052371,100046,763,1159,gk.throws
1012629,1052380,100046,772,1160,launch
1012630,1052380,100046,772,1161,through
1012631,1052381,100046,773,1162,corner.crosses
1012632,1052382,100046,774,1163,headed
1012633,1052393,100046,785,1164,corner.kick
1012634,1052395,100046,787,1165,free.kick
1012635,1052395,100046,787,1166,launch
1012636,1052397,100046,789,1167,free.kick
1012637,1052397,100046,789,1168,launch
1012638,1052401,100046,793,1169,lay.off
1012639,1052410,100046,802,1170,launch
1012640,1052412,100046,804,1171,headed
1012641,1052412,100046,804,1172,flick.on
1012642,1052413,100046,805,1173,through
1012643,1052419,100046,811,1174,corner.crosses
1012644,1052421,100046,813,1175,gk.drop.kick
1012645,1052428,100046,820,1176,through
1012646,1052431,100046,823,1177,launch
1012647,1052434,100046,826,1178,through
1012648,1052436,100046,828,1179,through
1012649,1052437,100046,829,1180,lay.off
1012650,1052440,100046,832,1181,lay.off
1012651,1052447,100046,839,1182,through
1012652,1052448,100046,840,1183,through
1012653,1052452,100046,844,1184,through
1012654,1052456,100046,848,1185,launch
1012655,1052458,100046,850,1186,through
1012656,1052464,100046,856,1187,through
1012657,1052467,100046,859,1188,through
1012658,1052468,100046,860,1189,gk.drop.kick
1012659,1052473,100046,865,1190,lay.off
1012660,1052476,100046,868,1191,through
1012661,1052481,100046,873,1192,through
1012662,1052481,100046,873,1193,launch
1012663,1052484,100046,876,1194,through
1012664,1052485,100046,877,1195,through
1012665,1052497,100046,889,1196,lay.off
1012666,1052499,100046,891,1197,free.kick
1012667,1052502,100046,894,1198,switch
1012668,1052503,100046,895,1199,through
1012669,1052505,100046,897,1200,launch
1012670,1052519,100046,911,1201,through
1012671,1052523,100046,915,1202,free.kick
1012672,1052523,100046,915,1203,launch
1012673,1052529,100046,921,1204,through
1012674,1052533,100046,925,1205,through
1012675,1052535,100046,927,1206,headed
1012676,1052537,100046,929,1207,through
1012677,1052538,100046,930,1208,through
1012678,1052543,100046,935,1209,corner.crosses
1012679,1052547,100046,939,1210,corner.kick
1012680,1052548,100046,940,1211,gk.throws
1012681,1052555,100046,947,1212,switch
1012682,1052560,100046,952,1213,through
1012683,1052561,100046,953,1214,lay.off
1012684,1052562,100046,954,1215,launch
1012685,1052564,100046,956,1216,headed
1012686,1052566,100046,958,1217,headed
1012687,1052571,100046,963,1218,through
1012688,1052573,100046,965,1219,launch
1012689,1052578,100046,970,1220,through
1012690,1052579,100046,971,1221,goal.kick
1012691,1052579,100046,971,1222,launch
1012692,1052581,100046,973,1223,headed
1012693,1052582,100046,974,1224,through
1012694,1052583,100046,975,1225,headed
1012695,1052597,100046,989,1226,goal.kick
1012696,1052597,100046,989,1227,launch
1012697,1052600,100046,992,1228,through
1012698,1052601,100046,993,1229,through
1012699,1052602,100046,994,1230,headed
1012700,1052602,100046,994,1231,flick.on
1012701,1052607,100046,999,1232,through
1012702,1052609,100046,1001,1233,free.kick
1012703,1052609,100046,1001,1234,launch
1012704,1052612,100046,1004,1235,free.kick
1012705,1052612,100046,1004,1236,launch
1012706,1052613,100046,1005,1237,through
1012707,1052618,100046,1010,1238,free.kick
1012708,1052618,100046,1010,1239,launch
1012709,1052618,100046,1010,1240,through
1012710,1052620,100046,1012,1241,gk.throws
1012711,1052623,100046,1015,1242,launch
1012712,1052625,100046,1017,1243,headed
1012713,1052625,100046,1017,1244,flick.on
1012714,1052628,100046,1020,1245,launch
1012715,1052628,100046,1020,1246,through
1012716,1052633,100046,1025,1247,lay.off
1012717,1052634,100046,1026,1248,switch
1012718,1052640,100046,1032,1249,through
1012719,1052642,100046,1034,1250,through
1012720,1052644,100046,1036,1251,through
1012721,1052646,100046,1038,1252,corner.crosses
1012722,1052653,100046,1045,1253,deep.crosses
1012723,1052657,100046,1049,1254,launch
1012724,1052665,100046,1057,1255,free.kick
1012725,1052666,100046,1058,1256,through
1012726,1052667,100046,1059,1257,corner.crosses
1012727,1052668,100046,1060,1258,headed
1012728,1052669,100046,1061,1259,gk.throws
1012729,1052678,100046,1070,1260,through
1012730,1052679,100046,1071,1261,deep.crosses
1012731,1052680,100046,1072,1262,headed
1012732,1052689,100046,1081,1263,through
1012733,1052693,100046,1085,1264,launch
1012734,1052694,100046,1086,1265,headed
1012735,1052694,100046,1086,1266,flick.on
1012736,1052696,100046,1088,1267,free.kick
1012737,1052696,100046,1088,1268,launch
1012738,1052697,100046,1089,1269,launch
1012739,1052708,100046,1100,1270,through
1012740,1052710,100046,1102,1271,goal.kick
1012741,1052710,100046,1102,1272,launch
1012742,1052717,100046,1109,1273,corner.crosses
1012743,1052721,100046,1113,1274,free.kick
1012744,1052721,100046,1113,1275,through
1012745,1052722,100046,1114,1276,headed
1012746,1052724,100046,1116,1277,through
1012747,1052726,100046,1118,1278,corner.crosses
1012748,1052727,100046,1119,1279,corner.kick
1012749,1052729,100046,1121,1280,corner.kick
1012750,1052731,100046,1123,1281,headed
1012751,1052733,100046,1125,1282,goal.kick
1012752,1052733,100046,1125,1283,launch
1012753,1052736,100046,1128,1284,headed
1012754,1052743,100046,1135,1285,through
1012755,1052744,100046,1136,1286,gk.throws
1012756,1052751,100046,1143,1287,free.kick
1012757,1052751,100046,1143,1288,launch
1012758,1052755,100046,1147,1289,headed
1012759,1052766,100046,1158,1290,goal.kick
1012760,1052766,100046,1158,1291,launch
1012761,1052768,100046,1160,1292,headed
1012762,1052770,100046,1162,1293,free.kick
1012763,1052770,100046,1162,1294,launch
1012764,1052773,100046,1165,1295,lay.off
1012765,1052777,100046,1169,1296,through
1012766,1052781,100046,1173,1297,free.kick
1012767,1052781,100046,1173,1298,launch
1012768,1052785,100046,1177,1299,free.kick
1012769,1052785,100046,1177,1300,through
1012770,1052786,100046,1178,1301,launch
1012771,1052790,100046,1182,1302,through
1012772,1052796,100046,1188,1303,goal.kick
1012773,1052796,100046,1188,1304,launch
1012774,1052806,100046,1198,1305,launch
1012775,1052811,100046,1203,1306,through
1012776,1052813,100046,1205,1307,free.kick
1012777,1052813,100046,1205,1308,launch
1012778,1052818,100046,1210,1309,launch
1012779,1052824,100046,1216,1310,through
1012780,1052825,100046,1217,1311,corner.crosses
1012781,1052837,100046,1229,1312,through
1012782,1052839,100046,1231,1313,through
1012783,1052846,100046,1238,1314,corner.crosses
1012784,1052851,100046,1243,1315,free.kick
1012785,1052851,100046,1243,1316,launch
1012786,1052854,100046,1246,1317,free.kick
1012787,1052854,100046,1246,1318,launch
1012788,1052859,100046,1251,1319,through
1012789,1052862,100046,1254,1320,corner.crosses
1012790,1052867,100046,1259,1321,gk.drop.kick
1012791,1052870,100046,1262,1322,through
1012792,1052871,100046,1263,1323,gk.drop.kick
1012793,1052873,100046,1265,1324,through
1012794,1052877,100046,1269,1325,through
1012795,1052879,100046,1271,1326,launch
1012796,1052896,100097,16,1001,launch
1012797,1052897,100097,17,1002,headed
1012798,1052897,100097,17,1003,flick.on
1012799,1052899,100097,19,1004,free.kick
1012800,1052899,100097,19,1005,launch
1012801,1052902,100097,22,1006,headed
1012802,1052905,100097,25,1007,through
1012803,1052906,100097,26,1008,lay.off
1012804,1052914,100097,34,1009,launch
1012805,1052914,100097,34,1010,through
1012806,1052916,100097,36,1011,free.kick
1012807,1052932,100097,52,1012,through
1012808,1052935,100097,55,1013,corner.crosses
1012809,1052944,100097,64,1014,launch
1012810,1052948,100097,68,1015,through
1012811,1052950,100097,70,1016,headed
1012812,1052952,100097,72,1017,lay.off
1012813,1052953,100097,73,1018,through
1012814,1052969,100097,89,1019,through
1012815,1052971,100097,91,1020,through
1012816,1052974,100097,94,1021,free.kick
1012817,1052974,100097,94,1022,deep.crosses
1012818,1052976,100097,96,1023,launch
1012819,1052976,100097,96,1024,through
1012820,1052978,100097,98,1025,launch
1012821,1052980,100097,100,1026,headed
1012822,1052981,100097,101,1027,headed
1012823,1052981,100097,101,1028,flick.on
1012824,1052985,100097,105,1029,through
1012825,1052988,100097,108,1030,lay.off
1012826,1052989,100097,109,1031,through
1012827,1052991,100097,111,1032,goal.kick
1012828,1052991,100097,111,1033,launch
1012829,1052993,100097,113,1034,headed
1012830,1052993,100097,113,1035,flick.on
1012831,1052994,100097,114,1036,headed
1012832,1052996,100097,116,1037,through
1012833,1052998,100097,118,1038,corner.crosses
1012834,1052999,100097,119,1039,headed
1012835,1053000,100097,120,1040,goal.kick
1012836,1053000,100097,120,1041,launch
1012837,1053002,100097,122,1042,headed
1012838,1053008,100097,128,1043,launch
1012839,1053009,100097,129,1044,headed
1012840,1053009,100097,129,1045,flick.on
1012841,1053012,100097,132,1046,launch
1012842,1053014,100097,134,1047,headed
1012843,1053018,100097,138,1048,through
1012844,1053018,100097,138,1049,corner.crosses
1012845,1053021,100097,141,1050,deep.crosses
1012846,1053024,100097,144,1051,headed
1012847,1053028,100097,148,1052,launch
1012848,1053029,100097,149,1053,lay.off
1012849,1053035,100097,155,1054,lay.off
1012850,1053042,100097,162,1055,lay.off
1012851,1053044,100097,164,1056,launch
1012852,1053046,100097,166,1057,through
1012853,1053058,100097,178,1058,through
1012854,1053060,100097,180,1059,headed
1012855,1053060,100097,180,1060,flick.on
1012856,1053068,100097,188,1061,switch
1012857,1053073,100097,193,1062,launch
1012858,1053083,100097,203,1063,launch
1012859,1053083,100097,203,1064,through
1012860,1053085,100097,205,1065,headed
1012861,1053086,100097,206,1066,gk.throws
1012862,1053093,100097,213,1067,launch
1012863,1053095,100097,215,1068,free.kick
1012864,1053117,100097,237,1069,lay.off
1012865,1053120,100097,240,1070,through
1012866,1053124,100097,244,1071,launch
1012867,1053127,100097,247,1072,headed
1012868,1053128,100097,248,1073,corner.kick
1012869,1053128,100097,248,1074,corner.crosses
1012870,1053132,100097,252,1075,through
1012871,1053134,100097,254,1076,lay.off
1012872,1053139,100097,259,1077,lay.off
1012873,1053142,100097,262,1078,corner.crosses
1012874,1053143,100097,263,1079,corner.kick
1012875,1053143,100097,263,1080,corner.crosses
1012876,1053146,100097,266,1081,headed
1012877,1053147,100097,267,1082,corner.crosses
1012878,1053155,100097,275,1083,lay.off
1012879,1053165,100097,285,1084,free.kick
1012880,1053166,100097,286,1085,launch
1012881,1053166,100097,286,1086,through
1012882,1053174,100097,294,1087,through
1012883,1053176,100097,296,1088,through
1012884,1053181,100097,301,1089,free.kick
1012885,1053181,100097,301,1090,launch
1012886,1053190,100097,310,1091,launch
1012887,1053192,100097,312,1092,headed
1012888,1053193,100097,313,1093,headed
1012889,1053194,100097,314,1094,lay.off
1012890,1053209,100097,329,1095,lay.off
1012891,1053210,100097,330,1096,lay.off
1012892,1053211,100097,331,1097,lay.off
1012893,1053216,100097,336,1098,lay.off
1012894,1053224,100097,344,1099,through
1012895,1053238,100097,358,1100,through
1012896,1053239,100097,359,1101,corner.crosses
1012897,1053243,100097,363,1102,corner.kick
1012898,1053243,100097,363,1103,corner.crosses
1012899,1053247,100097,367,1104,lay.off
1012900,1053249,100097,369,1105,corner.crosses
1012901,1053252,100097,372,1106,through
1012902,1053252,100097,372,1107,corner.crosses
1012903,1053254,100097,374,1108,corner.crosses
1012904,1053256,100097,376,1109,through
1012905,1053256,100097,376,1110,corner.crosses
1012906,1053262,100097,382,1111,goal.kick
1012907,1053262,100097,382,1112,launch
1012908,1053264,100097,384,1113,headed
1012909,1053264,100097,384,1114,flick.on
1012910,1053267,100097,387,1115,through
1012911,1053268,100097,388,1116,through
1012912,1053269,100097,389,1117,lay.off
1012913,1053271,100097,391,1118,through
1012914,1053278,100097,398,1119,lay.off
1012915,1053280,100097,400,1120,switch
1012916,1053283,100097,403,1121,flick.on
1012917,1053283,100097,403,1122,through
1012918,1053285,100097,405,1123,corner.crosses
1012919,1053286,100097,406,1124,corner.kick
1012920,1053286,100097,406,1125,corner.crosses
1012921,1053288,100097,408,1126,free.kick
1012922,1053288,100097,408,1127,launch
1012923,1053295,100097,415,1128,penalty.kick
1012924,1053298,100097,418,1129,lay.off
1012925,1053301,100097,421,1130,through
1012926,1053318,100097,438,1131,corner.crosses
1012927,1053319,100097,439,1132,corner.kick
1012928,1053319,100097,439,1133,corner.crosses
1012929,1053321,100097,441,1134,corner.kick
1012930,1053321,100097,441,1135,corner.crosses
1012931,1053325,100097,445,1136,free.kick
1012932,1053325,100097,445,1137,launch
1012933,1053343,100097,463,1138,switch
1012934,1053354,100097,474,1139,corner.crosses
1012935,1053355,100097,475,1140,through
1012936,1053358,100097,478,1141,free.kick
1012937,1053358,100097,478,1142,launch
1012938,1053360,100097,480,1143,headed
1012939,1053379,100097,499,1144,launch
1012940,1053379,100097,499,1145,through
1012941,1053380,100097,500,1146,through
1012942,1053402,100097,522,1147,lay.off
1012943,1053406,100097,526,1148,lay.off
1012944,1053408,100097,528,1149,lay.off
1012945,1053409,100097,529,1150,through
1012946,1053410,100097,530,1151,corner.crosses
1012947,1053411,100097,531,1152,headed
1012948,1053444,100097,564,1153,corner.crosses
1012949,1053460,100097,580,1154,launch
1012950,1053462,100097,582,1155,free.kick
1012951,1053469,100097,589,1156,corner.crosses
1012952,1053472,100097,592,1157,launch
1012953,1053474,100097,594,1158,headed
1012954,1053486,100097,606,1159,corner.crosses
1012955,1053488,100097,608,1160,headed
1012956,1053490,100097,610,1161,launch
1012957,1053492,100097,612,1162,headed
1012958,1053492,100097,612,1163,flick.on
1012959,1053497,100097,617,1164,free.kick
1012960,1053518,100097,638,1165,gk.throws
1012961,1053519,100097,639,1166,launch
1012962,1053521,100097,641,1167,headed
1012963,1053525,100097,645,1168,launch
1012964,1053526,100097,646,1169,headed
1012965,1053528,100097,648,1170,through
1012966,1053529,100097,649,1171,lay.off
1012967,1053530,100097,650,1172,lay.off
1012968,1053531,100097,651,1173,launch
1012969,1053531,100097,651,1174,through
1012970,1053537,100097,657,1175,free.kick
1012971,1053540,100097,660,1176,lay.off
1012972,1053545,100097,665,1177,switch
1012973,1053550,100097,670,1178,through
1012974,1053551,100097,671,1179,goal.kick
1012975,1053556,100097,676,1180,through
1012976,1053557,100097,677,1181,goal.kick
1012977,1053557,100097,677,1182,launch
1012978,1053567,100097,687,1183,launch
1012979,1053569,100097,689,1184,launch
1012980,1053577,100097,697,1185,through
1012981,1053586,100097,706,1186,lay.off
1012982,1053590,100097,710,1187,lay.off
1012983,1053591,100097,711,1188,lay.off
1012984,1053612,100097,732,1189,through
1012985,1053616,100097,736,1190,through
1012986,1053617,100097,737,1191,headed
1012987,1053619,100097,739,1192,lay.off
1012988,1053621,100097,741,1193,free.kick
1012989,1053622,100097,742,1194,switch
1012990,1053627,100097,747,1195,through
1012991,1053644,100097,764,1196,through
1012992,1053645,100097,765,1197,lay.off
1012993,1053647,100097,767,1198,through
1012994,1053649,100097,769,1199,headed
1012995,1053650,100097,770,1200,flick.on
1012996,1053655,100097,775,1201,flick.on
1012997,1053658,100097,778,1202,through
1012998,1053663,100097,783,1203,lay.off
1012999,1053666,100097,786,1204,corner.crosses
1013000,1053673,100097,793,1205,switch
1013001,1053676,100097,796,1206,lay.off
1013002,1053679,100097,799,1207,deep.crosses
1013003,1053681,100097,801,1208,corner.crosses
1013004,1053685,100097,805,1209,lay.off
1013005,1053691,100097,811,1210,through
1013006,1053702,100097,822,1211,launch
1013007,1053702,100097,822,1212,through
1013008,1053721,100097,841,1213,through
1013009,1053725,100097,845,1214,goal.kick
1013010,1053725,100097,845,1215,launch
1013011,1053727,100097,847,1216,headed
1013012,1053727,100097,847,1217,flick.on
1013013,1053739,100097,859,1218,lay.off
1013014,1053744,100097,864,1219,lay.off
1013015,1053750,100097,870,1220,launch
1013016,1053750,100097,870,1221,through
1013017,1053752,100097,872,1222,free.kick
1013018,1053752,100097,872,1223,launch
1013019,1053753,100097,873,1224,through
1013020,1053754,100097,874,1225,through
1013021,1053754,100097,874,1226,corner.crosses
1013022,1053756,100097,876,1227,corner.kick
1013023,1053756,100097,876,1228,corner.crosses
1013024,1053757,100097,877,1229,gk.throws
1013025,1053760,100097,880,1230,launch
1013026,1053766,100097,886,1231,corner.crosses
1013027,1053770,100097,890,1232,goal.kick
1013028,1053770,100097,890,1233,launch
1013029,1053772,100097,892,1234,headed
1013030,1053772,100097,892,1235,flick.on
1013031,1053776,100097,896,1236,flick.on
1013032,1053777,100097,897,1237,through
1013033,1053777,100097,897,1238,through
1013034,1053783,100097,903,1239,free.kick
1013035,1053789,100097,909,1240,through
1013036,1053798,100097,918,1241,headed
1013037,1053798,100097,918,1242,flick.on
1013038,1053803,100097,923,1243,through
1013039,1053805,100097,925,1244,through
1013040,1053815,100097,935,1245,through
1013041,1053816,100097,936,1246,corner.crosses
1013042,1053828,100097,948,1247,through
1013043,1053830,100097,950,1248,corner.crosses
1013044,1053833,100097,953,1249,flick.on
1013045,1053836,100097,956,1250,through
1013046,1053837,100097,957,1251,corner.crosses
1013047,1053842,100097,962,1252,corner.kick
1013048,1053842,100097,962,1253,corner.crosses
1013049,1053843,100097,963,1254,launch
1013050,1053853,100097,973,1255,through
1013051,1053853,100097,973,1256,through
1013052,1053854,100097,974,1257,goal.kick
1013053,1053856,100097,976,1258,lay.off
1013054,1053870,100097,990,1259,corner.crosses
1013055,1053874,100097,994,1260,gk.throws
1013056,1053877,100097,997,1261,lay.off
1013057,1053879,100097,999,1262,through
1013058,1053880,100097,1000,1263,goal.kick
1013059,1053880,100097,1000,1264,launch
1013060,1053887,100097,1007,1265,through
1013061,1053890,100097,1010,1266,corner.crosses
1013062,1053897,100097,1017,1267,lay.off
1013063,1053899,100097,1019,1268,lay.off
1013064,1053903,100097,1023,1269,through
1013065,1053904,100097,1024,1270,through
1013066,1053906,100097,1026,1271,headed
1013067,1053908,100097,1028,1272,flick.on
1013068,1053913,100097,1033,1273,deep.crosses
1013069,1053914,100097,1034,1274,gk.throws
1013070,1053918,100097,1038,1275,launch
