uniq_poss_discp_id,match_id,possdiscp_id,event,poss_player_disciplinary
1000301,100030,1012,735,fouls.won
1000302,100030,1013,775,fouls.conceded
1000303,100030,1014,862,fouls.won
1000304,100030,1015,884,fouls.won
1000305,100030,1016,980,fouls.won
1000306,100030,1017,1033,fouls.won
1000307,100030,1018,1210,fouls.won
1000308,100030,1019,1281,fouls.won
1000309,100009,1001,134,fouls.won
1000310,100009,1002,217,fouls.won
1000311,100009,1003,231,fouls.won
1000312,100009,1004,487,fouls.won
1000313,100009,1005,490,fouls.won
1000314,100009,1006,497,fouls.won
1000315,100009,1007,513,fouls.won
1000316,100009,1008,529,fouls.won
1000317,100009,1009,638,fouls.won
1000318,100009,1010,775,fouls.won
1000319,100009,1011,1068,fouls.won
1000320,100009,1012,1134,fouls.won
1000321,100009,1013,1160,fouls.conceded
1000322,100009,1014,1172,fouls.won
1000323,100009,1015,1183,fouls.conceded
1000324,100009,1016,1204,fouls.won
1000325,100027,1001,195,fouls.conceded
1000326,100027,1002,317,fouls.won
1000327,100027,1003,320,fouls.conceded
1000328,100027,1004,432,fouls.won
1000329,100027,1005,517,fouls.won
1000330,100027,1006,547,fouls.won
1000331,100027,1007,596,fouls.won
1000332,100027,1008,773,fouls.won
1000333,100027,1009,776,fouls.won
1000334,100027,1010,782,fouls.won
1000335,100027,1011,829,fouls.conceded
1000336,100027,1012,901,fouls.won
1000337,100027,1013,930,fouls.won
1000338,100027,1014,955,fouls.won
1000339,100027,1015,1012,fouls.won
1000340,100027,1016,1082,fouls.won
1000341,100027,1017,1123,fouls.conceded
1000342,100027,1018,1278,fouls.won
1000343,100027,1019,1288,fouls.won
1000344,100028,1001,41,fouls.won
1000345,100028,1002,116,fouls.won
1000346,100028,1003,216,fouls.won
1000347,100028,1004,448,fouls.won
1000348,100028,1005,495,fouls.won
1000349,100028,1006,519,fouls.conceded
1000350,100028,1007,568,fouls.won
1000351,100028,1008,776,fouls.won
1000352,100028,1009,834,fouls.won
1000353,100028,1010,843,fouls.won
1000354,100028,1011,890,fouls.won
1000355,100028,1012,1005,fouls.won
1000356,100028,1013,1073,fouls.won
1000357,100028,1014,1112,fouls.won
1000358,100029,1001,36,fouls.won
1000359,100029,1002,99,fouls.won
1000360,100029,1003,157,fouls.won
1000361,100029,1004,359,fouls.conceded
1000362,100029,1005,368,fouls.conceded
1000363,100029,1006,387,fouls.won
1000364,100029,1007,501,fouls.won
1000365,100029,1008,509,fouls.won
1000366,100029,1009,622,fouls.won
1000367,100029,1010,759,fouls.conceded
1000368,100029,1011,805,fouls.won
1000369,100029,1012,875,fouls.won
1000370,100029,1013,900,fouls.won
1000371,100029,1014,1026,fouls.won
1000372,100029,1015,1168,fouls.won
1000373,100029,1016,1174,fouls.won
1000374,100029,1017,1201,fouls.won
1000375,100029,1018,1239,fouls.won
1000376,100029,1019,1319,fouls.won
1000377,100029,1020,1331,fouls.won
1000378,100032,1001,32,fouls.won
1000379,100032,1002,83,fouls.won
1000380,100032,1003,132,fouls.won
1000381,100032,1004,135,fouls.conceded
1000382,100032,1005,246,fouls.conceded
1000383,100032,1006,273,fouls.won
1000384,100032,1007,295,fouls.won
1000385,100032,1008,366,fouls.won
1000386,100032,1009,433,fouls.won
1000387,100032,1010,497,fouls.won
1000388,100032,1011,609,fouls.conceded
1000389,100032,1012,639,fouls.won
1000390,100032,1013,682,fouls.won
1000391,100032,1014,685,fouls.won
1000392,100032,1015,722,fouls.won
1000393,100032,1016,780,fouls.conceded
1000394,100032,1017,945,fouls.won
1000395,100032,1018,1022,fouls.conceded
1000396,100032,1019,1033,fouls.won
1000397,100032,1020,1048,fouls.conceded
1000398,100032,1021,1241,fouls.won
1000399,100032,1022,1261,fouls.won
1000400,100032,1023,1271,fouls.won
1000401,100033,1001,118,fouls.won
1000402,100033,1002,126,fouls.won
1000403,100033,1003,277,fouls.won
1000404,100033,1004,320,fouls.won
1000405,100033,1005,323,fouls.won
1000406,100033,1006,551,fouls.won
1000407,100033,1007,659,fouls.won
1000408,100033,1008,665,fouls.won
1000409,100033,1009,690,fouls.won
1000410,100033,1010,721,fouls.won
1000411,100033,1011,827,fouls.conceded
1000412,100033,1012,967,fouls.won
1000413,100033,1013,970,fouls.conceded
1000414,100033,1014,992,fouls.won
1000415,100033,1015,1078,fouls.won
1000416,100033,1016,1081,fouls.conceded
1000417,100033,1017,1082,yellow.cards
1000418,100033,1018,1095,fouls.conceded
1000419,100033,1019,1165,fouls.won
1000420,100033,1020,1200,fouls.won
1000421,100033,1021,1228,fouls.won
1000422,100033,1022,1234,fouls.won
1000423,100033,1023,1327,fouls.won
1000424,100033,1024,1345,fouls.won
1000425,100031,1001,208,fouls.conceded
1000426,100031,1002,315,fouls.won
1000427,100031,1003,400,fouls.won
1000428,100031,1004,679,fouls.won
1000429,100031,1005,764,fouls.won
1000430,100031,1006,825,fouls.won
1000431,100031,1007,1210,fouls.won
1000432,100031,1008,1252,fouls.won
1000433,100031,1009,1273,fouls.conceded
1000434,100031,1010,1338,fouls.conceded
1000435,100143,1001,30,fouls.won
1000436,100143,1002,33,fouls.won
1000437,100143,1003,46,fouls.won
1000438,100143,1004,52,fouls.conceded
1000439,100143,1005,232,fouls.won
1000440,100143,1006,567,fouls.won
1000441,100143,1007,721,fouls.conceded
1000442,100143,1008,759,fouls.won
1000443,100143,1009,1019,fouls.conceded
1000444,100143,1010,1186,fouls.conceded
1000445,100143,1011,1348,fouls.conceded
1000446,100142,1001,112,fouls.won
1000447,100142,1002,133,fouls.won
1000448,100142,1003,228,fouls.won
1000449,100142,1004,831,fouls.won
1000450,100142,1005,910,fouls.won
1000451,100142,1006,932,fouls.won
1000452,100142,1007,1163,fouls.won
1000453,100142,1008,1187,fouls.won
1000454,100142,1009,1267,fouls.won
1000455,100142,1010,1269,fouls.won
1000456,100142,1011,1276,fouls.won
1000457,100142,1012,1348,fouls.conceded
1000458,100147,1001,647,fouls.conceded
1000459,100147,1002,762,fouls.won
1000460,100147,1003,973,fouls.won
1000461,100147,1004,1069,fouls.won
1000462,100147,1005,1136,fouls.won
1000463,100147,1006,1181,fouls.conceded
1000464,100147,1007,1229,fouls.won
1000465,100146,1001,136,fouls.won
1000466,100146,1002,180,fouls.won
1000467,100146,1003,631,fouls.won
1000468,100146,1004,654,fouls.won
1000469,100146,1005,742,fouls.won
1000470,100146,1006,770,fouls.won
1000471,100146,1007,985,fouls.won
1000472,100146,1008,1009,fouls.conceded
1000473,100146,1009,1050,fouls.won
1000474,100146,1010,1124,fouls.conceded
1000475,100140,1001,23,fouls.won
1000476,100140,1002,86,fouls.won
1000477,100140,1003,102,fouls.won
1000478,100140,1004,172,fouls.won
1000479,100140,1005,300,fouls.conceded
1000480,100140,1006,340,fouls.won
1000481,100140,1007,364,fouls.won
1000482,100140,1008,366,fouls.won
1000483,100140,1009,401,fouls.won
1000484,100140,1010,438,fouls.won
1000485,100140,1011,547,fouls.won
1000486,100140,1012,702,fouls.won
1000487,100140,1013,796,fouls.won
1000488,100140,1014,802,fouls.won
1000489,100140,1015,866,fouls.won
1000490,100140,1016,875,fouls.won
1000491,100140,1017,888,fouls.won
1000492,100140,1018,965,penalties.won
1000493,100140,1019,968,fouls.won
1000494,100140,1020,1045,fouls.won
1000495,100140,1021,1055,fouls.won
1000496,100140,1022,1082,fouls.won
1000497,100140,1023,1091,fouls.won
1000498,100140,1024,1164,fouls.won
1000499,100140,1025,1178,fouls.won
1000500,100140,1026,1191,fouls.won
1000501,100140,1027,1234,fouls.won
1000502,100140,1028,1241,fouls.won
1000503,100140,1029,1247,fouls.won
1000504,100140,1030,1282,fouls.conceded
1000505,100141,1001,144,fouls.won
1000506,100141,1002,233,fouls.won
1000507,100141,1003,252,penalties.won
1000508,100141,1004,472,fouls.won
1000509,100141,1005,495,fouls.won
1000510,100141,1006,572,penalties.won
1000511,100141,1007,594,fouls.won
1000512,100141,1008,783,fouls.won
1000513,100141,1009,795,fouls.won
1000514,100141,1010,827,fouls.conceded
1000515,100141,1011,1090,fouls.conceded
1000516,100141,1012,1113,fouls.conceded
1000517,100141,1013,1148,fouls.won
1000518,100141,1014,1242,fouls.conceded
1000519,100148,1001,22,fouls.conceded
1000520,100148,1002,44,fouls.won
1000521,100148,1003,207,fouls.won
1000522,100148,1004,324,yellow.cards
1000523,100148,1005,495,fouls.conceded
1000524,100148,1006,1015,fouls.won
1000525,100148,1007,1175,yellow.cards
1000526,100006,1001,11,fouls.won
1000527,100006,1002,14,fouls.won
1000528,100006,1003,131,fouls.won
1000529,100006,1004,315,fouls.conceded
1000530,100006,1005,639,fouls.won
1000531,100006,1006,676,fouls.conceded
1000532,100006,1007,710,fouls.won
1000533,100006,1008,940,yellow.cards
1000534,100006,1009,996,fouls.won
1000535,100006,1010,1033,fouls.won
1000536,100006,1011,1069,fouls.won
1000537,100006,1012,1125,fouls.conceded
1000538,100006,1013,1203,fouls.conceded
1000539,100003,1001,127,fouls.won
1000540,100003,1002,142,fouls.won
1000541,100003,1003,162,fouls.won
1000542,100003,1004,324,fouls.won
1000543,100003,1005,342,fouls.won
1000544,100003,1006,488,fouls.won
1000545,100003,1007,517,fouls.won
1000546,100003,1008,564,fouls.won
1000547,100003,1009,793,fouls.conceded
1000548,100003,1010,1139,fouls.won
1000549,100003,1011,1277,fouls.conceded
1000550,100005,1001,51,fouls.conceded
1000551,100005,1002,112,fouls.conceded
1000552,100005,1003,119,fouls.won
1000553,100005,1004,181,fouls.conceded
1000554,100005,1005,203,fouls.won
1000555,100005,1006,222,fouls.won
1000556,100005,1007,241,fouls.won
1000557,100005,1008,317,fouls.won
1000558,100005,1009,418,fouls.won
1000559,100005,1010,469,fouls.won
1000560,100005,1011,683,fouls.conceded
1000561,100005,1012,758,fouls.conceded
1000562,100005,1013,841,fouls.won
1000563,100005,1014,855,fouls.conceded
1000564,100005,1015,935,fouls.conceded
1000565,100005,1016,946,fouls.won
1000566,100005,1017,961,fouls.won
1000567,100005,1018,1104,fouls.won
1000568,100005,1019,1122,fouls.won
1000569,100005,1020,1221,fouls.conceded
1000570,100005,1021,1251,fouls.won
1000571,100005,1022,1326,fouls.won
1000572,100005,1023,1327,yellow.cards
1000573,100005,1024,1337,fouls.won
1000574,100004,1001,187,fouls.conceded
1000575,100004,1002,222,fouls.conceded
1000576,100004,1003,380,fouls.won
1000577,100004,1004,390,fouls.won
1000578,100004,1005,432,fouls.won
1000579,100004,1006,574,fouls.won
1000580,100004,1007,643,fouls.won
1000581,100004,1008,700,fouls.won
1000582,100004,1009,836,fouls.won
1000583,100004,1010,1016,fouls.won
1000584,100004,1011,1059,fouls.won
1000585,100004,1012,1124,fouls.won
1000586,100004,1013,1129,fouls.won
1000587,100004,1014,1191,fouls.won
1000588,100004,1015,1210,fouls.won
1000589,100004,1016,1269,fouls.won
1000590,100004,1017,1308,fouls.won
1000591,100004,1018,1370,fouls.won
1000592,100004,1019,1414,fouls.won
1000593,100004,1020,1434,fouls.won
1000594,100004,1021,1461,fouls.conceded
1000595,100004,1022,1551,fouls.conceded
1000596,100008,1001,365,fouls.won
1000597,100008,1002,531,fouls.won
1000598,100008,1003,538,fouls.won
1000599,100008,1004,729,fouls.won
1000600,100008,1005,733,fouls.won
1000601,100008,1006,786,fouls.won
1000602,100008,1007,969,fouls.conceded
1000603,100008,1008,975,fouls.won
1000604,100008,1009,1064,fouls.conceded
1000605,100008,1010,1067,fouls.won
1000606,100008,1011,1210,fouls.won
1000607,100007,1001,31,fouls.won
1000608,100007,1002,51,fouls.won
1000609,100007,1003,235,fouls.conceded
1000610,100007,1004,343,fouls.won
1000611,100007,1005,393,fouls.won
1000612,100007,1006,422,fouls.won
1000613,100007,1007,471,fouls.won
1000614,100007,1008,559,fouls.conceded
1000615,100007,1009,676,fouls.won
1000616,100007,1010,691,fouls.won
1000617,100007,1011,702,fouls.conceded
1000618,100007,1012,849,fouls.conceded
1000619,100007,1013,981,fouls.won
1000620,100007,1014,1009,fouls.won
1000621,100007,1015,1095,fouls.won
1000622,100007,1016,1184,fouls.won
1000623,100049,1001,13,fouls.won
1000624,100049,1002,101,fouls.won
1000625,100049,1003,103,fouls.conceded
1000626,100049,1004,215,fouls.won
1000627,100049,1005,284,fouls.won
1000628,100049,1006,346,fouls.won
1000629,100049,1007,420,fouls.conceded
1000630,100049,1008,470,fouls.won
1000631,100049,1009,495,fouls.won
1000632,100049,1010,495,penalties.won
1000633,100049,1011,532,fouls.won
1000634,100049,1012,620,fouls.won
1000635,100049,1013,798,fouls.won
1000636,100049,1014,825,fouls.conceded
1000637,100049,1015,1054,fouls.conceded
1000638,100049,1016,1253,fouls.won
1000639,100049,1017,1287,fouls.conceded
1000640,100063,1001,65,fouls.won
1000641,100063,1002,108,fouls.conceded
1000642,100063,1003,135,fouls.won
1000643,100063,1004,181,fouls.won
1000644,100063,1005,184,fouls.conceded
1000645,100063,1006,244,fouls.conceded
1000646,100063,1007,247,fouls.conceded
1000647,100063,1008,267,fouls.conceded
1000648,100063,1009,329,fouls.won
1000649,100063,1010,432,fouls.won
1000650,100063,1011,470,fouls.won
1000651,100063,1012,477,fouls.conceded
1000652,100063,1013,605,fouls.won
1000653,100063,1014,622,fouls.conceded
1000654,100063,1015,684,fouls.won
1000655,100063,1016,727,fouls.won
1000656,100063,1017,786,fouls.won
1000657,100063,1018,874,fouls.conceded
1000658,100063,1019,1020,fouls.won
1000659,100063,1020,1166,fouls.won
1000660,100063,1021,1342,fouls.won
1000661,100063,1022,1343,yellow.cards
1000662,100063,1023,1346,fouls.won
1000663,100063,1024,1355,fouls.won
1000664,100113,1001,132,fouls.won
1000665,100113,1002,203,fouls.won
1000666,100113,1003,345,fouls.conceded
1000667,100113,1004,347,fouls.won
1000668,100113,1005,404,fouls.won
1000669,100113,1006,521,fouls.conceded
1000670,100113,1007,527,fouls.conceded
1000671,100113,1008,613,fouls.won
1000672,100113,1009,663,fouls.won
1000673,100113,1010,682,fouls.conceded
1000674,100113,1011,906,fouls.won
1000675,100113,1012,962,fouls.won
1000676,100113,1013,1071,fouls.won
1000677,100113,1014,1275,fouls.won
1000678,100113,1015,1375,fouls.conceded
1000679,100113,1016,1465,fouls.won
1000680,100105,1001,10,fouls.won
1000681,100105,1002,99,fouls.won
1000682,100105,1003,128,fouls.conceded
1000683,100105,1004,199,fouls.won
1000684,100105,1005,308,fouls.won
1000685,100105,1006,329,fouls.won
1000686,100105,1007,343,fouls.won
1000687,100105,1008,348,fouls.won
1000688,100105,1009,406,fouls.won
1000689,100105,1010,408,fouls.conceded
1000690,100105,1011,522,fouls.won
1000691,100105,1012,637,fouls.won
1000692,100105,1013,639,fouls.conceded
1000693,100105,1014,699,fouls.won
1000694,100105,1015,731,fouls.won
1000695,100105,1016,824,fouls.won
1000696,100105,1017,1013,fouls.conceded
1000697,100105,1018,1162,fouls.won
1000698,100105,1019,1221,fouls.won
1000699,100105,1020,1275,fouls.won
1000700,100105,1021,1285,yellow.cards
1000701,100046,1001,100,fouls.conceded
1000702,100046,1002,102,fouls.conceded
1000703,100046,1003,107,fouls.won
1000704,100046,1004,186,fouls.won
1000705,100046,1005,208,fouls.conceded
1000706,100046,1006,211,fouls.conceded
1000707,100046,1007,241,fouls.won
1000708,100046,1008,415,fouls.conceded
1000709,100046,1009,421,fouls.conceded
1000710,100046,1010,435,fouls.won
1000711,100046,1011,457,fouls.won
1000712,100046,1012,500,fouls.won
1000713,100046,1013,508,fouls.won
1000714,100046,1014,539,fouls.won
1000715,100046,1015,602,fouls.won
1000716,100046,1016,785,fouls.conceded
1000717,100046,1017,787,fouls.conceded
1000718,100046,1018,889,fouls.won
1000719,100046,1019,1008,fouls.won
1000720,100046,1020,1055,fouls.won
1000721,100046,1021,1111,fouls.conceded
1000722,100046,1022,1111,yellow.cards
1000723,100046,1023,1141,fouls.won
1000724,100046,1024,1160,fouls.won
1000725,100046,1025,1171,fouls.won
1000726,100046,1026,1175,fouls.won
1000727,100046,1027,1242,fouls.conceded
1000728,100046,1028,1242,yellow.cards
1000729,100046,1029,1245,fouls.conceded
1000730,100046,1030,1245,yellow.cards
1000731,100097,1001,93,fouls.won
1000732,100097,1002,291,fouls.won
1000733,100097,1003,300,fouls.conceded
1000734,100097,1004,407,fouls.conceded
1000735,100097,1005,414,penalties.won
1000736,100097,1006,616,fouls.won
1000737,100097,1007,656,fouls.won
1000738,100097,1008,740,fouls.won
1000739,100097,1009,902,fouls.won
1000740,100097,1010,911,fouls.won
1000741,100097,1011,1279,fouls.won
