uniq_poss_notes_id,match_id,possnotes_id,event,poss_notes
1002365,100005,1037,737,big.chances.shot.missed
1002366,100005,1038,752,out.of.bounds.keep.poss
1002367,100005,1039,770,out.of.bounds.lost.poss
1002368,100005,1040,800,out.of.bounds.lost.poss
1002369,100005,1041,814,out.of.bounds.lost.poss
1002370,100005,1042,819,out.of.bounds.keep.poss
1002371,100005,1043,830,out.of.bounds.lost.poss
1002372,100005,1044,844,out.of.bounds.keep.poss
1002373,100005,1045,846,out.of.bounds.keep.poss
1002374,100005,1046,880,big.chances.created
1002375,100005,1047,881,big.chances.scored
1002376,100005,1048,884,out.of.bounds.lost.poss
1002377,100005,1049,895,out.of.bounds.keep.poss
1002378,100005,1050,903,out.of.bounds.lost.poss
1002379,100005,1051,921,out.of.bounds.lost.poss
1002380,100005,1052,924,out.of.bounds.lost.poss
1002381,100005,1053,981,out.of.bounds.keep.poss
1002382,100005,1054,985,out.of.bounds.keep.poss
1002383,100005,1055,990,out.of.bounds.keep.poss
1002384,100005,1056,1001,out.of.bounds.lost.poss
1002385,100005,1057,1095,out.of.bounds.keep.poss
1002386,100005,1058,1102,out.of.bounds.lost.poss
1002387,100005,1059,1106,out.of.bounds.lost.poss
1002388,100005,1060,1109,out.of.bounds.lost.poss
1002389,100005,1061,1131,out.of.bounds.lost.poss
1002390,100005,1062,1145,out.of.bounds.lost.poss
1002391,100005,1063,1151,out.of.bounds.lost.poss
1002392,100005,1064,1177,out.of.bounds.lost.poss
1002393,100005,1065,1186,out.of.bounds.keep.poss
1002394,100005,1066,1197,out.of.bounds.lost.poss
1002395,100005,1067,1231,out.of.bounds.lost.poss
1002396,100005,1068,1241,out.of.bounds.lost.poss
1002397,100005,1069,1263,out.of.bounds.keep.poss
1002398,100005,1070,1292,out.of.bounds.lost.poss
1002399,100005,1071,1299,out.of.bounds.lost.poss
1002400,100005,1072,1311,out.of.bounds.keep.poss
1002401,100005,1073,1314,out.of.bounds.keep.poss
1002402,100004,1001,3,out.of.bounds.lost.poss
1002403,100004,1002,23,out.of.bounds.keep.poss
1002404,100004,1003,34,out.of.bounds.lost.poss
1002405,100004,1004,44,out.of.bounds.keep.poss
1002406,100004,1005,80,out.of.bounds.lost.poss
1002407,100004,1006,86,out.of.bounds.keep.poss
1002408,100004,1007,96,out.of.bounds.lost.poss
1002409,100004,1008,117,out.of.bounds.lost.poss
1002410,100004,1009,122,out.of.bounds.keep.poss
1002411,100004,1010,144,out.of.bounds.keep.poss
1002412,100004,1011,225,out.of.bounds.keep.poss
1002413,100004,1012,234,out.of.bounds.keep.poss
1002414,100004,1013,236,out.of.bounds.lost.poss
1002415,100004,1014,344,out.of.bounds.lost.poss
1002416,100004,1015,378,out.of.bounds.lost.poss
1002417,100004,1016,420,out.of.bounds.keep.poss
1002418,100004,1017,425,assists
1002419,100004,1018,449,out.of.bounds.lost.poss
1002420,100004,1019,492,key.passes
1002421,100004,1020,502,out.of.bounds.lost.poss
1002422,100004,1021,516,out.of.bounds.lost.poss
1002423,100004,1022,536,out.of.bounds.lost.poss
1002424,100004,1023,542,key.passes
1002425,100004,1024,544,out.of.bounds.lost.poss
1002426,100004,1025,570,out.of.bounds.keep.poss
1002427,100004,1026,593,out.of.bounds.keep.poss
1002428,100004,1027,596,out.of.bounds.keep.poss
1002429,100004,1028,604,out.of.bounds.keep.poss
1002430,100004,1029,607,out.of.bounds.keep.poss
1002431,100004,1030,609,out.of.bounds.keep.poss
1002432,100004,1031,693,out.of.bounds.lost.poss
1002433,100004,1032,755,key.passes
1002434,100004,1033,791,out.of.bounds.keep.poss
1002435,100004,1034,831,out.of.bounds.lost.poss
1002436,100004,1035,863,out.of.bounds.lost.poss
1002437,100004,1036,867,out.of.bounds.lost.poss
1002438,100004,1037,891,out.of.bounds.lost.poss
1002439,100004,1038,894,out.of.bounds.lost.poss
1002440,100004,1039,900,out.of.bounds.lost.poss
1002441,100004,1040,911,out.of.bounds.lost.poss
1002442,100004,1041,926,out.of.bounds.lost.poss
1002443,100004,1042,928,out.of.bounds.lost.poss
1002444,100004,1043,937,out.of.bounds.lost.poss
1002445,100004,1044,940,out.of.bounds.keep.poss
1002446,100004,1045,986,out.of.bounds.lost.poss
1002447,100004,1046,990,out.of.bounds.keep.poss
1002448,100004,1047,993,out.of.bounds.lost.poss
1002449,100004,1048,1017,out.of.bounds.lost.poss
1002450,100004,1049,1027,out.of.bounds.lost.poss
1002451,100004,1050,1054,out.of.bounds.keep.poss
1002452,100004,1051,1125,key.passes
1002453,100004,1052,1126,big.chances.dispossessed
1002454,100004,1053,1180,out.of.bounds.lost.poss
1002455,100004,1054,1203,out.of.bounds.keep.poss
1002456,100004,1055,1207,out.of.bounds.lost.poss
1002457,100004,1056,1224,out.of.bounds.lost.poss
1002458,100004,1057,1228,out.of.bounds.lost.poss
1002459,100004,1058,1259,out.of.bounds.keep.poss
1002460,100004,1059,1265,out.of.bounds.lost.poss
1002461,100004,1060,1299,key.passes
1002462,100004,1061,1310,out.of.bounds.lost.poss
1002463,100004,1062,1344,out.of.bounds.keep.poss
1002464,100004,1063,1346,out.of.bounds.lost.poss
1002465,100004,1064,1349,out.of.bounds.lost.poss
1002466,100004,1065,1352,out.of.bounds.keep.poss
1002467,100004,1066,1357,out.of.bounds.keep.poss
1002468,100004,1067,1360,out.of.bounds.keep.poss
1002469,100004,1068,1366,out.of.bounds.keep.poss
1002470,100004,1069,1411,out.of.bounds.lost.poss
1002471,100004,1070,1459,out.of.bounds.lost.poss
1002472,100004,1071,1463,out.of.bounds.keep.poss
1002473,100004,1072,1471,out.of.bounds.lost.poss
1002474,100004,1073,1485,out.of.bounds.keep.poss
1002475,100004,1074,1523,out.of.bounds.lost.poss
1002476,100004,1075,1558,out.of.bounds.lost.poss
1002477,100004,1076,1559,out.of.bounds.keep.poss
1002478,100004,1077,1561,out.of.bounds.keep.poss
1002479,100008,1001,5,out.of.bounds.lost.poss
1002480,100008,1002,28,out.of.bounds.lost.poss
1002481,100008,1003,33,out.of.bounds.keep.poss
1002482,100008,1004,57,out.of.bounds.lost.poss
1002483,100008,1005,63,out.of.bounds.lost.poss
1002484,100008,1006,92,out.of.bounds.lost.poss
1002485,100008,1007,141,out.of.bounds.lost.poss
1002486,100008,1008,196,out.of.bounds.keep.poss
1002487,100008,1009,226,out.of.bounds.keep.poss
1002488,100008,1010,252,out.of.bounds.keep.poss
1002489,100008,1011,263,out.of.bounds.keep.poss
1002490,100008,1012,269,out.of.bounds.lost.poss
1002491,100008,1013,281,key.passes
1002492,100008,1014,340,out.of.bounds.lost.poss
1002493,100008,1015,357,out.of.bounds.lost.poss
1002494,100008,1016,374,out.of.bounds.keep.poss
1002495,100008,1017,375,out.of.bounds.keep.poss
1002496,100008,1018,377,out.of.bounds.lost.poss
1002497,100008,1019,379,out.of.bounds.keep.poss
1002498,100008,1020,415,out.of.bounds.lost.poss
1002499,100008,1021,448,out.of.bounds.lost.poss
1002500,100008,1022,450,out.of.bounds.lost.poss
1002501,100008,1023,490,out.of.bounds.lost.poss
1002502,100008,1024,499,out.of.bounds.lost.poss
1002503,100008,1025,507,out.of.bounds.keep.poss
1002504,100008,1026,524,out.of.bounds.lost.poss
1002505,100008,1027,532,out.of.bounds.keep.poss
1002506,100008,1028,559,out.of.bounds.lost.poss
1002507,100008,1029,600,out.of.bounds.keep.poss
1002508,100008,1030,625,out.of.bounds.keep.poss
1002509,100008,1031,632,out.of.bounds.keep.poss
1002510,100008,1032,646,out.of.bounds.lost.poss
1002511,100008,1033,650,out.of.bounds.keep.poss
1002512,100008,1034,657,out.of.bounds.lost.poss
1002513,100008,1035,660,out.of.bounds.keep.poss
1002514,100008,1036,685,out.of.bounds.lost.poss
1002515,100008,1037,718,out.of.bounds.keep.poss
1002516,100008,1038,720,key.passes
1002517,100008,1039,721,big.chances.shot.on.goal
1002518,100008,1040,730,out.of.bounds.lost.poss
1002519,100008,1041,773,out.of.bounds.lost.poss
1002520,100008,1042,790,out.of.bounds.keep.poss
1002521,100008,1043,806,out.of.bounds.lost.poss
1002522,100008,1044,813,out.of.bounds.keep.poss
1002523,100008,1045,837,out.of.bounds.lost.poss
1002524,100008,1046,856,out.of.bounds.lost.poss
1002525,100008,1047,929,out.of.bounds.keep.poss
1002526,100008,1048,954,out.of.bounds.keep.poss
1002527,100008,1049,965,out.of.bounds.lost.poss
1002528,100008,1050,997,out.of.bounds.lost.poss
1002529,100008,1051,1019,out.of.bounds.keep.poss
1002530,100008,1052,1035,out.of.bounds.lost.poss
1002531,100008,1053,1038,out.of.bounds.keep.poss
1002532,100008,1054,1072,out.of.bounds.lost.poss
1002533,100008,1055,1082,second.assists
1002534,100008,1056,1083,assists
1002535,100008,1057,1083,key.passes
1002536,100008,1058,1084,big.chances.scored
1002537,100008,1059,1101,out.of.bounds.lost.poss
1002538,100008,1060,1117,out.of.bounds.lost.poss
1002539,100008,1061,1122,out.of.bounds.lost.poss
1002540,100008,1062,1154,out.of.bounds.keep.poss
1002541,100008,1063,1185,out.of.bounds.keep.poss
1002542,100008,1064,1189,out.of.bounds.keep.poss
1002543,100008,1065,1191,out.of.bounds.lost.poss
1002544,100008,1066,1200,out.of.bounds.keep.poss
1002545,100008,1067,1208,out.of.bounds.keep.poss
1002546,100008,1068,1212,out.of.bounds.lost.poss
1002547,100008,1069,1238,out.of.bounds.lost.poss
1002548,100008,1070,1242,out.of.bounds.lost.poss
1002549,100008,1071,1249,out.of.bounds.lost.poss
1002550,100008,1072,1254,out.of.bounds.lost.poss
1002551,100008,1073,1261,out.of.bounds.lost.poss
1002552,100007,1001,4,out.of.bounds.keep.poss
1002553,100007,1002,16,out.of.bounds.lost.poss
1002554,100007,1003,36,out.of.bounds.lost.poss
1002555,100007,1004,45,out.of.bounds.lost.poss
1002556,100007,1005,54,unscored.key.passes
1002557,100007,1006,56,out.of.bounds.keep.poss
1002558,100007,1007,58,out.of.bounds.keep.poss
1002559,100007,1008,86,out.of.bounds.lost.poss
1002560,100007,1009,93,out.of.bounds.lost.poss
1002561,100007,1010,104,big.chances.shot.on.goal
1002562,100007,1011,104,out.of.bounds.keep.poss
1002563,100007,1012,117,out.of.bounds.lost.poss
1002564,100007,1013,128,out.of.bounds.keep.poss
1002565,100007,1014,162,out.of.bounds.lost.poss
1002566,100007,1015,181,out.of.bounds.lost.poss
1002567,100007,1016,190,out.of.bounds.keep.poss
1002568,100007,1017,221,out.of.bounds.lost.poss
1002569,100007,1018,225,out.of.bounds.lost.poss
1002570,100007,1019,256,out.of.bounds.lost.poss
1002571,100007,1020,266,out.of.bounds.lost.poss
1002572,100007,1021,305,out.of.bounds.lost.poss
1002573,100007,1022,332,out.of.bounds.lost.poss
1002574,100007,1023,334,out.of.bounds.lost.poss
1002575,100007,1024,341,out.of.bounds.keep.poss
1002576,100007,1025,355,out.of.bounds.keep.poss
1002577,100007,1026,358,out.of.bounds.lost.poss
1002578,100007,1027,363,out.of.bounds.keep.poss
1002579,100007,1028,377,out.of.bounds.lost.poss
1002580,100007,1029,381,out.of.bounds.keep.poss
1002581,100007,1030,399,out.of.bounds.keep.poss
1002582,100007,1031,409,out.of.bounds.keep.poss
1002583,100007,1032,411,out.of.bounds.keep.poss
1002584,100007,1033,414,out.of.bounds.keep.poss
1002585,100007,1034,427,out.of.bounds.keep.poss
1002586,100007,1035,429,out.of.bounds.keep.poss
1002587,100007,1036,438,out.of.bounds.lost.poss
1002588,100007,1037,442,out.of.bounds.keep.poss
1002589,100007,1038,458,out.of.bounds.keep.poss
1002590,100007,1039,467,out.of.bounds.lost.poss
1002591,100007,1040,539,out.of.bounds.lost.poss
1002592,100007,1041,576,out.of.bounds.keep.poss
1002593,100007,1042,590,out.of.bounds.lost.poss
1002594,100007,1043,595,out.of.bounds.lost.poss
1002595,100007,1044,635,out.of.bounds.keep.poss
1002596,100007,1045,653,out.of.bounds.lost.poss
1002597,100007,1046,666,out.of.bounds.keep.poss
1002598,100007,1047,685,out.of.bounds.lost.poss
1002599,100007,1048,700,out.of.bounds.keep.poss
1002600,100007,1049,716,out.of.bounds.keep.poss
1002601,100007,1050,718,out.of.bounds.keep.poss
1002602,100007,1051,723,out.of.bounds.lost.poss
1002603,100007,1052,730,out.of.bounds.lost.poss
1002604,100007,1053,760,out.of.bounds.lost.poss
1002605,100007,1054,779,out.of.bounds.lost.poss
1002606,100007,1055,781,out.of.bounds.keep.poss
1002607,100007,1056,788,out.of.bounds.lost.poss
1002608,100007,1057,799,out.of.bounds.keep.poss
1002609,100007,1058,819,out.of.bounds.keep.poss
1002610,100007,1059,843,out.of.bounds.keep.poss
1002611,100007,1060,867,out.of.bounds.lost.poss
1002612,100007,1061,898,out.of.bounds.lost.poss
1002613,100007,1062,902,out.of.bounds.keep.poss
1002614,100007,1063,932,out.of.bounds.lost.poss
1002615,100007,1064,946,assists
1002616,100007,1065,946,key.pass
1002617,100007,1066,947,big.chances.scored
1002618,100007,1067,969,out.of.bounds.lost.poss
1002619,100007,1068,996,assists
1002620,100007,1069,1064,out.of.bounds.lost.poss
1002621,100007,1070,1068,out.of.bounds.lost.poss
1002622,100007,1071,1073,out.of.bounds.lost.poss
1002623,100007,1072,1077,out.of.bounds.lost.poss
1002624,100007,1073,1085,out.of.bounds.lost.poss
1002625,100007,1074,1090,out.of.bounds.lost.poss
1002626,100007,1075,1096,out.of.bounds.lost.poss
1002627,100007,1076,1102,out.of.bounds.lost.poss
1002628,100007,1077,1106,out.of.bounds.lost.poss
1002629,100007,1078,1112,out.of.bounds.lost.poss
1002630,100007,1079,1129,out.of.bounds.lost.poss
1002631,100007,1080,1131,out.of.bounds.keep.poss
1002632,100007,1081,1172,out.of.bounds.keep.poss
1002633,100007,1082,1176,out.of.bounds.keep.poss
1002634,100007,1083,1212,out.of.bounds.keep.poss
1002635,100007,1084,1220,out.of.bounds.keep.poss
1002636,100007,1085,1239,out.of.bounds.keep.poss
1002637,100049,1001,16,out.of.bounds.lost.poss
1002638,100049,1002,42,out.of.bounds.keep.poss
1002639,100049,1003,85,big.chances.shot.on.goal
1002640,100049,1004,99,out.of.bounds.lost.poss
1002641,100049,1005,137,out.of.bounds.lost.poss
1002642,100049,1006,153,out.of.bounds.lost.poss
1002643,100049,1007,155,out.of.bounds.lost.poss
1002644,100049,1008,161,out.of.bounds.lost.poss
1002645,100049,1009,170,out.of.bounds.keep.poss
1002646,100049,1010,183,out.of.bounds.keep.poss
1002647,100049,1011,191,out.of.bounds.keep.poss
1002648,100049,1012,193,out.of.bounds.keep.poss
1002649,100049,1013,198,out.of.bounds.keep.poss
1002650,100049,1014,201,key.passes
1002651,100049,1015,202,big.chances.shot.on.goal
1002652,100049,1016,204,big.chances.shot.on.goal
1002653,100049,1017,208,out.of.bounds.lost.poss
1002654,100049,1018,226,out.of.bounds.lost.poss
1002655,100049,1019,253,out.of.bounds.keep.poss
1002656,100049,1020,292,out.of.bounds.lost.poss
1002657,100049,1021,300,out.of.bounds.keep.poss
1002658,100049,1022,316,out.of.bounds.keep.poss
1002659,100049,1023,318,out.of.bounds.keep.poss
1002660,100049,1024,319,out.of.bounds.keep.poss
1002661,100049,1025,361,out.of.bounds.lost.poss
1002662,100049,1026,384,out.of.bounds.lost.poss
1002663,100049,1027,386,out.of.bounds.lost.poss
1002664,100049,1028,402,out.of.bounds.lost.poss
1002665,100049,1029,414,out.of.bounds.lost.poss
1002666,100049,1030,432,out.of.bounds.lost.poss
1002667,100049,1031,453,out.of.bounds.lost.poss
1002668,100049,1032,464,out.of.bounds.keep.poss
1002669,100049,1033,481,out.of.bounds.keep.poss
1002670,100049,1034,496,big.chances.shot.missed
1002671,100049,1035,498,out.of.bounds.lost.poss
1002672,100049,1036,507,out.of.bounds.lost.poss
1002673,100049,1037,522,out.of.bounds.lost.poss
1002674,100049,1038,535,out.of.bounds.keep.poss
1002675,100049,1039,537,out.of.bounds.keep.poss
1002676,100049,1040,556,out.of.bounds.keep.poss
1002677,100049,1041,564,out.of.bounds.keep.poss
1002678,100049,1042,567,out.of.bounds.lost.poss
1002679,100049,1043,580,out.of.bounds.keep.poss
1002680,100049,1044,594,out.of.bounds.lost.poss
1002681,100049,1045,597,out.of.bounds.keep.poss
1002682,100049,1046,603,out.of.bounds.lost.poss
1002683,100049,1047,642,out.of.bounds.keep.poss
1002684,100049,1048,660,out.of.bounds.keep.poss
1002685,100049,1049,686,out.of.bounds.lost.poss
1002686,100049,1050,700,out.of.bounds.keep.poss
1002687,100049,1051,711,out.of.bounds.lost.poss
1002688,100049,1052,717,out.of.bounds.lost.poss
1002689,100049,1053,741,out.of.bounds.keep.poss
1002690,100049,1054,752,out.of.bounds.keep.poss
1002691,100049,1055,756,out.of.bounds.lost.poss
1002692,100049,1056,779,out.of.bounds.lost.poss
1002693,100049,1057,782,out.of.bounds.keep.poss
1002694,100049,1058,819,out.of.bounds.lost.poss
1002695,100049,1059,822,out.of.bounds.keep.poss
1002696,100049,1060,829,out.of.bounds.keep.poss
1002697,100049,1061,846,out.of.bounds.keep.poss
1002698,100049,1062,855,out.of.bounds.keep.poss
1002699,100049,1063,876,out.of.bounds.lost.poss
1002700,100049,1064,891,out.of.bounds.lost.poss
1002701,100049,1065,917,out.of.bounds.lost.poss
1002702,100049,1066,944,out.of.bounds.lost.poss
1002703,100049,1067,950,out.of.bounds.keep.poss
1002704,100049,1068,953,out.of.bounds.lost.poss
1002705,100049,1069,959,out.of.bounds.keep.poss
1002706,100049,1070,984,out.of.bounds.keep.poss
1002707,100049,1071,1002,out.of.bounds.keep.poss
1002708,100049,1072,1048,out.of.bounds.lost.poss
1002709,100049,1073,1058,out.of.bounds.keep.poss
1002710,100049,1074,1063,out.of.bounds.keep.poss
1002711,100049,1075,1077,out.of.bounds.keep.poss
1002712,100049,1076,1078,out.of.bounds.lost.poss
1002713,100049,1077,1081,out.of.bounds.keep.poss
1002714,100049,1078,1091,out.of.bounds.lost.poss
1002715,100049,1079,1093,out.of.bounds.keep.poss
1002716,100049,1080,1135,out.of.bounds.lost.poss
1002717,100049,1081,1142,out.of.bounds.lost.poss
1002718,100049,1082,1163,out.of.bounds.keep.poss
1002719,100049,1083,1165,out.of.bounds.keep.poss
1002720,100049,1084,1205,out.of.bounds.lost.poss
1002721,100049,1085,1211,out.of.bounds.keep.poss
1002722,100049,1086,1248,out.of.bounds.lost.poss
1002723,100049,1087,1264,out.of.bounds.keep.poss
1002724,100049,1088,1271,out.of.bounds.lost.poss
1002725,100049,1089,1283,out.of.bounds.lost.poss
1002726,100049,1090,1289,out.of.bounds.keep.poss
1002727,100063,1001,16,out.of.bounds.keep.poss
1002728,100063,1002,24,out.of.bounds.keep.poss
1002729,100063,1003,26,out.of.bounds.lost.poss
1002730,100063,1004,176,out.of.bounds.keep.poss
1002731,100063,1005,178,out.of.bounds.keep.poss
1002732,100063,1006,194,out.of.bounds.keep.poss
1002733,100063,1007,207,out.of.bounds.lost.poss
1002734,100063,1008,245,out.of.bounds.keep.poss
1002735,100063,1009,254,out.of.bounds.lost.poss
1002736,100063,1010,270,out.of.bounds.lost.poss
1002737,100063,1011,273,out.of.bounds.lost.poss
1002738,100063,1012,278,out.of.bounds.keep.poss
1002739,100063,1013,279,assists
1002740,100063,1014,298,out.of.bounds.lost.poss
1002741,100063,1015,300,out.of.bounds.keep.poss
1002742,100063,1016,305,out.of.bounds.lost.poss
1002743,100063,1017,369,out.of.bounds.keep.poss
1002744,100063,1018,374,out.of.bounds.keep.poss
1002745,100063,1019,377,out.of.bounds.keep.poss
1002746,100063,1020,400,out.of.bounds.keep.poss
1002747,100063,1021,453,out.of.bounds.keep.poss
1002748,100063,1022,465,out.of.bounds.lost.poss
1002749,100063,1023,485,out.of.bounds.keep.poss
1002750,100063,1024,516,out.of.bounds.keep.poss
1002751,100063,1025,530,out.of.bounds.keep.poss
1002752,100063,1026,532,out.of.bounds.lost.poss
1002753,100063,1027,620,out.of.bounds.keep.poss
1002754,100063,1028,635,out.of.bounds.lost.poss
1002755,100063,1029,660,out.of.bounds.lost.poss
1002756,100063,1030,677,out.of.bounds.lost.poss
1002757,100063,1031,679,out.of.bounds.lost.poss
1002758,100063,1032,687,key.passes
1002759,100063,1033,688,big.chances.shot.missed
1002760,100063,1034,704,out.of.bounds.keep.poss
1002761,100063,1035,706,out.of.bounds.keep.poss
1002762,100063,1036,725,out.of.bounds.lost.poss
1002763,100063,1037,731,out.of.bounds.lost.poss
1002764,100063,1038,752,out.of.bounds.keep.poss
1002765,100063,1039,784,out.of.bounds.keep.poss
1002766,100063,1040,788,out.of.bounds.keep.poss
1002767,100063,1041,806,out.of.bounds.lost.poss
1002768,100063,1042,811,out.of.bounds.lost.poss
1002769,100063,1043,814,out.of.bounds.keep.poss
1002770,100063,1044,828,out.of.bounds.lost.poss
1002771,100063,1045,831,out.of.bounds.keep.poss
1002772,100063,1046,854,out.of.bounds.lost.poss
1002773,100063,1047,880,out.of.bounds.lost.poss
1002774,100063,1048,888,out.of.bounds.lost.poss
1002775,100063,1049,903,out.of.bounds.lost.poss
1002776,100063,1050,963,out.of.bounds.keep.poss
1002777,100063,1051,987,key.passes
1002778,100063,1052,988,big.chances.shot.on.goal
1002779,100063,1053,990,out.of.bounds.keep.poss
1002780,100063,1054,1040,out.of.bounds.lost.poss
1002781,100063,1055,1048,out.of.bounds.lost.poss
1002782,100063,1056,1057,out.of.bounds.lost.poss
1002783,100063,1057,1063,out.of.bounds.lost.poss
1002784,100063,1058,1068,out.of.bounds.lost.poss
1002785,100063,1059,1077,out.of.bounds.keep.poss
1002786,100063,1060,1100,out.of.bounds.keep.poss
1002787,100063,1061,1102,out.of.bounds.keep.poss
1002788,100063,1062,1106,out.of.bounds.keep.poss
1002789,100063,1063,1108,out.of.bounds.lost.poss
1002790,100063,1064,1115,out.of.bounds.lost.poss
1002791,100063,1065,1129,out.of.bounds.lost.poss
1002792,100063,1066,1141,key.passes
1002793,100063,1067,1142,big.chances.shot.missed
1002794,100063,1068,1160,out.of.bounds.lost.poss
1002795,100063,1069,1167,out.of.bounds.lost.poss
1002796,100063,1070,1214,out.of.bounds.lost.poss
1002797,100063,1071,1224,out.of.bounds.keep.poss
1002798,100063,1072,1262,out.of.bounds.lost.poss
1002799,100063,1073,1295,out.of.bounds.lost.poss
1002800,100063,1074,1305,out.of.bounds.lost.poss
1002801,100063,1075,1312,out.of.bounds.lost.poss
1002802,100063,1076,1329,out.of.bounds.lost.poss
1002803,100063,1077,1339,out.of.bounds.lost.poss
1002804,100063,1078,1348,out.of.bounds.keep.poss
1002805,100063,1079,1380,out.of.bounds.lost.poss
1002806,100063,1080,1391,out.of.bounds.keep.poss
1002807,100113,1001,41,errors.to.goals
1002808,100113,1002,43,assists
1002809,100113,1003,43,key.passes
1002810,100113,1004,44,big.chances.scored
1002811,100113,1005,49,out.of.bounds.lost.poss
1002812,100113,1006,66,out.of.bounds.keep.poss
1002813,100113,1007,98,out.of.bounds.keep.poss
1002814,100113,1008,103,out.of.bounds.keep.poss
1002815,100113,1009,112,out.of.bounds.lost.poss
1002816,100113,1010,116,key.passes
1002817,100113,1011,117,big.chances.shot.missed
1002818,100113,1012,117,out.of.bounds.lost.poss
1002819,100113,1013,127,out.of.bounds.keep.poss
1002820,100113,1014,138,out.of.bounds.lost.poss
1002821,100113,1015,184,out.of.bounds.keep.poss
1002822,100113,1016,201,out.of.bounds.lost.poss
1002823,100113,1017,249,key.passes
1002824,100113,1018,250,out.of.bounds.keep.poss
1002825,100113,1019,250,big.chances.shot.on.goal
1002826,100113,1020,267,out.of.bounds.keep.poss
1002827,100113,1021,279,out.of.bounds.lost.poss
1002828,100113,1022,298,out.of.bounds.lost.poss
1002829,100113,1023,301,out.of.bounds.lost.poss
1002830,100113,1024,305,out.of.bounds.keep.poss
1002831,100113,1025,307,out.of.bounds.keep.poss
1002832,100113,1026,339,out.of.bounds.keep.poss
1002833,100113,1027,341,out.of.bounds.keep.poss
1002834,100113,1028,351,out.of.bounds.lost.poss
1002835,100113,1029,389,out.of.bounds.lost.poss
1002836,100113,1030,396,out.of.bounds.lost.poss
1002837,100113,1031,481,out.of.bounds.lost.poss
1002838,100113,1032,498,out.of.bounds.lost.poss
1002839,100113,1033,508,out.of.bounds.lost.poss
1002840,100113,1034,547,out.of.bounds.lost.poss
1002841,100113,1035,554,out.of.bounds.lost.poss
1002842,100113,1036,607,out.of.bounds.lost.poss
1002843,100113,1037,623,out.of.bounds.lost.poss
1002844,100113,1038,634,out.of.bounds.lost.poss
1002845,100113,1039,654,out.of.bounds.lost.poss
1002846,100113,1040,661,out.of.bounds.keep.poss
1002847,100113,1041,707,out.of.bounds.lost.poss
1002848,100113,1042,710,out.of.bounds.keep.poss
1002849,100113,1043,721,out.of.bounds.keep.poss
1002850,100113,1044,751,out.of.bounds.lost.poss
1002851,100113,1045,773,out.of.bounds.lost.poss
1002852,100113,1046,801,out.of.bounds.keep.poss
1002853,100113,1047,844,out.of.bounds.lost.poss
1002854,100113,1048,858,out.of.bounds.lost.poss
1002855,100113,1049,860,out.of.bounds.lost.poss
1002856,100113,1050,876,out.of.bounds.keep.poss
1002857,100113,1051,878,out.of.bounds.lost.poss
1002858,100113,1052,913,out.of.bounds.lost.poss
1002859,100113,1053,942,out.of.bounds.keep.poss
1002860,100113,1054,948,out.of.bounds.lost.poss
1002861,100113,1055,977,out.of.bounds.lost.poss
1002862,100113,1056,1041,assists
1002863,100113,1057,1051,out.of.bounds.keep.poss
1002864,100113,1058,1055,out.of.bounds.keep.poss
1002865,100113,1059,1069,out.of.bounds.lost.poss
1002866,100113,1060,1088,out.of.bounds.lost.poss
1002867,100113,1061,1114,out.of.bounds.lost.poss
1002868,100113,1062,1120,out.of.bounds.lost.poss
1002869,100113,1063,1192,out.of.bounds.keep.poss
1002870,100113,1064,1199,out.of.bounds.lost.poss
1002871,100113,1065,1226,out.of.bounds.lost.poss
1002872,100113,1066,1245,out.of.bounds.keep.poss
1002873,100113,1067,1255,out.of.bounds.lost.poss
1002874,100113,1068,1277,out.of.bounds.lost.poss
1002875,100113,1069,1288,out.of.bounds.keep.poss
1002876,100113,1070,1289,out.of.bounds.keep.poss
1002877,100113,1071,1315,out.of.bounds.keep.poss
1002878,100113,1072,1336,out.of.bounds.keep.poss
1002879,100113,1073,1389,out.of.bounds.keep.poss
1002880,100113,1074,1405,out.of.bounds.lost.poss
1002881,100113,1075,1453,out.of.bounds.lost.poss
1002882,100113,1076,1458,assists
1002883,100113,1077,1458,key.passes
1002884,100113,1078,1459,big.chances.scored
1002885,100113,1079,1484,key.passes
1002886,100113,1080,1485,big.chances.shot.on.goal
1002887,100105,1001,18,out.of.bounds.lost.poss
1002888,100105,1002,59,out.of.bounds.lost.poss
1002889,100105,1003,76,out.of.bounds.lost.poss
1002890,100105,1004,86,out.of.bounds.keep.poss
1002891,100105,1005,87,out.of.bounds.lost.poss
1002892,100105,1006,89,out.of.bounds.lost.poss
1002893,100105,1007,92,out.of.bounds.keep.poss
1002894,100105,1008,94,out.of.bounds.lost.poss
1002895,100105,1009,116,out.of.bounds.lost.poss
1002896,100105,1010,118,out.of.bounds.keep.poss
1002897,100105,1011,124,out.of.bounds.keep.poss
1002898,100105,1012,158,big.chances.scored
1002899,100105,1013,164,out.of.bounds.keep.poss
1002900,100105,1014,165,out.of.bounds.keep.poss
1002901,100105,1015,182,out.of.bounds.keep.poss
1002902,100105,1016,186,out.of.bounds.keep.poss
1002903,100105,1017,197,out.of.bounds.lost.poss
1002904,100105,1018,221,out.of.bounds.lost.poss
1002905,100105,1019,225,out.of.bounds.lost.poss
1002906,100105,1020,251,out.of.bounds.keep.poss
1002907,100105,1021,265,out.of.bounds.lost.poss
1002908,100105,1022,278,out.of.bounds.lost.poss
