"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
13,"2",NA,NA,NA,NA,NA,NA,NA,NA,"LYON","Mbock","clearances",NA,NA,NA,NA,NA,NA,NA
14,"2",NA,"PSG","Hamraoui","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2",NA,"PSG","Hamraoui","passes.f.c","A3L","A3L",NA,NA,"LYON","Schelin","pressured","D3R",NA,NA,NA,NA,NA,NA
16,"2",NA,"PSG","Dahlkvist","passes.f","A3L",NA,"through,flick.on","GK","LYON","Bouhaddi","gk.loose.balls.won","D18",NA,NA,NA,NA,NA,NA
17,"2","GK","LYON","Bouhaddi","passes.f.c",NA,"D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2",NA,"LYON","Renard","passes.s.c","D3C","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2",NA,"LYON","Mbock","passes.s.c","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2",NA,"LYON","Renard","passes.f.c","D3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2",NA,"LYON","Mbock","passes.f.c","DM3R",NA,NA,NA,"PSG","Mittag","pressured","AM3L",NA,NA,NA,NA,NA,NA
22,"2",NA,"LYON","Abily","passes.b.c",NA,"AM3C",NA,NA,"PSG","Dahlkvist","pressured",NA,NA,NA,NA,NA,NA,NA
23,"2",NA,"LYON","Kumagai","passes.f.c","AM3C","A3L","launch",NA,"PSG","Mittag","pressured","DM3C",NA,NA,NA,NA,NA,NA
24,"2",NA,"LYON","Majri","passes.f.c","A3L","A18",NA,NA,"PSG","Houara","pressured","D3R",NA,NA,NA,NA,NA,NA
25,"2",NA,"LYON","Le Sommer","passes.s.c","A18","A18",NA,NA,"PSG","Boulleau","pressured","D18",NA,NA,NA,NA,NA,NA
25,"2",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Georges","pressured",NA,NA,NA,NA,NA,NA,NA
26,"2",NA,"LYON","Majri","take.on.lost","A18",NA,NA,NA,"PSG","Houara","challenged","D18",NA,NA,NA,NA,NA,NA
26,"2",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Hamraoui","tackles.ball.won",NA,NA,NA,NA,NA,NA,NA
27,"2",NA,"PSG","Hamraoui","movement","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2",NA,"PSG","Hamraoui","movement","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2",NA,NA,NA,NA,NA,NA,NA,NA,"LYON","Kumagai","pressured",NA,NA,NA,NA,NA,NA,NA
29,"2",NA,"PSG","Hamraoui","passes.f","DM3C",NA,NA,NA,"LYON","Hegerberg","pressured","AM3C",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
30,"2",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,"LYON","Kaci","pressured",NA,NA,NA,NA,NA,NA,NA
31,"3","GK","LYON","Bouhaddi","passes.f.c","D3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"3",NA,"LYON","Renard","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"3",NA,"LYON","Kumagai","passes.b.c","DM3C","DM3C",NA,NA,"PSG","Mittag","pressured","AM3C",NA,NA,NA,NA,NA,NA
34,"3",NA,"LYON","Renard","passes.f.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"3",NA,"LYON","Mbock","movement","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"3",NA,"LYON","Mbock","passes.f.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"3",NA,"LYON","Necib","passes.s.c","AM3R","AM3R",NA,NA,"PSG","Hamraoui","pressured","DM3L",NA,NA,NA,NA,NA,NA
38,"3",NA,"LYON","Kaci","passes.b.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"3",NA,"LYON","Mbock","passes.f.c","AM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"3",NA,"LYON","Necib","passes.f.c","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"3",NA,"LYON","Schelin","passes.b","A3R",NA,NA,NA,"PSG","Boulleau","challenged","D3L",NA,NA,NA,NA,NA,NA
41,"3",NA,"LYON","Abily",NA,NA,NA,NA,NA,"PSG","Dahlkvist","challenged",NA,NA,NA,NA,NA,NA,NA
41,"3",NA,NA,NA,NA,NA,NA,NA,"GK","PSG","Berger","gk.loose.balls.won",NA,NA,NA,NA,NA,NA,NA
42,"4","GK","PSG","Berger","passes.f","D18",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"4",NA,"PSG","Mittag","aerial.lost","AM3C",NA,NA,NA,"LYON","Renard","aerial.won","DM3C",NA,NA,NA,NA,NA,NA
44,"4",NA,"PSG","Erika","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"4",NA,"PSG","Erika","passes.f.c","DM3C","AM3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"4",NA,"PSG","Cristiane","passes.b.c","AM3L","AM3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"4",NA,"PSG","Houara","lost.touch","AM3L",NA,NA,NA,"LYON","Kaci","ball.shield",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
48,"4",NA,"LYON","Kaci","passes.b.c","DM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"4",NA,"LYON","Mbock","passes.s.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"4",NA,"LYON","Renard","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"4",NA,"LYON","Renard","movement","AM3C","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"4",NA,"LYON","Renard","passes.f","A3L",NA,NA,NA,"PSG","Cruz","pressured","D3R",NA,NA,NA,NA,NA,NA
52,"4",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Dahlkvist","interceptions","D3R",NA,NA,NA,NA,NA,NA
53,"4",NA,"PSG","Dahlkvist","passes.f.c","D3R","DM3C","launch",NA,"LYON","Schelin","pressured","A3L",NA,NA,NA,NA,NA,NA
54,"4",NA,"PSG","Mittag","passes.s.c","DM3C","DM3R","headed",NA,"LYON","Majri","pressured","AM3C",NA,NA,NA,NA,NA,NA
55,"4",NA,"PSG","Cruz","movement","DM3R","AM3R",NA,NA,"LYON","Le Sommer","challenged","AM3L",NA,NA,NA,NA,NA,NA
56,"4",NA,"PSG","Cruz","lost.touch","AM3R",NA,NA,NA,"LYON","Le Sommer","challenged","DM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
57,"4",NA,"LYON","Majri","passes.s.c","DM3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"4",NA,"LYON","Kumagai","passes.s.c","DM3L","DM3L","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"4",NA,"LYON","Majri","passes.f.c","DM3L","DM3C",NA,NA,"PSG","Cruz","challenged","AM3R",NA,NA,NA,NA,NA,NA
60,"4",NA,"LYON","Kumagai","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"5",NA,"LYON","Necib","passes.f.c","DM3C","A3R","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"5",NA,"LYON","Schelin","aerial.won","A3R",NA,NA,NA,"PSG","Erika","aerial.lost","D3L",NA,NA,NA,NA,NA,NA
63,"5",NA,"LYON","Abily","aerial.lost","A3R",NA,NA,NA,"PSG","Erika","aerial.won","D3L",NA,NA,"fouls.conceded",NA,"fouls.won",NA
64,"5",NA,"PSG","Erika","passes.f.c","D3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"5",NA,"PSG","Dahlkvist","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"5",NA,"PSG","Cruz","take.on.lost","DM3C",NA,NA,NA,"LYON","Majri","dispossess.ball.shield","AM3C",NA,NA,NA,NA,NA,NA
67,"5",NA,"LYON","Necib","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"5",NA,"LYON","Necib","passes.b.c","AM3C","DM3C",NA,NA,"PSG","Mittag","pressured","DM3C",NA,NA,NA,NA,NA,NA
69,"5",NA,"LYON","Renard","passes.f","DM3C",NA,"launch",NA,"PSG","Boulleau","interceptions","A3R",NA,NA,NA,NA,NA,NA
70,"5",NA,"PSG","Boulleau","passes.f.c","D3L","D3L",NA,NA,"LYON","Schelin","challenged","A3R",NA,NA,NA,NA,NA,NA
71,"5",NA,"PSG","Hamraoui","passes.s.c","D3L","D3L",NA,NA,"LYON","Abily","pressured","A3R",NA,NA,NA,NA,NA,NA
72,"5",NA,"PSG","Hamraoui","recoveries","D3L",NA,NA,NA,"LYON","Abily","blocks","A3R",NA,NA,NA,NA,NA,NA
73,"5",NA,"PSG","Hamraoui","clearances","D3L",NA,"launch",NA,"LYON","Schelin","pressured","A3R",NA,NA,NA,NA,NA,NA
74,"5","GK","LYON","Bouhaddi","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"5","GK","LYON","Bouhaddi","passes.f.c",NA,"DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"5",NA,"LYON","Renard","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"5",NA,"LYON","Necib","passes.b.c","AM3C","DM3R",NA,NA,"PSG","Houara","pressured","DM3C",NA,NA,NA,NA,NA,NA
78,"5",NA,"LYON","Mbock","passes.s.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"5",NA,"LYON","Renard","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"5",NA,"LYON","Renard","passes.f","AM3C",NA,NA,NA,"PSG","Mittag","pressured","DM3C",NA,NA,NA,NA,NA,NA
81,"5",NA,"PSG","Delannoy","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"5",NA,"PSG","Delannoy","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"5",NA,"PSG","Dahlkvist","passes.f.c","DM3R","DM3R","flick.on",NA,"LYON","Kumagai","pressured","AM3L",NA,NA,NA,NA,NA,NA
84,"6",NA,"PSG","Cruz","passes.f.c","DM3R","DM3R",NA,NA,"LYON","Kumagai","pressured","AM3L",NA,NA,NA,NA,NA,NA
85,"6",NA,"PSG","Delannoy","passes.f.c","DM3R","AM3R",NA,NA,"LYON","Le Sommer","pressured","AM3L",NA,NA,NA,NA,NA,NA
86,"6",NA,"PSG","Mittag","passes.b.c","AM3R","AM3R",NA,NA,"LYON","Majri","pressured","DM3L",NA,NA,NA,NA,NA,NA
87,"6",NA,"PSG","Delannoy","passes.b.c","AM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"6",NA,"PSG","Hamraoui","passes.b.c","DM3C","DM3R",NA,NA,"LYON","Hegerberg","pressured","AM3C",NA,NA,NA,NA,NA,NA
89,"6",NA,"PSG","Erika","passes.f.c","DM3R","AM3L",NA,NA,"LYON","Hegerberg","challenged","AM3L",NA,NA,NA,NA,NA,NA
90,"6",NA,"PSG","Houara","passes.b.c","AM3L","DM3C","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"6",NA,"PSG","Hamraoui","passes.f","DM3C",NA,NA,NA,"LYON","Abily","pressured","AM3C",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
91,"6",NA,"LYON","Majri",NA,"D3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"6","GK","LYON","Bouhaddi","movement","D3L","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"6","GK","LYON","Bouhaddi","passes.f","D3C",NA,"launch",NA,"PSG","Cruz","interceptions","AM3R",NA,NA,NA,NA,NA,NA
94,"6",NA,"PSG","Cruz","passes.s.c","AM3R","AM3R","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"6",NA,"PSG","Dahlkvist","passes.f.c","AM3R","AM3C",NA,NA,"LYON","Abily","pressured","DM3L",NA,NA,NA,NA,NA,NA
96,"6",NA,"PSG","Mittag","passes.b.c","AM3C","AM3C",NA,NA,"LYON","Kumagai","pressured","DM3C",NA,NA,NA,NA,NA,NA
97,"6",NA,"PSG","Houara","passes.s.c","AM3C","AM3C",NA,NA,"LYON","Schelin","pressured","DM3C",NA,NA,NA,NA,NA,NA
98,"6",NA,"PSG","Hamraoui","passes.f.c","AM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"6",NA,"PSG","Boulleau","take.on.won","AM3R",NA,NA,NA,"LYON","Kaci","dribbled.tackles.missed","DM3L",NA,NA,"fouls.won",NA,"fouls.conceded",NA
100,"7",NA,"PSG","Hamraoui","passes.f","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
101,"7","GK","LYON","Bouhaddi","passes.f.c","D6","D3C","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"7",NA,"LYON","Renard","passes.f.c","D3C","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"7",NA,"LYON","Abily","passes.f.c","D3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"7",NA,"LYON","Kaci","passes.b.c","DM3R","DM3R",NA,NA,"PSG","Cristiane","pressured","AM3L",NA,NA,NA,NA,NA,NA
105,"7",NA,"LYON","Mbock","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"8",NA,"LYON","Necib","passes.f","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"8",NA,"LYON","Le Sommer","aerial.lost","A3C",NA,NA,NA,"PSG","Georges","aerial.won","D3C",NA,NA,NA,NA,NA,NA
108,"8",NA,"PSG","Hamraoui","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"8",NA,"PSG","Hamraoui","passes.f","A3R",NA,NA,NA,"LYON","Abily","pressured","D3L",NA,NA,NA,NA,NA,NA
109,"8",NA,NA,NA,NA,NA,NA,NA,NA,"LYON","Kaci","interceptions","A3R",NA,NA,NA,NA,NA,NA
110,"8",NA,"LYON","Kaci","passes.s.c","A3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"8",NA,"LYON","Schelin","passes.b.c","A3R","AM3R",NA,NA,"PSG","Boulleau","pressured","D3L",NA,NA,NA,NA,NA,NA
111,"8",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Cristiane","pressured",NA,NA,NA,NA,NA,NA,NA
112,"8",NA,"LYON","Necib","passes.b.c","AM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"8",NA,"LYON","Renard","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"8",NA,"LYON","Necib","lost.touch","AM3C",NA,NA,NA,"PSG","Houara","challenged","DM3C",NA,NA,NA,NA,NA,NA
115,"8",NA,"LYON","Abily","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"8",NA,"LYON","Abily","passes.b.c","AM3C","DM3C",NA,NA,"PSG","Dahlkvist","pressured","DM3C",NA,NA,NA,NA,NA,NA
117,"8",NA,"LYON","Renard","passes.s.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"8",NA,"LYON","Mbock","passes.f.c","AM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"8",NA,"LYON","Necib","take.on.lost","AM3R",NA,NA,NA,"PSG","Hamraoui","tackles.ball.away","DM3L",NA,NA,NA,NA,NA,NA
120,"8",NA,"LYON","Mbock","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"8",NA,"LYON","Mbock","passes.f.c","D3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"8",NA,"LYON","Necib","passes.f","DM3R",NA,"launch","GK","PSG","Berger","gk.loose.balls.won","D18","collected",NA,NA,NA,NA,NA
123,"8","GK","PSG","Berger","passes.f.c","D18","DM3L","gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"8",NA,"PSG","Boulleau","passes.b.c","DM3L","D3L",NA,NA,"LYON","Kaci","pressured","AM3R",NA,NA,NA,NA,NA,NA
124,"8",NA,NA,NA,NA,NA,NA,NA,NA,"LYON","Hegerberg","pressured",NA,NA,NA,NA,NA,NA,NA
125,"9",NA,"PSG","Erika","passes.b.c","D3L","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"9","GK","PSG","Berger","movement","D18","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"9","GK","PSG","Berger","passes.f","D3C",NA,"launch",NA,"LYON","Le Sommer","blocks","AM3L",NA,NA,NA,NA,NA,NA
128,"9",NA,"PSG","Georges","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"9",NA,"PSG","Georges","clearances","DM3C",NA,NA,NA,"LYON","Schelin","pressured","AM3C",NA,NA,NA,NA,NA,NA
130,"9",NA,"LYON","Renard","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"9",NA,"LYON","Renard","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"9",NA,"LYON","Necib","passes.b.c","AM3C","DM3C",NA,NA,"PSG","Hamraoui","pressured","DM3C",NA,NA,NA,NA,NA,NA
133,"9",NA,"LYON","Renard","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"9",NA,"LYON","Necib","passes.b.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"9",NA,"LYON","Mbock","passes.s.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"9",NA,"LYON","Necib","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"9",NA,"LYON","Hegerberg","passes.b.c","AM3R","AM3R",NA,NA,"PSG","Houara","pressured","DM3L",NA,NA,NA,NA,NA,NA
138,"9",NA,"LYON","Necib","passes.f.c","AM3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"9",NA,"LYON","Abily","passes.f.c","A3R","A3R",NA,NA,"PSG","Hamraoui","pressured","D3L",NA,NA,NA,NA,NA,NA
139,"9",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Georges","blocks","D3L",NA,NA,NA,NA,NA,NA
140,"9",NA,"LYON","Schelin","ball.shield","A3R",NA,NA,NA,"PSG","Boulleau","challenged","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
141,"10",NA,"LYON","Necib","passes.s","A3R",NA,"corner.kick",NA,"PSG","Delannoy","clearances","D18",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
142,"10",NA,"LYON","Kaci","passes.b.c","AM3R","DM3C","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"10",NA,"LYON","Mbock","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"10",NA,"LYON","Renard","passes.b.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"10",NA,"LYON","Mbock","take.on.won","AM3C",NA,NA,NA,"PSG","Mittag","dribbled.turned","DM3C",NA,NA,NA,NA,NA,NA
146,"10",NA,"LYON","Mbock","passes.b.c","AM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"10",NA,"LYON","Kumagai","passes.f","AM3C",NA,"launch",NA,"PSG","Cruz","blocks",NA,NA,NA,NA,NA,NA,NA
148,"10",NA,"LYON","Abily","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"10",NA,"LYON","Abily","take.on.won","A3L",NA,NA,NA,"PSG","Cruz","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA
150,"10",NA,"LYON","Abily","take.on.lost","A3L",NA,NA,NA,"PSG","Delannoy","tackles.ball.away","D3R",NA,NA,NA,NA,NA,NA
151,"10",NA,"LYON","Majri","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"10",NA,"LYON","Majri","passes.b.c","A3L","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,"10",NA,"LYON","Kumagai","passes.f.c","A3C","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"10",NA,"LYON","Necib","passes.b.c","A3C","AM3C",NA,NA,"PSG","Dahlkvist","challenged","D3C",NA,NA,NA,NA,NA,NA
155,"11",NA,"LYON","Mbock","passes.f","AM3C",NA,"launch",NA,"PSG","Mittag","pressured","DM3C",NA,NA,NA,NA,NA,NA
155,"11",NA,NA,NA,NA,NA,NA,NA,NA,"PSG","Erika","interceptions","D3C",NA,NA,NA,NA,NA,NA
156,"11",NA,"PSG","Erika","passes.f","D3C",NA,NA,NA,"LYON","Abily","pressured","A3C",NA,NA,NA,NA,NA,NA
157,"11",NA,"LYON","Kumagai","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"11",NA,"LYON","Kumagai","passes.b.c","AM3C","DM3C",NA,NA,"PSG","Mittag","pressured","DM3C",NA,NA,NA,NA,NA,NA
159,"11",NA,"LYON","Renard","passes.f.c","DM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"11",NA,"LYON","Kumagai","passes.f.c","AM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"11",NA,"LYON","Le Sommer",NA,"AM3L",NA,NA,NA,"PSG","Delannoy",NA,NA,NA,NA,"fouls.won",NA,"fouls.conceded",NA
161,"11",NA,"LYON","Necib","passes.f.c","AM3L","A18","free.kick,launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,"11",NA,"LYON","Le Sommer","lost.touch","A18",NA,NA,"GK","PSG","Berger","gk.loose.balls.won","D18","collected",NA,NA,NA,NA,NA
163,"12",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"12",NA,"PSG","Cristiane","passes.f.c","A3L","A3L",NA,NA,"LYON","Mbock","pressured","D3R",NA,NA,NA,NA,NA,NA
165,"12",NA,"PSG","Mittag","passes.b.c","A3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,"12",NA,"PSG","Boulleau","passes.s","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"12",NA,"LYON","Mbock","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"12",NA,"LYON","Mbock","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"12",NA,"LYON","Necib","take.on.won","D3R",NA,NA,NA,"PSG","Houara","dribbled.turned","A3L",NA,NA,NA,NA,NA,NA
170,"12",NA,"LYON","Necib","movement","D3R","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"12",NA,"LYON","Necib","passes.f.c","D3C","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"12",NA,"LYON","Majri","passes.b.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"12",NA,"LYON","Necib","passes.b.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"12",NA,"LYON","Mbock","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
