"homecount","awaycount","home.score","away.score","event","time","poss.position","poss.team","poss.player","poss.player.event","poss.location","poss.destination","ball.type","poss.notes","def.position","def.team","def.player","def.event","def.location","gk.ball.result","gk.s.o.g.attempt","def.player.disciplinary","def.notes"
11,11,0,0,1,"1",NA,NA,NA,"kickoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,2,"1","M","FCKC","Holiday","passes.b.c","OPP.MID.3RD.C","DEF.MID.3RD.C",NA,NA,"M","SRFC","Winters","pressured.opp","DEF.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,3,"1","D","FCKC","Sauerbrunn","passes.s.c","DEF.MID.3RD.C","OPP.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,4,"1","D","FCKC","Moros","passes.f.c","OPP.MID.3RD.L","OPP.MID.3RD.L",NA,NA,"F","SRFC","Yanez","pressured.opp","DEF.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,5,"1","M","FCKC","Tymrak","passes.f.m","OPP.3RD.L","OPP.3RD.L",NA,"out.of.bounds.lost.poss","D","SRFC","Fletcher","pressured.opp","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,6,"1","D","SRFC","Fletcher","passes.f.b","DEF.3RD.R","DEF.MID.3RD.R","throw.ins",NA,"D","FCKC","Moros","passes.blocked","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,7,"1","F","SRFC","Yanez","aerial.challenges.won","DEF.MID.3RD.R",NA,NA,NA,"M","FCKC","Tymrak","aerial.challenges.lost","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,8,"1","M","FCKC","Buczkowski","def.recoveries","OPP.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,9,"1","M","FCKC","Buczkowski","passes.f.c","OPP.MID.3RD.L","OPP.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,10,"1","M","FCKC","Tymrak","passes.b.c","OPP.MID.3RD.L","DEF.MID.3RD.L",NA,NA,"F","SRFC","Yanez","pressured.opp","DEF.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,11,"1","D","FCKC","Moros","passes.f.b","DEF.MID.3RD.L","OPP.MID.3RD.R",NA,NA,"F","SRFC","Yanez","passes.blocked","OPP.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,12,"1","M","SRFC","Little","def.recoveries","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,13,"1","M","SRFC","Little","passes.b.c","OPP.MID.3RD.R","DEF.MID.3RD.R",NA,NA,"M","FCKC","Holiday","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,13,"1",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,14,"1","M","SRFC","Fishlock","passes.f.c","DEF.MID.3RD.R","OPP.MID.3RD.C",NA,NA,"M","FCKC","Holiday","pressured.opp","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,14,"1",NA,NA,NA,NA,NA,NA,NA,NA,"F","FCKC","Rodriguez","pressured.opp","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,15,"1","M","SRFC","Winters","lost.touch","OPP.3RD.C",NA,NA,NA,"M","FCKC","Laddish","pressured.opp","DEF.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,16,"1","D","FCKC","Lepeilbet","def.recoveries","DEF.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,17,"1","D","FCKC","Lepeilbet","passes.f.c","DEF.3RD.C","DEF.MID.3RD.C",NA,NA,"M","SRFC","Winters","pressured.opp","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,18,"1","M","FCKC","Buczkowski","passes.f.c","DEF.MID.3RD.C","DEF.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,19,"1","M","FCKC","Laddish","passes.b.c","DEF.MID.3RD.C","DEF.MID.3RD.R",NA,NA,"M","SRFC","Winters","pressured.opp","DEF.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,20,"1","D","FCKC","Brown","passes.s.c","DEF.MID.3RD.R","DEF.MID.3RD.C",NA,NA,"F","SRFC","Rapinoe","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,21,"1","M","FCKC","Buczkowski","passes.s.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,"M","SRFC","Little","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,22,"1","D","FCKC","Brown","passes.s.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,23,"1","M","FCKC","Laddish","passes.b.c","OPP.MID.3RD.C","DEF.MID.3RD.C",NA,NA,"M","SRFC","Little","pressured.opp","DEF.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,24,"2","D","FCKC","Sauerbrunn","passes.s.c","DEF.MID.3RD.L","OPP.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,25,"2","D","FCKC","Moros","passes.s.c","DEF.MID.3RD.L","DEF.MID.3RD.C",NA,NA,"F","SRFC","Yanez","pressured.opp","OPP.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,26,"2","D","FCKC","Lepeilbet","passes.f.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,"M","SRFC","Little","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,27,"2","D","FCKC","Brown","passes.f.c","OPP.MID.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,28,"2","M","FCKC","O'Reilly","passes.f.m","OPP.3RD.R","OPP.3RD.R","through.balls","out.of.bounds.lost.poss","F","SRFC","Rapinoe","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,29,"2","GK","SRFC","Solo","passes.f.c","DEF.6.YD","DEF.MID.3RD.C","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,30,"2","M","SRFC","Winters","aerial.challenges.won","DEF.MID.3RD.C",NA,NA,NA,"M","FCKC","Laddish","aerial.challenges.lost","DEF.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,31,"2","F","SRFC","Mathias","poss.recoveries","OPP.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,32,"3","F","SRFC","Mathias","passes.s.c","OPP.MID.3RD.L","OPP.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,33,"3","F","SRFC","Rapinoe","passes.f.b","OPP.3RD.L","DEF.3RD.R",NA,"out.of.bounds.keep.poss","D","FCKC","Brown","passes.blocked","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,34,"3","D","SRFC","Cox","passes.f.c","OPP.MID.3RD.L","OPP.3RD.L","throw.ins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,35,"3","F","SRFC","Rapinoe","passes.f.c","OPP.3RD.L","OPP.3RD.L",NA,NA,"M","FCKC","O'Reilly","pressured.opp","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,36,"3","M","SRFC","Little","dispossessed","OPP.3RD.L",NA,NA,NA,"D","FCKC","Brown","dispossessed.steal","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,37,"3","D","FCKC","Brown","passes.b.c","DEF.3RD.R","DEF.18.YD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,38,"3","GK","FCKC","Barnhart","passes.f.b","DEF.18.YD","DEF.MID.3RD.R","launch.balls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,39,"3","M","FCKC","O'Reilly","aerial.challenges.lost","DEF.MID.3RD.R",NA,NA,NA,"D","SRFC","Cox","aerial.challenges.won","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,40,"3","D","FCKC","Brown","poss.recoveries","DEF.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,41,"3","D","FCKC","Brown","passes.f.b","DEF.3RD.R","DEF.3RD.C",NA,NA,"M","SRFC","Fishlock","passes.blocked","OPP.3RD.C",NA,NA,NA,NA
11,11,0,0,42,"3","M","SRFC","Fishlock","take.on.lost","OPP.3RD.C",NA,NA,NA,"M","FCKC","Tymrak","tackles.ball.away","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,43,"3","M","FCKC","Holiday","def.recoveries","DEF.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,44,"3","M","FCKC","Holiday","passes.f.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","SRFC","Winters","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,45,"3","M","FCKC","O'Reilly","passes.s.b","OPP.3RD.R","OPP.18.YD","corner.crosses",NA,"D","SRFC","Cox","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,45,"3",NA,NA,NA,NA,NA,NA,NA,NA,"D","SRFC","Corsie","passes.blocked","DEF.18.YD",NA,NA,NA,NA
11,11,0,0,46,"3","M","FCKC","Tymrak","aerial.challenges.lost","OPP.3RD.C",NA,NA,NA,"M","SRFC","Fishlock","aerial.challenges.won","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,47,"3","M","SRFC","Little","def.recoveries","DEF.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,48,"3","M","SRFC","Little","passes.b.c","DEF.3RD.C","DEF.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","OPP.3RD.C",NA,NA,NA,NA
11,11,0,0,49,"3","D","SRFC","Fletcher","passes.f.b","DEF.3RD.R","OPP.3RD.R","launch.balls",NA,"D","FCKC","Sauerbrunn","passes.blocked","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,50,"3","D","FCKC","Sauerbrunn","interceptions","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,51,"4","D","FCKC","Sauerbrunn","passes.b.c","DEF.3RD.L","DEF.6.YD",NA,NA,"F","SRFC","Mathias","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,52,"4","GK","FCKC","Barnhart","passes.f.c","DEF.6.YD","DEF.18.YD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,53,"4","D","FCKC","Sauerbrunn","passes.f.c","DEF.3RD.L","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,54,"4","D","FCKC","Moros","passes.b.c","DEF.3RD.L","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,55,"4","D","FCKC","Sauerbrunn","passes.f.c","DEF.3RD.L","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,56,"4","M","FCKC","Buczkowski","passes.f.c","DEF.3RD.L","DEF.3RD.L",NA,NA,"F","SRFC","Yanez","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,56,"4",NA,NA,NA,NA,NA,NA,NA,NA,"M","SRFC","Little","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,57,"4","M","FCKC","Laddish","passes.b.c","DEF.3RD.L","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,58,"4","D","FCKC","Moros","passes.f.m","DEF.3RD.L",NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,59,"4","D","SRFC","Fletcher","passes.f.c","OPP.3RD.R","OPP.3RD.R","throw.ins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,60,"4","F","SRFC","Yanez","passes.b.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,60,"4",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,61,"4","F","SRFC","Mathias","passes.b.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,62,"4","D","SRFC","Fletcher","passes.b.c","OPP.3RD.R","OPP.MID.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,63,"4","M","SRFC","Fishlock","passes.f.c","OPP.MID.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,64,"4","F","SRFC","Yanez","passes.f.c","OPP.3RD.R","OPP.3RD.R",NA,"out.of.bounds.lost.poss","D","FCKC","Moros","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,64,"4",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,65,"4","D","FCKC","Moros","passes.f.b","DEF.3RD.L","DEF.3RD.L",NA,NA,"M","SRFC","Fishlock","passes.blocked","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,66,"4","M","SRFC","Fishlock","interceptions","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,67,"4","M","SRFC","Fishlock","passes.f.c","OPP.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,68,"4","M","SRFC","Little","passes.s.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","FCKC","Holiday","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,69,"4","F","SRFC","Yanez","passes.f.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","FCKC","Holiday","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,70,"4","F","SRFC","Mathias","passes.s.b","OPP.3RD.R","OPP.3RD.R","corner.crosses",NA,"D","FCKC","Moros","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,70,"4",NA,NA,NA,NA,NA,NA,NA,NA,"GK","FCKC","Barnhart","gk.open.play.high.balls.faced","DEF.6.YD","caught",NA,NA,NA
11,11,0,0,71,"5","GK","FCKC","Barnhart","passes.f.c","DEF.6.YD","DEF.3RD.R","gk.short.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,72,"5","D","FCKC","Brown","passes.f.c","OPP.MID.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,73,"5","M","FCKC","O'Reilly","take.on.lost","OPP.3RD.R",NA,NA,NA,"D","SRFC","Cox","tackles.wins.ball","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,74,"5","D","SRFC","Cox","passes.f.c","DEF.3RD.L","DEF.MID.3RD.L",NA,NA,"M","FCKC","Laddish","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,75,"5","F","SRFC","Rapinoe","passes.s.b","OPP.MID.3RD.L","OPP.3RD.C","switch",NA,"D","FCKC","Lepeilbet","pressured.opp","DEF.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,75,"5",NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Buczkowski","pressured.opp","DEF.MID.3RD.R",NA,NA,NA,NA
11,11,0,0,75,"5",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","passes.blocked","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,75,"5",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Moros","clearances","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,76,"5","M","SRFC","Fishlock","poss.recoveries","DEF.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,77,"5","M","SRFC","Fishlock","passes.s.c","DEF.MID.3RD.C","DEF.MID.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","OPP.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,78,"5","D","SRFC","Fletcher","passes.f.c","DEF.MID.3RD.L","OPP.MID.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","OPP.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,79,"5","M","SRFC","Little","passes.s.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,80,"5","D","SRFC","Fletcher","passes.f.c","OPP.3RD.R","OPP.3RD.R",NA,NA,"M","FCKC","Tymrak","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,81,"6","F","SRFC","Yanez","passes.b.c","OPP.3RD.R","OPP.MID.3RD.R",NA,NA,"D","FCKC","Moros","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,82,"6","M","SRFC","Fishlock","passes.f.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,83,"6","M","SRFC","Little","passes.s.b","OPP.3RD.R","OPP.6.YD","corner.crosses",NA,"M","FCKC","Buczkowski","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,83,"6",NA,NA,NA,NA,NA,NA,NA,NA,"M","FCKC","Tymrak","pressured.opp","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,83,"6",NA,NA,NA,NA,NA,NA,NA,NA,"D","FCKC","Sauerbrunn","passes.blocked","DEF.18.YD",NA,NA,NA,NA
11,11,0,0,84,"6","D","FCKC","Sauerbrunn","interceptions","DEF.18.YD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,85,"6","D","FCKC","Sauerbrunn","passes.f.b","DEF.18.YD","DEF.3RD.L","launch.balls",NA,"M","SRFC","Fishlock","passes.blocked","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,86,"6","F","FCKC","Rodriguez","aerial.challenges.lost","DEF.3RD.L",NA,NA,NA,"M","SRFC","Fishlock","aerial.challenges.won","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,87,"6","M","SRFC","Winters","def.recoveries","OPP.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,88,"6","M","SRFC","Winters","passes.f.c","OPP.MID.3RD.C","OPP.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,89,"6","F","SRFC","Rapinoe","take.on.won","OPP.3RD.L",NA,NA,NA,"D","FCKC","Brown","dribbled.out.run","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,90,"6","F","SRFC","Rapinoe","passes.s.b","OPP.18.YD","OPP.6.YD","corner.crosses",NA,"GK","FCKC","Barnhart","gk.open.play.high.balls.faced","DEF.6.YD","caught",NA,NA,NA
11,11,0,0,91,"6",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,92,"6","M","FCKC","Laddish","passes.f.c","OPP.MID.3RD.C","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,93,"6","M","FCKC","Holiday","passes.f.c","OPP.MID.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,94,"6","M","FCKC","O'Reilly","passes.s.c","OPP.3RD.R","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,95,"6","M","FCKC","Laddish","passes.f.m","OPP.3RD.R","OPP.3RD.R",NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,96,"7","D","SRFC","Cox","passes.f.c","DEF.3RD.L","DEF.3RD.L","throw.ins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,97,"7","F","SRFC","Rapinoe","clearances","DEF.3RD.L",NA,NA,NA,"M","FCKC","O'Reilly","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,98,"7","F","SRFC","Yanez","poss.recoveries","DEF.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,99,"7","F","SRFC","Yanez","passes.s.c","DEF.MID.3RD.C","DEF.MID.3RD.R",NA,NA,"D","FCKC","Moros","pressured.opp","OPP.MID.3RD.C",NA,NA,NA,NA
11,11,0,0,100,"7","D","SRFC","Fletcher","passes.f.b","OPP.MID.3RD.R","DEF.3RD.C","deep.crosses",NA,"D","FCKC","Brown","passes.blocked","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,101,"7","M","SRFC","Little","poss.recoveries","OPP.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,102,"7","M","SRFC","Little","passes.s.c","OPP.3RD.C","OPP.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,103,"7","D","SRFC","Cox","passes.f.b","OPP.3RD.L","OPP.3RD.L",NA,NA,"D","FCKC","Brown","passes.blocked","DEF.3RD.R",NA,NA,NA,NA
11,11,0,0,104,"7","M","FCKC","Laddish","def.recoveries","DEF.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,105,"7","M","FCKC","Laddish","passes.f.c","DEF.3RD.C","DEF.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,106,"7","M","FCKC","Holiday","passes.f.b","DEF.MID.3RD.C","OPP.3RD.R","through.balls",NA,"D","SRFC","Barnes","passes.blocked","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,107,"7","D","SRFC","Barnes","interceptions","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,108,"7","D","SRFC","Barnes","passes.f.c","DEF.3RD.L","DEF.3RD.L",NA,NA,"M","FCKC","O'Reilly","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,109,"7","M","SRFC","Winters","passes.f.c","DEF.18.YD","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,110,"8","D","SRFC","Cox","passes.s.c","DEF.MID.3RD.L","DEF.MID.3RD.R","switch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,111,"8","D","SRFC","Fletcher","passes.b.c","OPP.MID.3RD.R","OPP.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,112,"8","M","SRFC","Fishlock","passes.f.b","OPP.MID.3RD.R","OPP.18.YD","deep.crosses",NA,"D","FCKC","Sauerbrunn","passes.blocked","DEF.18.YD",NA,NA,NA,NA
11,11,0,0,113,"8","F","SRFC","Yanez","aerial.challenges.lost","OPP.3RD.R",NA,NA,NA,"D","FCKC","Moros","aerial.challenges.won","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,114,"8","M","FCKC","Buczkowski","def.recoveries","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,115,"8","M","FCKC","Buczkowski","def.recoveries","DEF.3RD.L","DEF.3RD.L",NA,NA,"F","SRFC","Mathias","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,116,"8","M","FCKC","Laddish","passes.s.b","DEF.3RD.L","DEF.3RD.L",NA,NA,"M","SRFC","Fishlock","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,117,"8","M","SRFC","Little","def.recoveries","OPP.3RD.R",NA,NA,NA,"M","SRFC","Fishlock","passes.blocked","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,118,"8","M","SRFC","Little","passes.b.c","OPP.3RD.R","OPP.MID.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,119,"8","D","SRFC","Fletcher","passes.f.c","OPP.MID.3RD.R","OPP.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,120,"8","M","SRFC","Fishlock","take.on.won","OPP.3RD.C",NA,NA,NA,"M","FCKC","Laddish","dribbled.turned","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,121,"8","M","SRFC","Fishlock","take.on.lost","OPP.3RD.C",NA,NA,NA,"D","FCKC","Sauerbrunn","tackles.ball.away","DEF.3RD.C",NA,NA,NA,NA
11,11,0,0,122,"8","M","FCKC","Tymrak","def.recoveries","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,123,"8","M","FCKC","Tymrak","passes.s.c","DEF.MID.3RD.C","DEF.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,124,"8","M","FCKC","Holiday","passes.f.c","OPP.MID.3RD.C","OPP.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,125,"8","M","FCKC","O'Reilly","passes.f.c","OPP.3RD.R","OPP.3RD.R","through.balls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,126,"8","M","FCKC","Holiday","dispossessed","OPP.3RD.R",NA,NA,NA,"D","SRFC","Cox","dispossessed.steal","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,127,"8","D","SRFC","Cox","passes.f.c","DEF.3RD.L","DEF.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,128,"8","F","SRFC","Rapinoe","passes.s.c","DEF.3RD.L","DEF.3RD.R","switch",NA,"D","FCKC","Brown","pressured.opp","OPP.3RD.R",NA,NA,NA,NA
11,11,0,0,129,"8","D","SRFC","Fletcher","passes.f.c","OPP.MID.3RD.R","OPP.MID.3RD.R",NA,NA,"M","FCKC","Buczkowski","pressured.opp","DEF.MID.3RD.L",NA,NA,NA,NA
11,11,0,0,130,"8","F","SRFC","Yanez","dispossessed","OPP.3RD.R",NA,NA,NA,"D","FCKC","Moros","dispossessed.lost.touch","DEF.3RD.L",NA,NA,NA,NA
11,11,0,0,131,"9","D","FCKC","Moros","passes.b.c","DEF.3RD.L","DEF.18.YD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,132,"9","GK","FCKC","Barnhart","passes.f.c","DEF.18.YD","DEF.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,133,"9","D","FCKC","Lepeilbet","passes.f.c","DEF.3RD.R","DEF.3RD.R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,134,"9","D","FCKC","Brown","passes.f.c","DEF.MID.3RD.R","DEF.MID.3RD.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,0,0,135,"9","M","FCKC","Holiday","passes.s.c","DEF.MID.3RD.C","DEF.MID.3RD.L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
