"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","poss.number","def.number"
20,2,"D","USA","Klingenberg","passes.s.c",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
20,2,NA,NA,NA,NA,NA,NA,NA,"F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,"M","USA","Brian","take.on.won",NA,NA,NA,"M","JPN","Utsugi","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,"M","USA","Brian","passes.f",NA,NA,NA,"D","JPN","Muramatsu","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
23,2,"D","USA","Klingenberg","passes.f",NA,NA,"throw.in","D","JPN","Ariyoshi","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
24,2,"F","USA","Heath","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,"F","USA","Morgan","passes.s.c",NA,NA,NA,"D","JPN","Ariyoshi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2,"F","USA","Heath","passes.b.c",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,"D","USA","Klingenberg","passes.f.c",NA,NA,NA,"M","JPN","Sakaguchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2,"M","USA","Long","dispossessed",NA,NA,NA,"D","JPN","Muramatsu","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
29,2,"D","USA","O'Hara","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2,"D","USA","O'Hara","passes.s.c",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
31,3,"D","USA","Klingenberg","passes.f",NA,NA,"through","M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
32,3,"GK","JPN","Yamashita","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,3,"GK","JPN","Yamashita","passes.f.c.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,3,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,3,"D","JPN","Muramatsu","passes.f",NA,NA,NA,"F","USA","Heath","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
35,3,"F","USA","Heath","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,3,"F","USA","Heath","passes.s",NA,NA,NA,"D","JPN","Ariyoshi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
36,3,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Sakaguchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
36,3,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Utsugi","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
37,3,"M","JPN","Utsugi","passes.s",NA,NA,NA,"M","USA","Long","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
38,3,"D","USA","Klingenberg","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,3,"D","USA","Klingenberg","movement",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
39,3,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Utsugi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
40,3,"D","USA","Klingenberg","passes.b.c",NA,NA,NA,"M","JPN","Utsugi","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
41,3,"D","USA","Sauerbrunn","passes.f",NA,NA,NA,"M","JPN","Nakajima","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
42,3,"D","USA","Klingenberg","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,3,"M","USA","Long","aerial.won",NA,NA,NA,"D","JPN","Ariyoshi","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
44,3,"M","USA","Long","passes.f",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,3,NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,3,"D","JPN","Muramatsu","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,3,"D","JPN","Muramatsu","clearances",NA,NA,NA,"F","USA","Morgan","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
47,4,"D","USA","Sauerbrunn","passes.s.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,4,"M","USA","Long","aerial.won",NA,NA,NA,"D","JPN","Muramatsu","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
49,4,"M","USA","Long","passes.s",NA,NA,"headed","D","JPN","Kumagai","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA
49,4,NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,4,"M","USA","Brian","aerial.lost",NA,NA,NA,"F","JPN","Ogimi","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA
51,4,"F","JPN","Chiba","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,4,"F","JPN","Chiba","passes.f",NA,NA,NA,"F","USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
53,4,"D","USA","Johnston","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,4,"D","USA","Johnston","take.on.won",NA,NA,NA,"F","JPN","Iwabuchi","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA
55,4,"D","USA","Johnston","passes.f.c",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
56,4,"M","USA","Long","passes.b.c",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
57,4,"D","USA","Klingenberg","passes.f.c",NA,NA,"through","M","JPN","Nakajima","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
57,4,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,4,"D","USA","Johnston","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,4,"D","USA","Johnston","passes.f.c",NA,NA,NA,"F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
60,4,"M","USA","Long","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,4,"F","USA","Morgan","passes.s.c",NA,NA,NA,"D","JPN","Muramatsu","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
61,4,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Sakaguchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
62,4,"F","USA","Heath","passes.f.c",NA,NA,"through","D","JPN","Ariyoshi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
63,5,"M","USA","Brian","passes.s",NA,NA,"corner.crosses",NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
64,5,"GK","JPN","Yamashita","passes.f.c",NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,5,NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,5,"F","JPN","Ogimi","aerial.won",NA,NA,NA,"F","USA","Dunn","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
66,5,"D","USA","Johnston","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,5,"D","USA","Johnston","passes.f",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
68,5,"F","JPN","Ogimi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,5,"F","JPN","Ogimi","passes.f.c",NA,NA,NA,"F","USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
70,5,"F","JPN","Iwabuchi","passes.f.c",NA,NA,"through","D","USA","O'Hara","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
71,5,"F","JPN","Ogimi","take.on.lost",NA,NA,NA,"D","USA","Johnston","tackles.ball",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
72,6,"GK","USA","Solo","passes.f",NA,NA,"goal.kick","D","JPN","Kumagai","clearances",NA,NA,NA,NA,NA,NA,NA,NA,NA
72,6,NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,6,"M","USA","Long","aerial.won",NA,NA,NA,"M","JPN","Nakajima","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
74,6,"D","JPN","Ariyoshi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,6,"D","JPN","Ariyoshi","passes.f",NA,NA,NA,"F","USA","Heath","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
76,6,"D","USA","O'Hara","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,6,"D","USA","O'Hara","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,6,"GK","USA","Solo","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,6,"D","USA","O'Hara","passes.b.c",NA,NA,"lay.off","F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
80,6,"GK","USA","Solo","passes.s.c",NA,NA,NA,"F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
81,6,"D","USA","Sauerbrunn","passes.f",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
81,6,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Sakaguchi","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
82,6,"M","JPN","Sakaguchi","passes.f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,6,"M","USA","Brian","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,6,"M","USA","Brian","passes.b.c",NA,NA,NA,"M","JPN","Utsugi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
85,6,"D","USA","Sauerbrunn","passes.f",NA,NA,"launch","F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
86,6,"D","JPN","Ariyoshi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,6,"D","JPN","Ariyoshi","passes.f.c",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,6,"M","JPN","Nakajima","passes.s",NA,NA,NA,"M","USA","Brian","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
89,6,"M","USA","Brian","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,6,"M","USA","Brian","dispossessed",NA,NA,NA,"M","JPN","Utsugi","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
90,6,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Nakajima","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
91,6,"M","JPN","Utsugi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,6,"M","JPN","Utsugi","take.on.lost",NA,NA,NA,"M","USA","Brian","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
92,6,NA,NA,NA,NA,NA,NA,NA,"F","USA","Heath","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
93,7,"M","USA","Brian","lost.touch",NA,NA,NA,"M","JPN","Utsugi","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
94,7,"D","JPN","Ariyoshi","passes.s.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,7,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,7,"M","JPN","Utsugi","lost.touch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,7,"F","USA","Dunn","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,7,"F","USA","Dunn","take.on.won",NA,NA,NA,"F","JPN","Chiba","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA
98,7,"F","USA","Dunn","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,7,"D","USA","Johnston","passes.s.c",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
100,7,"D","USA","Sauerbrunn","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,7,"D","USA","Klingenberg","passes.f.c",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
102,7,"M","USA","Pugh","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,7,"M","USA","Pugh","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,7,"F","USA","Dunn","passes.f.c",NA,NA,NA,"F","JPN","Ogimi","pressured",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
104,7,NA,NA,NA,NA,NA,NA,NA,"D","JPN","Sasaki","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA
105,8,"M","USA","Brian","passes.s.c",NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,8,"F","USA","Morgan","aerial.won",NA,NA,NA,"M","JPN","Utsugi","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
107,8,"D","JPN","Ariyoshi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,8,"D","JPN","Ariyoshi","clearances",NA,NA,NA,"F","USA","Dunn","challenged",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
109,8,"D","USA","Klingenberg","passes.f.c",NA,NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,8,"F","USA","Dunn","passes.b.c",NA,NA,"lay.off","D","JPN","Ariyoshi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
111,8,"D","USA","Klingenberg","passes.f",NA,NA,"through","GK","JPN","Yamashita","gk.loose.balls.won",NA,"caught",NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA
112,9,"M","USA","Brian","passes.s.c",NA,NA,"corner.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,9,"F","USA","Morgan","passes.s.c",NA,NA,"headed","M","JPN","Utsugi","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA
113,9,NA,NA,NA,NA,NA,NA,"flick.on",NA,NA,NA,NA,NA,NA,NA,NA,"key.passes",NA,NA,NA,NA
114,9,"M","USA","Long","shots.missed",NA,NA,NA,"GK","JPN","Yamashita","gk.shot.miss",NA,NA,NA,NA,"big.chances.lost",NA,NA,NA,NA
115,9,"GK","JPN","Yamashita","passes.f",NA,NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,9,NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,9,"M","USA","Brian","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,9,"M","USA","Brian","passes.f",NA,NA,"headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,9,"M","USA","Pugh","aerial.lost",NA,NA,NA,"M","JPN","Sakaguchi","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA
119,9,"D","JPN","Kumagai","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,9,"D","JPN","Kumagai","passes.f",NA,NA,"headed","F","USA","Heath","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA
121,9,"F","USA","Heath","passes.s.c",NA,NA,NA,"M","JPN","Utsugi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
121,9,NA,NA,NA,NA,NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
122,9,"M","USA","Long","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,9,"D","USA","Klingenberg","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,9,"D","USA","Klingenberg","passes.f",NA,NA,"through","GK","JPN","Yamashita","gk.loose.balls.won",NA,"caught",NA,NA,NA,NA,NA,NA,NA
124,9,NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,9,"GK","JPN","Yamashita","passes.f.c",NA,NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,10,"M","JPN","Sakaguchi","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,10,"M","JPN","Utsugi","passes.b.c",NA,NA,"lay.off","M","USA","Pugh","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
128,10,"M","JPN","Sakaguchi","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,10,"D","JPN","Muramatsu","passes.s.c.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,10,NA,NA,NA,"stoppage.in.play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,10,NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,10,"M","JPN","Sakaguchi","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,10,"M","JPN","Nakajima","passes.b.c",NA,NA,"lay.off","F","USA","Heath","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
132,10,"M","JPN","Sakaguchi","passes.b.c",NA,NA,NA,"F","USA","Heath","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
133,10,"D","JPN","Ariyoshi","passes.f.c",NA,NA,NA,"F","USA","Heath","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
134,10,"M","JPN","Nakajima","passes.s.c",NA,NA,NA,"M","USA","Long","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
135,10,"M","JPN","Sakaguchi","passes.s.c",NA,NA,NA,"M","USA","Long","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
136,10,"M","JPN","Utsugi","lost.touch",NA,NA,NA,"M","USA","Pugh","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA
137,10,"M","USA","Brian","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,10,"M","USA","Brian","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,10,"M","USA","Pugh","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,10,"M","USA","Pugh","take.on.lost",NA,NA,NA,"D","JPN","Kumagai","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
141,10,"D","JPN","Kumagai","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,10,"D","JPN","Kumagai","passes.f.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,10,"F","JPN","Chiba","dispossessed",NA,NA,NA,"M","USA","Pugh","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA
144,10,"F","JPN","Iwabuchi","recoveries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,10,"F","JPN","Iwabuchi","passes.s.c",NA,NA,NA,"M","USA","Pugh","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
145,10,NA,NA,NA,NA,NA,NA,NA,"D","USA","Johnston","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
146,11,"F","JPN","Ogimi","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,11,"F","JPN","Ogimi","passes.b.c",NA,NA,NA,"F","USA","Dunn","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
148,11,"M","JPN","Sakaguchi","passes.f",NA,NA,"through","GK","USA","Solo","gk.loose.balls.won",NA,"caught",NA,NA,NA,NA,NA,NA,NA
148,11,NA,NA,NA,NA,NA,NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,11,"GK","USA","Solo","passes.s.c",NA,NA,"gk.throws",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,11,"D","USA","Klingenberg","passes.b.c",NA,NA,NA,"F","JPN","Chiba","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
151,11,"D","USA","Sauerbrunn","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,11,"D","USA","Sauerbrunn","passes.b.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,11,"D","USA","Johnston","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,11,"D","USA","Johnston","passes.b.c",NA,NA,NA,"F","JPN","Iwabuchi","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
155,11,"GK","USA","Solo","passes.s.c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,11,"D","USA","Klingenberg","passes.s.c",NA,NA,NA,"M","JPN","Nakajima","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA
157,11,"M","USA","Brian","movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
