"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
15,"1",NA,"USA","Johnston","movement","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"1",NA,"USA","Johnston","passes.s.c","AM3C","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"1",NA,"USA","Klingenberg","passes.f.c","AM3L","AM3L",NA,NA,"COL","Ospina","pressured","DM3R",NA,NA,NA,NA,NA,NA
18,"1",NA,"USA","Heath","take.on.lost","AM3L",NA,NA,NA,"COL","Salazar","tackles.ball","DM3R",NA,NA,NA,NA,NA,NA
19,"1",NA,"COL","Rincon","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"1",NA,"COL","Rincon","passes.s.c","DM3C","DM3L",NA,NA,"USA","Long","pressured","AM3C",NA,NA,NA,NA,NA,NA
21,"1",NA,"COL","Santos","passes.f.c","DM3L","AM3C",NA,NA,"USA","Sauerbrunn","pressured","AM3R",NA,NA,NA,NA,NA,NA
22,"1",NA,"COL","Usme","shots.missed","AM3C",NA,NA,"GK","USA","Solo","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
22,"1",NA,NA,NA,NA,NA,NA,NA,NA,"USA","O'Hara","pressured",NA,NA,NA,NA,NA,NA,NA
23,"1","GK","USA","Solo","passes.f.c","D6","D3C","goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"1",NA,"USA","Johnston","passes.s.c","D3C","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"1",NA,"USA","Sauerbrunn","passes.b.c","D3R","D18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"1","GK","USA","Solo","passes.f.c","D18","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2",NA,"USA","Johnston","passes.s.c","DM3L","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2",NA,"USA","Sauerbrunn","passes.f.c","DM3R","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2",NA,"USA","Pugh","lost.touch","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2",NA,"COL","Velasquez","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2",NA,"COL","Velasquez","take.on.won","DM3L",NA,NA,NA,"USA","Lloyd","dribbled.tackles.missed","AM3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA
32,"2",NA,"COL","Velasquez","passes.f","DM3L",NA,"free.kick",NA,"USA","Sauerbrunn","blocks","D18",NA,NA,NA,NA,NA,NA
33,"2",NA,"COL","Santos","passes.b.c","A3L","AM3L",NA,NA,"USA","Pugh","challenged","D3R",NA,NA,NA,NA,NA,NA
34,"2",NA,"COL","Velasquez","take.on.lost","AM3L",NA,NA,NA,"USA","Dunn","tackles.ball","DM3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
35,"3",NA,"COL","Velasquez","passes.f.c","AM3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"3",NA,"COL","Rincon","dispossessed","A3L",NA,NA,NA,"USA","Pugh","dispossessed","D3R",NA,NA,NA,NA,NA,NA
37,"3",NA,"USA","Lloyd","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"3",NA,"USA","Lloyd","passes.f.c","D3R","DM3R",NA,NA,"COL","Echeverri","pressured","A3L",NA,NA,NA,NA,NA,NA
39,"3",NA,"USA","Dunn","passes.f","DM3R",NA,"through",NA,"COL","Gaitan","pressured","AM3L",NA,NA,NA,NA,NA,NA
39,"3",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Velasquez","blocks","DM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
40,"3",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"3",NA,"USA","Dunn","passes.b.c","A3R","AM3R",NA,NA,"COL","Gaitan","challenged","D3L",NA,NA,NA,NA,NA,NA
41,"3",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Velasquez","pressured",NA,NA,NA,NA,NA,NA,NA
42,"3",NA,"USA","O'Hara","passes.f","AM3R",NA,NA,NA,"COL","Santos","blocks","DM3L",NA,NA,NA,NA,NA,NA
43,"3",NA,"COL","Echeverri","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"3",NA,"COL","Echeverri","passes.f","DM3L",NA,NA,NA,"USA","Long","interceptions","AM3R",NA,NA,NA,NA,NA,NA
45,"3",NA,"USA","Long","passes.s.c","AM3R","AM3R",NA,NA,"COL","Usme","pressured","DM3L",NA,NA,NA,NA,NA,NA
46,"3",NA,"USA","Lloyd","fouls.won","AM3R",NA,NA,NA,"COL","Rincon","fouls.conceded","DM3L",NA,NA,"fouls.won",NA,"fouls.conceded",NA
47,"4",NA,"USA","Long","passes.f.c","AM3C","AM3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"4",NA,"USA","Horan","passes.b.c","AM3C","AM3L",NA,NA,"COL","Ospina","challenged","DM3C",NA,NA,NA,NA,NA,NA
49,"4",NA,"USA","Johnston","passes.f","AM3L",NA,NA,NA,"COL","Ospina","pressured","DM3R",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
50,"4",NA,"COL","Asprilla","passes.f.c","D3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
