"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes"
51,"4",NA,"COL","Usme","dispossessed","DM3R",NA,NA,NA,"USA","Horan","dispossessed","AM3L",NA,NA,NA,NA,NA,NA
52,"4",NA,"USA","Horan","passes.b.c","AM3L","AM3L",NA,NA,"COL","Usme","pressured","DM3R",NA,NA,NA,NA,NA,NA
53,"4",NA,"USA","Long","passes.s.c","AM3L","DM3L",NA,NA,"COL","Usme","pressured","DM3R",NA,NA,NA,NA,NA,NA
54,"4",NA,"USA","Johnston","passes.b.c","DM3L","DM3C",NA,NA,"COL","Ospina","pressured","AM3R",NA,NA,NA,NA,NA,NA
55,"4",NA,"USA","Sauerbrunn","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"4",NA,"USA","O'Hara","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"4",NA,"USA","Sauerbrunn","passes.s.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"4",NA,"USA","Johnston","dispossessed","DM3C",NA,NA,NA,"COL","Usme","dispossessed","AM3C",NA,NA,NA,NA,NA,NA
59,"4",NA,"COL","Usme","passes.s.c","AM3R","A3C",NA,NA,"USA","Johnston","pressured","DM3L",NA,NA,NA,NA,NA,NA
60,"4",NA,"COL","Ospina","passes.s","A3C",NA,NA,NA,"USA","Long","interceptions","D3C",NA,NA,NA,NA,NA,NA
61,"4",NA,"USA","Long","passes.f.c","D3C","DM3L",NA,NA,"COL","Usme","pressured","A3C",NA,NA,NA,NA,NA,NA
62,"4",NA,"USA","Klingenberg","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"4",NA,"USA","Horan","passes.f","AM3L",NA,"through",NA,"COL","Arias","blocks","D3R",NA,NA,NA,NA,NA,NA
64,"4",NA,"COL","Asprilla","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"4",NA,"COL","Asprilla","clearances","D3R",NA,NA,NA,"USA","Horan","interceptions","A3L",NA,NA,NA,NA,NA,NA
66,"4",NA,"USA","Horan","take.on.won","A3L",NA,NA,NA,"COL","Salazar","dribbled.tackles.missed","D3R",NA,NA,"fouls.won",NA,"fouls.conceded",NA
67,"5",NA,"USA","Klingenberg","passes.s.c","A3L","A3L","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"5",NA,"USA","Horan","passes.b.c","A3L","AM3L",NA,NA,"COL","Ospina","pressured","D3R",NA,NA,NA,NA,NA,NA
69,"5",NA,"USA","Johnston","passes.f.c","AM3L","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"5",NA,"USA","Heath","take.on.won","A3L",NA,NA,NA,"COL","Asprilla","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA
71,"5",NA,"USA","Heath","movement","A3L","A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"5",NA,"USA","Heath","take.on.won","A18",NA,NA,NA,"COL","Salazar","dribbled.out.run","D18",NA,NA,NA,NA,NA,NA
73,"5",NA,"USA","Heath","take.on.won","A18",NA,NA,NA,"COL","Arias","dribbled.tackles.missed","D18",NA,NA,NA,NA,NA,NA
74,"5",NA,"USA","Heath","take.on.won","A18",NA,NA,NA,"COL","Echeverri","dribbled.tackles.missed","D18",NA,NA,NA,NA,NA,NA
75,"5",NA,"USA","Heath","movement","A18","A6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"5",NA,"USA","Heath","passes.s","A6",NA,NA,NA,"COL","Gaitan","blocks","D6",NA,NA,NA,NA,NA,NA
76,"5",NA,NA,NA,NA,NA,NA,NA,"GK","COL","Perez","pressured",NA,NA,NA,NA,NA,NA,NA
77,"5",NA,"USA","Dunn","shots.stopped.by.def","A18",NA,NA,NA,"COL","Velasquez","gk.s.o.g.def.stop","D6",NA,NA,NA,"big.chances.shot.on.goal",NA,NA
78,"5","GK","COL","Perez","recoveries","D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"5",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"5",NA,"COL","Santos","dispossessed","A3L",NA,NA,NA,"USA","Pugh","dispossessed","D3R",NA,NA,NA,NA,NA,NA
81,"5",NA,"USA","Pugh","passes.b.c","D3R","D3R",NA,NA,"COL","Santos","pressured","A3L",NA,NA,NA,NA,NA,NA
82,"6",NA,"USA","O'Hara","passes.f.c","D3R","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"6",NA,"USA","Pugh","passes.f.c","D3R","DM3R",NA,NA,"COL","Santos","pressured","A3L",NA,NA,NA,NA,NA,NA
83,"6",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Rincon","pressured",NA,NA,NA,NA,NA,NA,NA
84,"6",NA,"USA","Dunn","take.on.won","DM3R",NA,NA,NA,"COL","Velasquez","dribbled.turned","AM3L",NA,NA,NA,NA,NA,NA
85,"6",NA,"USA","Dunn","dispossessed","DM3R",NA,NA,NA,"COL","Velasquez","dispossessed","AM3L",NA,NA,NA,NA,NA,NA
86,"6",NA,"COL","Echeverri","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"6",NA,"COL","Echeverri","passes.f","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
88,"6",NA,"USA","O'Hara","passes.f.c","DM3R","AM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"6",NA,"USA","Pugh","passes.f","AM3R",NA,NA,NA,"COL","Velasquez","challenged","DM3L",NA,NA,NA,NA,NA,NA
90,"6",NA,"COL","Gaitan","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"6",NA,"COL","Gaitan","passes.f","D3L",NA,"launch",NA,"USA","Heath","pressured","A3R",NA,NA,NA,NA,NA,NA
91,"6",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Long","blocks","DM3C",NA,NA,NA,NA,NA,NA
92,"6",NA,"USA","Horan","recoveries","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"6",NA,"USA","Horan","passes.f.c","AM3C","AM3R",NA,NA,"COL","Salazar","pressured","DM3C",NA,NA,NA,NA,NA,NA
93,"6",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Ospina","pressured",NA,NA,NA,NA,NA,NA,NA
94,"6",NA,"USA","Heath","take.on.won","AM3R",NA,NA,NA,"COL","Echeverri","dribbled.turned","DM3L",NA,NA,NA,NA,NA,NA
95,"6",NA,"USA","Heath","passes.f.c","AM3R","A3R",NA,NA,"COL","Echeverri","pressured","DM3L",NA,NA,NA,NA,NA,NA
96,"6",NA,"USA","Dunn","passes.s.c","A3R","A3R","through",NA,"COL","Gaitan","pressured","D3L",NA,NA,NA,NA,NA,NA
96,"6",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Velasquez","pressured",NA,NA,NA,NA,NA,NA,NA
97,"6",NA,"USA","O'Hara","passes.s.c","A3R","A3R",NA,NA,"COL","Gaitan","pressured","D3L",NA,NA,NA,NA,NA,NA
97,"6",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Velasquez","blocks","D3L",NA,NA,NA,NA,NA,NA
98,"6",NA,"USA","O'Hara","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"6",NA,"USA","O'Hara","passes.b.c","A3R","A3R",NA,NA,"COL","Gaitan","pressured","D3L",NA,NA,NA,NA,NA,NA
100,"6",NA,"USA","Pugh","dispossessed","A3R",NA,NA,NA,"COL","Rincon","tackles.ball","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
101,"6",NA,"USA","Pugh","passes.f.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"6",NA,"USA","O'Hara","passes.b.c","A3R","A3R",NA,NA,"COL","Gaitan","challenged","D3L",NA,NA,NA,NA,NA,NA
103,"6",NA,"USA","Pugh","passes.f","A3R",NA,NA,NA,"COL","Gaitan","blocks","D3L",NA,NA,NA,NA,NA,NA
104,"6",NA,"USA","O'Hara","recoveries","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"6",NA,"USA","O'Hara","passes.s.c","A3R","A3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"6",NA,"USA","Long","passes.f.c","A3R","A3C",NA,NA,"COL","Echeverri","pressured","D3L",NA,NA,NA,NA,NA,NA
107,"6",NA,"USA","Heath","passes.b","A3C",NA,"lay.off",NA,"COL","Arias","pressured","D3C",NA,NA,NA,NA,NA,NA
108,"7",NA,"COL","Salazar","recoveries","D3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"7",NA,"COL","Salazar","movement","D3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"7",NA,"COL","Salazar","passes.f.c","DM3L","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"7",NA,"COL","Santos","passes.f.c","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"7",NA,"COL","Usme","lost.touch","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"7",NA,"USA","Johnston","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"7",NA,"USA","Johnston","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"7",NA,"USA","Long","passes.f.c","DM3C","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"7",NA,"USA","Horan","passes.b.c","DM3C","DM3C",NA,NA,"COL","Salazar","pressured","AM3C",NA,NA,NA,NA,NA,NA
116,"7",NA,"USA","Long","passes.f.c","DM3C","AM3L","lay.off",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"7",NA,"USA","Klingenberg","passes.b.c","AM3L","DM3L",NA,NA,"COL","Ospina","pressured","DM3R",NA,NA,NA,NA,NA,NA
118,"7",NA,"USA","Long","take.on.won","DM3L",NA,NA,NA,"COL","Usme","dribbled.turned","AM3R",NA,NA,NA,NA,NA,NA
118,"7",NA,"USA","Long","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"7",NA,"USA","Long","passes.f","AM3L",NA,NA,NA,"COL","Usme","pressured","DM3R",NA,NA,NA,NA,NA,NA
119,"7",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Salazar","blocks","DM3R",NA,NA,NA,NA,NA,NA
120,"7",NA,"COL","Asprilla","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"7",NA,"COL","Asprilla","passes.f.c","DM3R","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"7",NA,"COL","Salazar","dispossessed","DM3R","AM3R",NA,NA,"USA","Heath","tackles.ball","AM3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
123,"7",NA,"COL","Asprilla","passes.f","AM3R",NA,"throw.in",NA,"USA","Klingenberg","blocks","D3L",NA,NA,NA,NA,NA,NA
124,"7",NA,"COL","Salazar","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"7",NA,"COL","Salazar","passes.f.c","AM3R","A3R","headed",NA,"USA","Dunn","pressured","DM3L",NA,NA,NA,NA,NA,NA
126,"7",NA,"COL","Usme","dispossessed","A3R",NA,NA,NA,"USA","Johnston","dispossessed","D3L",NA,NA,NA,NA,NA,NA
127,"7",NA,"USA","Horan","recoveries","D3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"7",NA,"USA","Horan","passes.b.c","D3C","D3C",NA,NA,"COL","Usme","pressured","A3C",NA,NA,NA,NA,NA,NA
129,"7",NA,"USA","Sauerbrunn","passes.b.c","D3C","D18",NA,NA,"COL","Usme","pressured","A3C",NA,NA,NA,NA,NA,NA
130,"8","GK","USA","Solo","clearances","D18","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
131,"8",NA,"COL","Velasquez","passes.f.c","AM3L","AM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"8",NA,"COL","Santos","passes.f.c","AM3L","AM3L","headed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"8",NA,"COL","Echeverri","fouls.conceded","AM3L",NA,NA,NA,"USA","Long","fouls.won","DM3R",NA,NA,"fouls.conceded",NA,"fouls.won",NA
134,"8",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"8",NA,"USA","Horan","passes.f","DM3C",NA,NA,NA,"COL","Salazar","pressured","AM3C",NA,NA,NA,NA,NA,NA
135,"8",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Ospina","interceptions","DM3C",NA,NA,NA,NA,NA,NA
136,"8",NA,"COL","Ospina","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"8",NA,"COL","Rincon","dispossessed","AM3C",NA,NA,NA,"USA","Long","dispossessed","DM3C",NA,NA,NA,NA,NA,NA
138,"8",NA,"USA","Sauerbrunn","recoveries","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"9",NA,"USA","Sauerbrunn","passes.s.c","DM3C","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"9",NA,"USA","O'Hara","passes.s.c","DM3R","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"9",NA,"USA","Long","passes.f.c","DM3C","AM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"9",NA,"USA","Lloyd","movement","AM3C","A3C",NA,NA,"COL","Echeverri","pressured","DM3C",NA,NA,NA,NA,NA,NA
142,"9",NA,"USA","Lloyd","passes.f","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"9",NA,"USA","Dunn","take.on.won","A3C",NA,NA,NA,"COL","Echeverri","dribbled.tackles.missed","D3C",NA,NA,NA,NA,NA,NA
144,"9",NA,"USA","Dunn","passes.s.c","A3C","A3C",NA,NA,"COL","Salazar","pressured","D3C",NA,NA,NA,NA,NA,NA
144,"9",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Ospina","challenged",NA,NA,NA,NA,NA,NA,NA
145,"9",NA,"USA","Horan","lost.touch","A3C",NA,NA,NA,"COL","Ospina","dispossessed","D3C",NA,NA,NA,NA,NA,NA
146,"9",NA,"COL","Asprilla","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"9",NA,"COL","Asprilla","clearances","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
148,"10",NA,NA,NA,"stoppage.in.play",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"11",NA,"USA","Klingenberg","passes.b.c","A3L","DM3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"11",NA,"USA","Johnston","passes.s.c","DM3L","DM3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"11",NA,"USA","Long","passes.s.c","DM3C","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"11",NA,"USA","Sauerbrunn","passes.f.c","AM3R","A3R",NA,NA,"COL","Santos","pressured","DM3L",NA,NA,NA,NA,NA,NA
153,"11",NA,"USA","O'Hara","passes.s","A3R",NA,"corner.crosses",NA,"COL","Arias","blocks","D18",NA,NA,NA,NA,NA,NA
153,"11",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Velasquez","clearances","D3L",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
154,"11",NA,"USA","O'Hara","passes.b.c","A3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,"11",NA,"USA","Sauerbrunn","passes.f","A3R",NA,NA,NA,"COL","Santos","pressured","D3L",NA,NA,NA,NA,NA,NA
155,"11",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Gaitan","blocks","D3L",NA,NA,NA,NA,NA,NA
156,"11",NA,"COL","Usme","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"11",NA,"COL","Usme","dispossessed","DM3L",NA,NA,NA,"USA","Long","challenged","AM3R",NA,NA,NA,NA,NA,NA
157,"11",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Pugh","dispossessed",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
158,"11",NA,"USA","O'Hara","passes.f.c","AM3R","A3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"11",NA,"USA","Dunn","passes.s","A3R",NA,NA,NA,"COL","Velasquez","blocks","D3L",NA,NA,NA,NA,NA,NA
160,"11",NA,"USA","O'Hara","recoveries","AM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,"11",NA,"USA","O'Hara","passes.b.c","AM3R","DM3R",NA,NA,"COL","Usme","challenged","DM3L",NA,NA,NA,NA,NA,NA
162,"12",NA,"USA","Sauerbrunn","passes.s.c","DM3R","AM3C",NA,NA,"COL","Rincon","pressured","AM3L",NA,NA,NA,NA,NA,NA
163,"12",NA,"USA","Johnston","passes.f.c","AM3C","A3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,"12",NA,"USA","Heath","take.on.won","A3L",NA,NA,NA,"COL","Asprilla","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA
165,"12",NA,"USA","Heath","passes.b.c","A3L","A3L",NA,NA,"COL","Salazar","pressured","D3R",NA,NA,NA,NA,NA,NA
165,"12",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Ospina","pressured",NA,NA,NA,NA,NA,NA,NA
166,"12",NA,"USA","Klingenberg","passes.s.c","A3L","A3L",NA,NA,"COL","Salazar","pressured","D3R",NA,NA,NA,NA,NA,NA
167,"12",NA,"USA","Dunn","lost.touch","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"12",NA,"USA","Long","recoveries","A3C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"12",NA,"USA","Long","shots.missed","A3C",NA,NA,"GK","COL","Perez","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
170,"12","GK","COL","Perez","passes.f","D6",NA,"goal.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"12",NA,"USA","Sauerbrunn","recoveries","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"12",NA,"USA","Sauerbrunn","passes.f","DM3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"12",NA,"USA","Pugh","aerial.lost","AM3R",NA,NA,NA,"COL","Velasquez","aerial.won","DM3L",NA,NA,NA,NA,NA,NA
174,"12",NA,"COL","Rincon","recoveries","DM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"12",NA,"COL","Rincon","passes.s.c","DM3L","AM3L",NA,NA,"USA","Long","challenged","AM3R",NA,NA,NA,NA,NA,NA
176,"12",NA,"COL","Santos","passes.f.c","AM3L","AM3L",NA,NA,"USA","O'Hara","pressured","DM3R",NA,NA,NA,NA,NA,NA
177,"13",NA,"COL","Usme","passes.s.c","AM3L","AM3L",NA,NA,"USA","Sauerbrunn","pressured","DM3R",NA,NA,NA,NA,NA,NA
177,"13",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Long","pressured",NA,NA,NA,NA,NA,NA,NA
178,"13",NA,"COL","Santos","passes.s.c","AM3L","A3L",NA,NA,"USA","Pugh","pressured","DM3R",NA,NA,NA,NA,NA,NA
179,"13",NA,"COL","Rincon","lost.touch","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
180,"13",NA,NA,NA,"playcutoffbybroadcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,"13",NA,"COL","Rincon","take.on.lost","A3L",NA,NA,NA,"USA","O'Hara","tackles.ball","D3R",NA,NA,NA,NA,NA,NA
182,"13",NA,"COL","Santos","take.on.won","A3L",NA,NA,NA,"USA","Dunn","dribbled.turned","D3R",NA,NA,NA,NA,NA,NA
183,"13",NA,"COL","Santos","passes.s","A3L",NA,NA,NA,"USA","Long","blocks","D3R",NA,NA,NA,NA,NA,NA
184,"13",NA,"COL","Santos","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"13",NA,"COL","Santos","dispossessed","A3L",NA,NA,NA,"USA","Dunn","dispossessed","D3R",NA,NA,NA,NA,NA,NA
186,"13",NA,"COL","Santos","ball.shield","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
187,"13",NA,"COL","Velasquez","passes.f.c","A3L","A3L","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"13",NA,"COL","Santos","passes.b.c","A3L","A3L",NA,NA,"USA","Pugh","pressured","D3R",NA,NA,NA,NA,NA,NA
189,"13",NA,"COL","Velasquez","passes.s","A3L",NA,"corner.crosses",NA,"USA","Pugh","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
190,"13",NA,"COL","Velasquez","passes.s","A3L",NA,"throw.in",NA,"USA","Pugh","blocks","D3R",NA,NA,NA,"out.of.bounds.keep.poss",NA,NA
191,"14",NA,"COL","Rincon","passes.s","A3L",NA,"corner.kick",NA,"USA","Pugh","clearances","D8",NA,NA,NA,NA,NA,NA
192,"14",NA,"COL","Gaitan","recoveries","A3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"14",NA,"COL","Gaitan","passes.s.c","A3L","A3L","headed",NA,"USA","Pugh","challenged","D3R",NA,NA,NA,NA,NA,NA
194,"14",NA,"COL","Rincon","dispossessed","A3L",NA,NA,NA,"USA","Pugh","ball.shield",NA,NA,NA,NA,NA,NA,NA
195,"14",NA,"USA","Heath","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"14",NA,"USA","Heath","passes.f.c","D3R","DM3R",NA,NA,"COL","Gaitan","pressured","A3L",NA,NA,NA,NA,NA,NA
196,"14",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Santos","pressured",NA,NA,NA,NA,NA,NA,NA
197,"14",NA,"USA","Dunn","dispossessed","DM3R",NA,NA,NA,"COL","Ospina","dispossessed","AM3L",NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
198,"14",NA,"COL","Velasquez","passes.f","AM3L",NA,"throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,"14",NA,"COL","Santos","aerial.lost","A3L",NA,NA,NA,"USA","O'Hara","aerial.lost","D3R",NA,NA,NA,NA,NA,NA
200,"14",NA,"USA","O'Hara","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,"14",NA,"USA","O'Hara","passes.s.c","D3R","D18",NA,NA,"COL","Santos","pressured","A3L",NA,NA,NA,NA,NA,NA
202,"14",NA,"USA","Sauerbrunn","passes.f.c","D18","DM3R",NA,NA,"COL","Santos","pressured","A18",NA,NA,NA,NA,NA,NA
202,"14",NA,NA,NA,NA,NA,NA,NA,NA,"COL","Usme","pressured",NA,NA,NA,NA,NA,NA,NA
203,"14",NA,"USA","Pugh","lost.touch","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
204,"15",NA,"COL","Velasquez","passes.f","AM3L",NA,"throw.in",NA,"USA","Pugh","blocks","DM3R",NA,NA,NA,NA,NA,NA
205,"15",NA,"COL","Echeverri","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,"15",NA,"COL","Echeverri","passes.f","AM3L",NA,"headed",NA,"USA","Dunn","pressured","DM3R",NA,NA,NA,NA,NA,NA
206,"15",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Long","blocks","D3R",NA,NA,NA,NA,NA,NA
207,"15",NA,"USA","Pugh","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"15",NA,"USA","Pugh","passes.b.c","D3R","D3R",NA,NA,"COL","Santos","pressured","A3L",NA,NA,NA,NA,NA,NA
209,"15",NA,"USA","O'Hara","passes.f","D3R",NA,"launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"15",NA,"USA","Dunn","aerial.lost","DM3R",NA,NA,NA,"COL","Velasquez","aerial.won","AM3L",NA,NA,NA,NA,NA,NA
211,"15",NA,"USA","O'Hara","passes.f.c","DM3R","DM3R","throw.in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"15",NA,"USA","Long","lost.touch","DM3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"15",NA,"COL","Rincon","recoveries","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"15",NA,"COL","Rincon","passes.f.c","AM3L","AM3L",NA,NA,"USA","Long","pressured","DM3R",NA,NA,NA,NA,NA,NA
215,"15",NA,"COL","Usme","passes.b","AM3L",NA,NA,NA,"USA","Horan","pressured","DM3R",NA,NA,NA,NA,NA,NA
215,"15",NA,NA,NA,NA,NA,NA,NA,NA,"USA","Long","interceptions","DM3R",NA,NA,NA,NA,NA,NA
216,"15",NA,"USA","Long","fouls.won","DM3R",NA,NA,NA,"COL","Rincon","fouls.conceded","AM3L",NA,NA,"fouls.won",NA,"fouls.conceded",NA
217,"15",NA,"USA","Horan","passes.s.c","DM3R","DM3C","free.kick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"15",NA,"USA","Long","passes.s.c","DM3C","AM3L",NA,NA,"COL","Usme","pressured","AM3C",NA,NA,NA,NA,NA,NA
218,"15",NA,"USA","Johnston","movement","DM3L","AM3L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,"16",NA,"USA","Johnston","passes.f.c","AM3L","A3L","launch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"16",NA,"USA","Heath","take.on.lost","A3L",NA,NA,NA,"COL","Asprilla","tackles.ball","D3R",NA,NA,NA,NA,NA,NA
221,"16",NA,"COL","Asprilla","recoveries","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"16",NA,"COL","Asprilla","clearances","D3R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA
